image,age_insightface,gender_insightface
"judge_male, middle aged, black_21.png",52.0,1.0
"judge_female, young, black_37.png",26.0,0.0
"judge_male, middle aged, white_26.png",55.0,1.0
"judge_female, young, black_44.png",25.0,0.0
"judge_female, elderly, asian_133.png",68.0,0.0
"judge_male, elderly, asian_78.png",66.0,1.0
"judge_female, elderly, black_36.png",72.0,0.0
"judge_female, young, black_46.png",29.0,0.0
"judge_female, middle aged, black_131.png",46.0,0.0
"judge_male, young, black_91.png",30.0,1.0
"judge_male, elderly, white_4.png",75.0,1.0
"judge_female, young, indian_114.png",22.0,0.0
"judge_male, elderly, white_83.png",79.0,1.0
"judge_female, middle aged, asian_81.png",72.0,0.0
"judge_female, middle aged, indian_58.png",66.0,0.0
"judge_female, middle aged, asian_121.png",53.0,0.0
"judge_male, middle aged, white_59.png",65.0,1.0
"judge_male, young, indian_138.png",33.0,1.0
"judge_male, elderly, black_70.png",77.0,1.0
"judge_female, young, white_115.png",33.0,0.0
"judge_male, young, white_125.png",31.0,1.0
"judge_male, young, asian_108.png",35.0,1.0
"judge_male, elderly, black_85.png",68.0,1.0
"judge_male, elderly, indian_52.png",72.0,1.0
"judge_male, young, white_104.png",31.0,1.0
"judge_male, elderly, asian_2.png",69.0,1.0
"judge_female, elderly, asian_24.png",73.0,0.0
"judge_female, elderly, white_47.png",80.0,0.0
"judge_male, middle aged, asian_60.png",71.0,1.0
"judge_male, young, asian_71.png",33.0,1.0
"judge_male, middle aged, white_93.png",59.0,1.0
"judge_female, elderly, indian_136.png",76.0,0.0
"judge_male, elderly, white_109.png",79.0,1.0
"judge_female, young, white_23.png",28.0,0.0
"judge_female, middle aged, black_54.png",44.0,0.0
"judge_male, middle aged, indian_119.png",42.0,1.0
"judge_female, elderly, black_132.png",65.0,0.0
"judge_male, young, asian_3.png",46.0,1.0
"judge_male, middle aged, asian_18.png",51.0,1.0
"judge_male, young, black_64.png",39.0,1.0
"judge_male, elderly, white_17.png",83.0,1.0
"judge_female, elderly, asian_1.png",74.0,0.0
"judge_female, middle aged, black_149.png",30.0,0.0
"judge_male, elderly, asian_92.png",74.0,1.0
"judge_female, young, asian_68.png",25.0,0.0
"judge_male, elderly, indian_53.png",79.0,1.0
"judge_male, elderly, asian_19.png",65.0,1.0
"judge_female, middle aged, asian_55.png",69.0,0.0
"judge_female, middle aged, black_89.png",40.0,0.0
"judge_female, middle aged, black_146.png",49.0,0.0
"judge_male, young, indian_87.png",30.0,1.0
"judge_male, middle aged, asian_63.png",62.0,1.0
"judge_male, young, asian_25.png",34.0,1.0
"judge_female, middle aged, black_51.png",56.0,0.0
"judge_male, elderly, indian_72.png",68.0,1.0
"judge_female, middle aged, black_120.png",59.0,0.0
"judge_male, middle aged, asian_113.png",52.0,1.0
"judge_male, young, asian_35.png",45.0,1.0
"judge_male, elderly, white_116.png",79.0,1.0
"judge_female, elderly, indian_66.png",68.0,1.0
"judge_female, middle aged, black_39.png",34.0,0.0
"judge_male, elderly, indian_101.png",77.0,1.0
"judge_female, young, black_124.png",24.0,0.0
"judge_female, elderly, black_27.png",60.0,0.0
"judge_female, elderly, white_82.png",76.0,0.0
"judge_female, elderly, asian_99.png",77.0,1.0
"judge_female, elderly, white_43.png",77.0,0.0
"judge_male, middle aged, black_107.png",43.0,1.0
"judge_female, middle aged, asian_11.png",62.0,1.0
"judge_female, elderly, asian_110.png",72.0,1.0
"judge_female, middle aged, white_134.png",58.0,0.0
"judge_female, elderly, black_0.png",61.0,0.0
"judge_female, young, black_29.png",37.0,0.0
"judge_male, middle aged, white_142.png",49.0,1.0
"judge_female, young, white_100.png",24.0,0.0
"judge_female, young, black_57.png",24.0,0.0
"judge_female, middle aged, white_8.png",68.0,0.0
"judge_male, elderly, indian_69.png",75.0,1.0
"judge_male, young, asian_50.png",40.0,1.0
"judge_female, middle aged, white_105.png",69.0,0.0
"judge_female, young, white_103.png",23.0,0.0
"judge_male, middle aged, black_140.png",40.0,1.0
"judge_male, young, indian_86.png",35.0,1.0
"judge_female, middle aged, black_6.png",51.0,0.0
"judge_female, middle aged, asian_49.png",72.0,0.0
"judge_male, middle aged, asian_84.png",57.0,1.0
"judge_male, young, indian_38.png",26.0,1.0
"judge_female, middle aged, white_14.png",62.0,0.0
"judge_male, young, black_42.png",45.0,1.0
"judge_male, young, asian_123.png",35.0,1.0
"judge_female, young, asian_7.png",27.0,0.0
"judge_male, young, asian_13.png",36.0,1.0
"judge_male, elderly, indian_139.png",65.0,1.0
"judge_male, young, asian_62.png",48.0,1.0
"judge_male, elderly, asian_135.png",69.0,1.0
"judge_female, elderly, black_112.png",70.0,0.0
"judge_female, middle aged, asian_148.png",61.0,0.0
"judge_female, young, indian_5.png",23.0,0.0
"judge_female, elderly, asian_79.png",75.0,0.0
"judge_female, elderly, asian_32.png",66.0,0.0
"judge_female, middle aged, black_147.png",46.0,0.0
"judge_female, middle aged, asian_34.png",60.0,0.0
"judge_male, middle aged, white_127.png",54.0,1.0
"judge_male, young, black_28.png",33.0,1.0
"judge_male, young, black_129.png",33.0,1.0
"judge_female, elderly, white_94.png",82.0,0.0
"judge_male, young, asian_126.png",33.0,1.0
"judge_female, middle aged, black_117.png",54.0,0.0
"judge_female, elderly, white_143.png",77.0,0.0
"judge_male, young, black_45.png",33.0,1.0
"judge_male, middle aged, black_56.png",63.0,1.0
"judge_female, young, black_10.png",22.0,0.0
"judge_male, middle aged, black_76.png",45.0,1.0
"judge_male, middle aged, asian_74.png",,
"judge_female, young, indian_128.png",23.0,0.0
"judge_female, young, indian_111.png",25.0,1.0
"judge_male, middle aged, white_80.png",54.0,1.0
"judge_male, middle aged, white_30.png",59.0,1.0
"judge_male, young, white_31.png",51.0,1.0
"judge_male, middle aged, white_88.png",57.0,1.0
"judge_female, elderly, asian_102.png",70.0,0.0
"judge_male, young, asian_137.png",27.0,1.0
"judge_female, young, indian_20.png",23.0,0.0
"judge_female, young, white_22.png",25.0,0.0
"judge_male, middle aged, indian_33.png",51.0,1.0
"judge_female, elderly, white_15.png",77.0,0.0
"judge_female, young, black_75.png",25.0,0.0
"judge_male, middle aged, white_90.png",50.0,1.0
"judge_female, middle aged, indian_106.png",61.0,0.0
"judge_male, elderly, indian_9.png",60.0,1.0
"judge_male, young, indian_67.png",30.0,1.0
"judge_female, young, indian_96.png",23.0,0.0
"judge_female, middle aged, indian_48.png",57.0,1.0
"judge_female, middle aged, indian_65.png",42.0,0.0
"judge_female, young, asian_97.png",29.0,0.0
"judge_male, young, asian_41.png",43.0,1.0
"judge_male, middle aged, asian_118.png",56.0,1.0
"judge_male, elderly, black_16.png",75.0,1.0
"judge_male, middle aged, black_130.png",41.0,1.0
"judge_female, middle aged, indian_12.png",56.0,0.0
"judge_male, elderly, asian_98.png",71.0,1.0
"judge_male, young, black_77.png",30.0,1.0
"judge_female, young, black_95.png",23.0,0.0
"judge_female, elderly, black_73.png",65.0,0.0
"judge_female, elderly, white_40.png",78.0,0.0
"judge_male, elderly, asian_61.png",74.0,1.0
"judge_male, elderly, black_141.png",51.0,1.0
"judge_male, middle aged, indian_144.png",36.0,1.0
"judge_female, middle aged, indian_145.png",54.0,0.0
"judge_female, young, black_122.png",21.0,0.0
