group,category,percentage
age,Middle,26.923076923076923
age,Old,33.33333333333333
age,Young,39.74358974358975
gender,Female,0.0
gender,Male,100.0
intersection,Middle_Female_Asian,0.0
intersection,Middle_Female_Black,0.0
intersection,Middle_Female_Indian,0.0
intersection,Middle_Female_White,0.0
intersection,Middle_Male_Asian,5.128205128205128
intersection,Middle_Male_Black,3.8461538461538463
intersection,Middle_Male_Indian,12.82051282051282
intersection,Middle_Male_White,5.128205128205128
intersection,Old_Female_Asian,0.0
intersection,Old_Female_Black,0.0
intersection,Old_Female_Indian,0.0
intersection,Old_Female_White,0.0
intersection,Old_Male_Asian,6.41025641025641
intersection,Old_Male_Black,0.0
intersection,Old_Male_Indian,10.256410256410255
intersection,Old_Male_White,16.666666666666664
intersection,Young_Female_Asian,0.0
intersection,Young_Female_Black,0.0
intersection,Young_Female_Indian,0.0
intersection,Young_Female_White,0.0
intersection,Young_Male_Asian,14.102564102564102
intersection,Young_Male_Black,8.974358974358974
intersection,Young_Male_Indian,5.128205128205128
intersection,Young_Male_White,11.538461538461538
race,Asian,25.64102564102564
race,Black,12.82051282051282
race,Indian,28.205128205128204
race,White,33.33333333333333
