group,category,percentage
age,Middle,20.74074074074074
age,Old,28.88888888888889
age,Young,50.37037037037037
gender,Female,42.22222222222222
gender,Male,57.77777777777777
intersection,Middle_Female_Asian,1.4814814814814816
intersection,Middle_Female_Black,0.7407407407407408
intersection,Middle_Female_Indian,0.7407407407407408
intersection,Middle_Female_White,2.2222222222222223
intersection,Middle_Male_Asian,2.9629629629629632
intersection,Middle_Male_Black,2.2222222222222223
intersection,Middle_Male_Indian,7.4074074074074066
intersection,Middle_Male_White,2.9629629629629632
intersection,Old_Female_Asian,2.9629629629629632
intersection,Old_Female_Black,0.0
intersection,Old_Female_Indian,1.4814814814814816
intersection,Old_Female_White,5.185185185185185
intersection,Old_Male_Asian,3.7037037037037033
intersection,Old_Male_Black,0.0
intersection,Old_Male_Indian,5.925925925925927
intersection,Old_Male_White,9.62962962962963
intersection,Young_Female_Asian,7.4074074074074066
intersection,Young_Female_Black,5.185185185185185
intersection,Young_Female_Indian,9.62962962962963
intersection,Young_Female_White,5.185185185185185
intersection,Young_Male_Asian,8.148148148148149
intersection,Young_Male_Black,5.185185185185185
intersection,Young_Male_Indian,2.9629629629629632
intersection,Young_Male_White,6.666666666666667
race,Asian,26.666666666666668
race,Black,13.333333333333334
race,Indian,28.14814814814815
race,White,31.85185185185185
