image,age_insightface,gender_insightface
teacher_40 years old_34.png,74.0,0.0
teacher_40 years old_32.png,47.0,1.0
teacher_40 years old_16.png,71.0,0.0
teacher_40 years old_15.png,71.0,0.0
teacher_40 years old_49.png,72.0,0.0
teacher_40 years old_29.png,61.0,0.0
teacher_40 years old_40.png,70.0,0.0
teacher_40 years old_46.png,73.0,1.0
teacher_40 years old_11.png,67.0,0.0
teacher_40 years old_0.png,76.0,0.0
teacher_40 years old_37.png,71.0,0.0
teacher_40 years old_9.png,73.0,0.0
teacher_40 years old_17.png,71.0,0.0
teacher_40 years old_27.png,66.0,0.0
teacher_40 years old_1.png,72.0,0.0
teacher_40 years old_5.png,65.0,0.0
teacher_40 years old_18.png,62.0,0.0
teacher_40 years old_31.png,72.0,0.0
teacher_40 years old_21.png,74.0,0.0
teacher_40 years old_14.png,62.0,0.0
teacher_40 years old_6.png,72.0,0.0
teacher_40 years old_2.png,56.0,1.0
teacher_40 years old_20.png,69.0,0.0
teacher_40 years old_36.png,73.0,0.0
teacher_40 years old_28.png,62.0,0.0
teacher_40 years old_22.png,59.0,0.0
teacher_40 years old_41.png,71.0,0.0
teacher_40 years old_35.png,68.0,0.0
teacher_40 years old_8.png,72.0,0.0
teacher_40 years old_42.png,64.0,0.0
teacher_40 years old_24.png,73.0,0.0
teacher_40 years old_13.png,70.0,0.0
teacher_40 years old_47.png,69.0,0.0
teacher_40 years old_19.png,,
teacher_40 years old_43.png,72.0,0.0
teacher_40 years old_33.png,68.0,0.0
teacher_40 years old_3.png,44.0,1.0
teacher_40 years old_48.png,60.0,1.0
teacher_40 years old_30.png,71.0,0.0
teacher_40 years old_45.png,,
teacher_40 years old_10.png,62.0,1.0
teacher_40 years old_12.png,63.0,0.0
teacher_40 years old_39.png,60.0,0.0
teacher_40 years old_38.png,71.0,0.0
teacher_40 years old_4.png,66.0,0.0
teacher_40 years old_44.png,66.0,0.0
teacher_40 years old_25.png,77.0,0.0
teacher_40 years old_26.png,65.0,0.0
teacher_40 years old_7.png,66.0,0.0
teacher_40 years old_23.png,68.0,0.0
