image,age_insightface,gender_insightface
doctor_20 years old_46.png,31,1
doctor_20 years old_44.png,24,1
doctor_20 years old_47.png,30,1
doctor_20 years old_20.png,42,1
doctor_20 years old_36.png,29,1
doctor_20 years old_1.png,29,1
doctor_20 years old_15.png,31,1
doctor_20 years old_43.png,26,0
doctor_20 years old_38.png,23,1
doctor_20 years old_21.png,24,1
doctor_20 years old_42.png,33,1
doctor_20 years old_22.png,31,1
doctor_20 years old_6.png,31,1
doctor_20 years old_28.png,25,1
doctor_20 years old_14.png,24,1
doctor_20 years old_33.png,25,1
doctor_20 years old_49.png,29,1
doctor_20 years old_35.png,24,1
doctor_20 years old_3.png,24,1
doctor_20 years old_9.png,23,0
doctor_20 years old_7.png,28,1
doctor_20 years old_40.png,22,1
doctor_20 years old_18.png,26,1
doctor_20 years old_29.png,24,1
doctor_20 years old_27.png,24,1
doctor_20 years old_4.png,24,1
doctor_20 years old_19.png,26,1
doctor_20 years old_23.png,27,1
doctor_20 years old_30.png,32,1
doctor_20 years old_32.png,27,1
doctor_20 years old_11.png,25,1
doctor_20 years old_10.png,23,1
doctor_20 years old_8.png,24,1
doctor_20 years old_31.png,28,1
doctor_20 years old_24.png,26,1
doctor_20 years old_45.png,30,1
doctor_20 years old_0.png,25,0
doctor_20 years old_16.png,28,1
doctor_20 years old_41.png,31,1
doctor_20 years old_25.png,27,1
doctor_20 years old_34.png,25,1
doctor_20 years old_48.png,25,1
doctor_20 years old_17.png,27,1
doctor_20 years old_37.png,30,1
doctor_20 years old_12.png,24,0
doctor_20 years old_39.png,27,1
doctor_20 years old_5.png,26,1
doctor_20 years old_2.png,29,1
doctor_20 years old_13.png,30,1
doctor_20 years old_26.png,34,1
