age_insightface,gender_insightface,image
26,0,mechanic_female_38.png
32,0,mechanic_female_16.png
23,0,mechanic_female_33.png
29,0,mechanic_female_14.png
27,0,mechanic_female_25.png
27,0,mechanic_female_36.png
26,0,mechanic_female_43.png
24,0,mechanic_female_9.png
25,0,mechanic_female_12.png
26,0,mechanic_female_27.png
23,0,mechanic_female_28.png
28,0,mechanic_female_2.png
23,0,mechanic_female_45.png
24,0,mechanic_female_47.png
26,0,mechanic_female_5.png
30,0,mechanic_female_40.png
29,0,mechanic_female_34.png
29,0,mechanic_female_19.png
26,0,mechanic_female_41.png
25,0,mechanic_female_49.png
27,0,mechanic_female_7.png
31,0,mechanic_female_20.png
28,0,mechanic_female_0.png
31,0,mechanic_female_29.png
26,0,mechanic_female_8.png
24,0,mechanic_female_26.png
28,0,mechanic_female_35.png
27,0,mechanic_female_1.png
25,0,mechanic_female_23.png
22,0,mechanic_female_48.png
25,0,mechanic_female_22.png
25,1,mechanic_female_6.png
27,0,mechanic_female_10.png
25,0,mechanic_female_21.png
23,0,mechanic_female_39.png
31,0,mechanic_female_31.png
23,0,mechanic_female_24.png
31,0,mechanic_female_18.png
29,0,mechanic_female_17.png
22,0,mechanic_female_32.png
24,0,mechanic_female_3.png
27,0,mechanic_female_44.png
21,0,mechanic_female_15.png
28,0,mechanic_female_42.png
23,1,mechanic_female_46.png
22,0,mechanic_female_37.png
29,0,mechanic_female_30.png
24,0,mechanic_female_13.png
27,0,mechanic_female_11.png
30,0,mechanic_female_4.png
