image,age_insightface,gender_insightface
mechanic_indian_18.png,,
mechanic_indian_14.png,61.0,1.0
mechanic_indian_13.png,41.0,1.0
mechanic_indian_23.png,55.0,1.0
mechanic_indian_16.png,63.0,1.0
mechanic_indian_3.png,55.0,1.0
mechanic_indian_46.png,48.0,1.0
mechanic_indian_25.png,62.0,1.0
mechanic_indian_7.png,55.0,1.0
mechanic_indian_49.png,58.0,1.0
mechanic_indian_0.png,62.0,1.0
mechanic_indian_1.png,50.0,1.0
mechanic_indian_38.png,65.0,1.0
mechanic_indian_10.png,57.0,1.0
mechanic_indian_8.png,52.0,1.0
mechanic_indian_32.png,49.0,1.0
mechanic_indian_41.png,47.0,1.0
mechanic_indian_17.png,62.0,1.0
mechanic_indian_9.png,54.0,1.0
mechanic_indian_15.png,69.0,1.0
mechanic_indian_5.png,54.0,1.0
mechanic_indian_30.png,68.0,1.0
mechanic_indian_6.png,67.0,1.0
mechanic_indian_42.png,59.0,1.0
mechanic_indian_40.png,56.0,1.0
mechanic_indian_36.png,63.0,1.0
mechanic_indian_29.png,47.0,1.0
mechanic_indian_43.png,41.0,1.0
mechanic_indian_22.png,50.0,1.0
mechanic_indian_21.png,72.0,1.0
mechanic_indian_27.png,69.0,1.0
mechanic_indian_11.png,66.0,1.0
mechanic_indian_45.png,,
mechanic_indian_2.png,39.0,1.0
mechanic_indian_33.png,62.0,1.0
mechanic_indian_4.png,72.0,1.0
mechanic_indian_47.png,56.0,1.0
mechanic_indian_24.png,46.0,1.0
mechanic_indian_19.png,58.0,1.0
mechanic_indian_31.png,55.0,1.0
mechanic_indian_28.png,66.0,1.0
mechanic_indian_26.png,40.0,1.0
mechanic_indian_48.png,43.0,1.0
mechanic_indian_12.png,67.0,1.0
mechanic_indian_44.png,63.0,1.0
mechanic_indian_39.png,49.0,1.0
mechanic_indian_34.png,53.0,1.0
mechanic_indian_20.png,62.0,1.0
mechanic_indian_37.png,65.0,1.0
mechanic_indian_35.png,61.0,1.0
