age_insightface,gender_insightface,image
58,1,chef_middle aged_24.png
64,1,chef_middle aged_40.png
65,1,chef_middle aged_38.png
55,1,chef_middle aged_33.png
55,1,chef_middle aged_48.png
62,1,chef_middle aged_29.png
51,1,chef_middle aged_18.png
50,1,chef_middle aged_20.png
51,1,chef_middle aged_41.png
59,1,chef_middle aged_7.png
56,1,chef_middle aged_3.png
46,1,chef_middle aged_1.png
65,1,chef_middle aged_12.png
61,1,chef_middle aged_15.png
50,1,chef_middle aged_26.png
62,1,chef_middle aged_13.png
50,1,chef_middle aged_19.png
50,1,chef_middle aged_16.png
48,1,chef_middle aged_45.png
64,1,chef_middle aged_31.png
59,1,chef_middle aged_36.png
44,1,chef_middle aged_46.png
50,1,chef_middle aged_39.png
59,1,chef_middle aged_35.png
57,1,chef_middle aged_8.png
55,1,chef_middle aged_43.png
60,1,chef_middle aged_11.png
70,1,chef_middle aged_44.png
45,1,chef_middle aged_22.png
59,1,chef_middle aged_34.png
53,1,chef_middle aged_4.png
62,1,chef_middle aged_9.png
50,1,chef_middle aged_23.png
53,1,chef_middle aged_17.png
67,1,chef_middle aged_6.png
55,1,chef_middle aged_2.png
54,1,chef_middle aged_27.png
56,1,chef_middle aged_42.png
60,1,chef_middle aged_10.png
45,1,chef_middle aged_30.png
60,1,chef_middle aged_5.png
59,1,chef_middle aged_47.png
53,1,chef_middle aged_49.png
52,1,chef_middle aged_25.png
68,1,chef_middle aged_28.png
66,1,chef_middle aged_14.png
59,1,chef_middle aged_0.png
53,1,chef_middle aged_32.png
65,1,chef_middle aged_37.png
67,1,chef_middle aged_21.png
