face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,bbox
fairface/detected_faces/Stable3.5-medium_flight attendant_elderly/flight attendant_elderly_40_face0.png,White,White,Female,60-69,"[0.6559287  0.00093137 0.22520214 0.0145528  0.00617587 0.00405456
 0.09315457]",[9.7546804e-01 2.7987073e-04 1.9388841e-02 4.8632580e-03],[9.3855204e-05 9.9990612e-01],"[1.1600413e-06 2.5507879e-06 6.1762817e-06 3.6483299e-05 1.5646948e-03
 2.5801348e-02 3.8161212e-01 5.5750507e-01 3.3470377e-02]","[(302, 240) (677, 615)]"
fairface/detected_faces/Stable3.5-medium_flight attendant_elderly/flight attendant_elderly_29_face0.png,White,White,Female,60-69,"[6.6696203e-01 2.9778999e-04 2.3818661e-01 7.7350819e-03 6.0345996e-03
 2.3223192e-03 7.8461625e-02]",[9.9506235e-01 3.5197911e-04 1.7092618e-03 2.8763947e-03],[4.3860901e-04 9.9956143e-01],"[1.2549447e-06 5.0562358e-06 5.4923430e-06 1.9041105e-06 4.3668322e-05
 1.4661826e-03 7.9893373e-02 6.8634164e-01 2.3224141e-01]","[(302, 240) (677, 615)]"
fairface/detected_faces/Stable3.5-medium_flight attendant_elderly/flight attendant_elderly_43_face0.png,White,White,Female,70+,"[9.5264369e-01 2.1426356e-05 3.3417415e-02 5.7488499e-04 2.1647361e-04
 2.7779414e-04 1.2848370e-02]",[9.9662685e-01 3.5294404e-06 2.7892746e-03 5.8038870e-04],[0.00124101 0.998759  ],"[1.0642494e-06 1.8370834e-05 1.6019305e-05 1.2991483e-06 7.9630572e-06
 1.6014064e-04 9.7505534e-03 1.6537081e-01 8.2467377e-01]","[(302, 240) (677, 615)]"
fairface/detected_faces/Stable3.5-medium_flight attendant_elderly/flight attendant_elderly_28_face0.png,White,White,Female,60-69,"[0.54511607 0.0016032  0.28907445 0.00238023 0.00861528 0.0049783
 0.14823237]",[9.8867577e-01 6.9340743e-04 9.4157392e-03 1.2151086e-03],[0.00107344 0.9989265 ],"[9.1812126e-06 4.2357577e-05 1.1895687e-04 8.9565307e-05 2.2676429e-03
 3.7133548e-02 2.9863676e-01 5.5439413e-01 1.0730788e-01]","[(302, 240) (677, 615)]"
fairface/detected_faces/Stable3.5-medium_flight attendant_elderly/flight attendant_elderly_14_face0.png,White,White,Female,60-69,"[9.2035067e-01 4.2644369e-05 6.5768719e-02 2.3636965e-03 3.3437408e-04
 2.0409252e-04 1.0935912e-02]",[9.9839985e-01 2.1927324e-05 1.0444314e-03 5.3377642e-04],[0.00142043 0.9985796 ],"[1.0373149e-06 6.5876516e-06 1.3606643e-05 1.7417117e-06 2.3610037e-05
 6.7526370e-04 4.2205110e-02 5.1603478e-01 4.4103828e-01]","[(248, 215) (698, 665)]"
fairface/detected_faces/Stable3.5-medium_flight attendant_elderly/flight attendant_elderly_33_face0.png,White,White,Female,60-69,"[9.3342566e-01 1.0291847e-05 1.6001299e-02 3.3245562e-03 4.6201501e-04
 1.3050156e-04 4.6645667e-02]",[9.9930590e-01 3.0021993e-06 6.1830477e-04 7.2747527e-05],[1.7895746e-04 9.9982101e-01],"[4.14383351e-07 2.63742618e-06 6.45075352e-06 6.93765105e-06
 1.07058564e-04 3.50302830e-03 1.59217507e-01 6.74732804e-01
 1.62423238e-01]","[(302, 279) (677, 654)]"
fairface/detected_faces/Stable3.5-medium_flight attendant_elderly/flight attendant_elderly_49_face0.png,Middle Eastern,White,Female,60-69,"[0.18932188 0.00060108 0.12761489 0.05214612 0.03173578 0.00183363
 0.5967466 ]",[7.3739362e-01 4.0787202e-04 2.5731802e-01 4.8804227e-03],[0.00198904 0.99801093],"[4.3591908e-06 8.5664469e-06 1.5257092e-05 1.5603016e-05 3.2648048e-04
 6.8735448e-03 1.9823729e-01 7.0095444e-01 9.3564503e-02]","[(248, 261) (698, 711)]"
fairface/detected_faces/Stable3.5-medium_flight attendant_elderly/flight attendant_elderly_35_face0.png,White,White,Female,60-69,"[9.8713082e-01 6.1660085e-06 9.7398637e-03 5.8040814e-04 2.6516177e-04
 8.1341808e-05 2.1962351e-03]",[9.9436790e-01 1.4668955e-05 2.9736708e-03 2.6437580e-03],[4.4096538e-04 9.9955904e-01],"[7.0599281e-06 5.8632024e-05 6.5012478e-05 2.8962468e-05 3.7990225e-04
 1.0082622e-02 2.0620924e-01 5.5498320e-01 2.2818542e-01]","[(248, 261) (698, 711)]"
fairface/detected_faces/Stable3.5-medium_flight attendant_elderly/flight attendant_elderly_13_face0.png,White,White,Female,60-69,"[5.0553089e-01 4.4237319e-04 3.2047397e-01 2.0149514e-02 9.8260865e-03
 2.5545282e-03 1.4102273e-01]",[9.888794e-01 4.788140e-05 8.231906e-03 2.840876e-03],[2.067146e-04 9.997933e-01],"[2.0339055e-06 8.1023700e-06 1.5840305e-05 1.6913245e-05 4.8006477e-04
 1.1378347e-02 2.9123759e-01 6.4355105e-01 5.3310011e-02]","[(202, 238) (743, 778)]"
fairface/detected_faces/Stable3.5-medium_flight attendant_elderly/flight attendant_elderly_9_face0.png,White,White,Female,60-69,"[6.9194919e-01 1.5026292e-04 1.7001070e-01 2.6136716e-03 1.3257199e-03
 3.0164646e-03 1.3093400e-01]",[9.8312157e-01 9.7252341e-05 4.0789871e-03 1.2702182e-02],[1.5450343e-04 9.9984545e-01],"[8.1207372e-07 5.6701342e-06 1.5232039e-05 1.5932921e-05 2.9414499e-04
 5.7815476e-03 1.7071667e-01 6.5797961e-01 1.6519037e-01]","[(339, 279) (715, 654)]"
