image,age_insightface,gender_insightface
"cashier_male, elderly, black_148.png",75,1
"cashier_female, middle aged, white_58.png",51,0
"cashier_female, elderly, white_120.png",83,1
"cashier_female, middle aged, asian_54.png",31,0
"cashier_male, young, white_66.png",25,1
"cashier_male, elderly, white_125.png",81,1
"cashier_male, young, white_95.png",28,1
"cashier_male, young, white_106.png",25,1
"cashier_male, elderly, white_96.png",80,1
"cashier_male, middle aged, black_130.png",26,1
"cashier_male, elderly, white_43.png",74,1
"cashier_male, young, asian_14.png",23,1
"cashier_male, middle aged, asian_94.png",54,1
"cashier_female, middle aged, indian_67.png",26,0
"cashier_male, middle aged, white_32.png",47,1
"cashier_female, middle aged, asian_108.png",42,0
"cashier_female, young, white_45.png",26,0
"cashier_male, middle aged, black_141.png",37,1
"cashier_male, young, asian_102.png",24,1
"cashier_male, middle aged, indian_131.png",38,1
"cashier_male, middle aged, black_44.png",40,1
"cashier_male, elderly, white_122.png",78,1
"cashier_male, young, black_105.png",25,1
"cashier_female, middle aged, white_138.png",37,0
"cashier_female, elderly, asian_129.png",56,0
"cashier_female, elderly, white_127.png",77,0
"cashier_female, young, white_29.png",23,0
"cashier_male, young, white_40.png",22,1
"cashier_male, middle aged, asian_47.png",58,1
"cashier_female, elderly, indian_42.png",64,0
"cashier_female, middle aged, indian_123.png",33,0
"cashier_male, middle aged, asian_111.png",55,1
"cashier_male, young, black_17.png",24,1
"cashier_female, young, indian_134.png",24,0
"cashier_male, elderly, black_19.png",80,1
"cashier_female, elderly, asian_65.png",71,0
"cashier_female, middle aged, asian_103.png",27,0
"cashier_female, elderly, black_69.png",79,0
"cashier_male, elderly, white_140.png",79,1
"cashier_male, young, asian_15.png",26,1
"cashier_female, young, asian_135.png",28,0
"cashier_female, elderly, indian_22.png",44,1
"cashier_female, middle aged, white_25.png",46,0
"cashier_male, elderly, white_38.png",80,1
"cashier_male, elderly, black_59.png",80,1
"cashier_female, elderly, indian_30.png",63,0
"cashier_male, elderly, asian_56.png",79,1
"cashier_male, young, white_72.png",25,1
"cashier_male, elderly, indian_34.png",78,1
"cashier_male, young, black_57.png",27,1
"cashier_female, middle aged, black_9.png",31,0
"cashier_male, middle aged, indian_144.png",44,1
"cashier_female, elderly, black_128.png",77,0
"cashier_female, young, white_1.png",27,0
"cashier_male, elderly, indian_16.png",72,1
"cashier_male, young, white_118.png",24,1
"cashier_female, young, indian_7.png",21,0
"cashier_male, middle aged, black_101.png",40,1
"cashier_female, elderly, white_79.png",65,0
"cashier_female, middle aged, white_78.png",38,0
"cashier_male, elderly, black_55.png",79,1
"cashier_male, elderly, white_27.png",80,1
"cashier_female, middle aged, asian_112.png",36,0
"cashier_female, middle aged, asian_77.png",32,0
"cashier_female, middle aged, indian_49.png",29,0
"cashier_male, middle aged, indian_70.png",50,1
"cashier_female, elderly, indian_83.png",72,0
"cashier_male, middle aged, indian_85.png",38,1
"cashier_male, middle aged, black_133.png",43,1
"cashier_male, elderly, white_24.png",71,1
"cashier_male, middle aged, indian_88.png",32,1
"cashier_male, middle aged, indian_104.png",42,1
"cashier_female, young, black_91.png",27,0
"cashier_male, middle aged, indian_80.png",45,1
"cashier_male, elderly, indian_149.png",75,1
"cashier_male, middle aged, indian_110.png",39,1
"cashier_male, young, white_51.png",26,1
"cashier_female, elderly, indian_142.png",64,1
"cashier_female, elderly, black_73.png",80,0
"cashier_female, young, black_41.png",27,0
"cashier_male, middle aged, white_28.png",51,1
"cashier_female, elderly, black_37.png",78,0
"cashier_female, elderly, asian_31.png",81,1
"cashier_female, young, asian_71.png",25,0
"cashier_male, young, asian_68.png",25,1
"cashier_female, young, asian_114.png",23,0
"cashier_male, young, asian_99.png",22,1
"cashier_male, elderly, indian_84.png",72,1
"cashier_male, middle aged, asian_74.png",67,1
"cashier_female, middle aged, black_115.png",34,0
"cashier_female, middle aged, white_36.png",36,0
"cashier_female, middle aged, indian_132.png",27,0
"cashier_female, young, black_87.png",27,0
"cashier_female, young, asian_39.png",27,0
"cashier_male, young, black_48.png",25,1
"cashier_female, middle aged, indian_86.png",27,0
"cashier_female, middle aged, black_63.png",35,0
"cashier_female, elderly, black_82.png",80,0
"cashier_male, young, black_64.png",23,1
"cashier_female, elderly, black_33.png",79,0
"cashier_male, young, asian_8.png",22,1
"cashier_female, elderly, indian_147.png",48,1
"cashier_male, elderly, black_146.png",80,1
"cashier_male, middle aged, indian_13.png",31,1
"cashier_female, young, black_12.png",25,0
"cashier_male, middle aged, indian_97.png",49,1
"cashier_female, middle aged, indian_124.png",31,0
"cashier_female, young, black_23.png",26,0
"cashier_female, middle aged, white_26.png",36,0
"cashier_male, elderly, indian_60.png",79,1
"cashier_female, elderly, indian_10.png",62,0
"cashier_male, young, asian_145.png",28,1
"cashier_male, elderly, asian_89.png",81,1
"cashier_female, elderly, black_46.png",81,0
"cashier_male, young, white_93.png",25,1
"cashier_male, young, asian_61.png",20,1
"cashier_male, elderly, black_4.png",81,1
"cashier_male, young, indian_136.png",29,1
"cashier_female, young, indian_126.png",27,0
"cashier_female, middle aged, white_52.png",39,0
"cashier_male, elderly, asian_20.png",82,1
"cashier_female, middle aged, asian_21.png",26,0
"cashier_male, young, white_5.png",29,1
"cashier_male, young, indian_107.png",27,1
"cashier_female, elderly, asian_75.png",79,0
"cashier_female, middle aged, indian_137.png",31,0
"cashier_male, middle aged, white_116.png",44,1
"cashier_female, young, indian_143.png",21,0
"cashier_male, young, asian_119.png",22,1
"cashier_male, young, indian_117.png",29,1
"cashier_female, young, indian_81.png",26,0
"cashier_male, young, black_50.png",26,1
"cashier_male, elderly, asian_18.png",80,1
"cashier_male, elderly, indian_35.png",73,1
"cashier_female, young, indian_139.png",22,0
"cashier_female, middle aged, indian_100.png",27,0
"cashier_male, elderly, black_0.png",82,1
"cashier_male, middle aged, asian_3.png",40,1
"cashier_male, elderly, asian_6.png",78,1
"cashier_female, elderly, asian_113.png",75,0
"cashier_male, middle aged, white_53.png",46,1
"cashier_female, young, indian_2.png",26,0
"cashier_male, middle aged, asian_92.png",50,1
"cashier_female, elderly, asian_109.png",80,0
"cashier_male, young, black_90.png",29,1
"cashier_female, young, asian_62.png",23,0
"cashier_female, elderly, black_11.png",78,0
"cashier_female, elderly, asian_121.png",55,0
"cashier_female, elderly, black_76.png",78,0
"cashier_male, elderly, white_98.png",80,1
