group,category,percentage
age,Middle,26.53061224489796
age,Old,0.0
age,Young,73.46938775510205
gender,Female,2.0408163265306123
gender,Male,97.95918367346938
intersection,Middle_Female_Asian,0.0
intersection,Middle_Female_Black,0.0
intersection,Middle_Female_Indian,0.0
intersection,Middle_Female_White,0.0
intersection,Middle_Male_Asian,0.0
intersection,Middle_Male_Black,0.0
intersection,Middle_Male_Indian,12.244897959183673
intersection,Middle_Male_White,14.285714285714285
intersection,Old_Female_Asian,0.0
intersection,Old_Female_Black,0.0
intersection,Old_Female_Indian,0.0
intersection,Old_Female_White,0.0
intersection,Old_Male_Asian,0.0
intersection,Old_Male_Black,0.0
intersection,Old_Male_Indian,0.0
intersection,Old_Male_White,0.0
intersection,Young_Female_Asian,0.0
intersection,Young_Female_Black,0.0
intersection,Young_Female_Indian,2.0408163265306123
intersection,Young_Female_White,0.0
intersection,Young_Male_Asian,0.0
intersection,Young_Male_Black,0.0
intersection,Young_Male_Indian,12.244897959183673
intersection,Young_Male_White,59.18367346938776
race,Asian,0.0
race,Black,0.0
race,Indian,26.53061224489796
race,White,73.46938775510205
