age_insightface,gender_insightface,image
32,1,cashier_male_7.png
37,1,cashier_male_21.png
29,1,cashier_male_43.png
32,1,cashier_male_49.png
35,1,cashier_male_32.png
35,1,cashier_male_48.png
29,1,cashier_male_38.png
46,1,cashier_male_47.png
32,1,cashier_male_31.png
37,1,cashier_male_16.png
29,1,cashier_male_17.png
30,1,cashier_male_29.png
35,1,cashier_male_28.png
32,1,cashier_male_41.png
31,1,cashier_male_15.png
30,1,cashier_male_33.png
40,1,cashier_male_35.png
41,1,cashier_male_4.png
29,1,cashier_male_6.png
33,1,cashier_male_40.png
32,1,cashier_male_27.png
33,1,cashier_male_30.png
31,1,cashier_male_42.png
30,1,cashier_male_5.png
29,1,cashier_male_26.png
32,1,cashier_male_23.png
39,1,cashier_male_11.png
28,1,cashier_male_14.png
34,1,cashier_male_12.png
30,1,cashier_male_44.png
32,1,cashier_male_39.png
29,1,cashier_male_45.png
28,1,cashier_male_0.png
38,1,cashier_male_10.png
32,1,cashier_male_8.png
34,1,cashier_male_18.png
30,1,cashier_male_2.png
31,1,cashier_male_9.png
36,1,cashier_male_1.png
30,1,cashier_male_19.png
33,1,cashier_male_24.png
34,1,cashier_male_13.png
33,1,cashier_male_46.png
33,1,cashier_male_36.png
29,1,cashier_male_25.png
31,1,cashier_male_3.png
34,1,cashier_male_34.png
36,1,cashier_male_22.png
36,1,cashier_male_37.png
35,1,cashier_male_20.png
