image,age_insightface,gender_insightface
"doctor_male, young, white_147.png",38.0,1.0
"doctor_female, elderly, indian_6.png",73.0,0.0
"doctor_male, elderly, asian_112.png",,
"doctor_female, middle aged, white_149.png",53.0,0.0
"doctor_male, young, white_129.png",31.0,1.0
"doctor_male, middle aged, black_47.png",42.0,1.0
"doctor_male, elderly, white_71.png",56.0,1.0
"doctor_female, middle aged, indian_1.png",46.0,0.0
"doctor_male, elderly, indian_91.png",79.0,1.0
"doctor_male, young, white_92.png",34.0,1.0
"doctor_female, elderly, asian_144.png",77.0,0.0
"doctor_male, young, white_82.png",32.0,1.0
"doctor_male, middle aged, white_31.png",60.0,1.0
"doctor_female, middle aged, white_2.png",51.0,0.0
"doctor_female, young, black_11.png",31.0,0.0
"doctor_female, middle aged, black_3.png",38.0,0.0
"doctor_male, elderly, asian_93.png",78.0,1.0
"doctor_male, young, indian_49.png",27.0,1.0
"doctor_female, young, white_133.png",42.0,0.0
"doctor_male, middle aged, black_130.png",49.0,1.0
"doctor_female, middle aged, indian_97.png",55.0,0.0
"doctor_male, middle aged, asian_69.png",57.0,1.0
"doctor_male, elderly, asian_10.png",79.0,1.0
"doctor_female, young, asian_4.png",23.0,0.0
"doctor_male, young, black_56.png",30.0,1.0
"doctor_female, elderly, asian_102.png",51.0,1.0
"doctor_male, young, indian_50.png",32.0,1.0
"doctor_male, middle aged, asian_88.png",49.0,1.0
"doctor_male, middle aged, indian_111.png",57.0,1.0
"doctor_male, middle aged, indian_28.png",56.0,1.0
"doctor_female, middle aged, indian_7.png",41.0,0.0
"doctor_female, elderly, asian_26.png",64.0,0.0
"doctor_female, elderly, black_137.png",79.0,0.0
"doctor_male, elderly, indian_117.png",73.0,1.0
"doctor_male, young, indian_110.png",26.0,1.0
"doctor_female, middle aged, white_35.png",66.0,0.0
"doctor_female, young, indian_126.png",26.0,0.0
"doctor_male, middle aged, black_15.png",41.0,1.0
"doctor_female, middle aged, asian_22.png",41.0,0.0
"doctor_male, elderly, indian_135.png",62.0,1.0
"doctor_male, young, asian_21.png",43.0,1.0
"doctor_female, elderly, indian_96.png",62.0,0.0
"doctor_male, middle aged, indian_40.png",46.0,1.0
"doctor_male, young, white_0.png",38.0,1.0
"doctor_male, young, indian_41.png",32.0,1.0
"doctor_female, elderly, black_141.png",76.0,0.0
"doctor_male, elderly, white_140.png",79.0,1.0
"doctor_male, young, white_39.png",33.0,1.0
"doctor_female, middle aged, indian_83.png",40.0,0.0
"doctor_male, elderly, asian_37.png",76.0,1.0
"doctor_female, elderly, indian_127.png",72.0,0.0
"doctor_female, elderly, asian_122.png",70.0,0.0
"doctor_male, elderly, white_67.png",75.0,1.0
"doctor_female, elderly, indian_136.png",62.0,0.0
"doctor_male, middle aged, black_79.png",46.0,1.0
