group,category,percentage
age,Middle,50.0
age,Old,15.625
age,Young,34.375
gender,Female,100.0
gender,Male,0.0
intersection,Middle_Female_Asian,14.0625
intersection,Middle_Female_Black,23.4375
intersection,Middle_Female_Indian,6.25
intersection,Middle_Female_White,6.25
intersection,Middle_Male_Asian,0.0
intersection,Middle_Male_Black,0.0
intersection,Middle_Male_Indian,0.0
intersection,Middle_Male_White,0.0
intersection,Old_Female_Asian,3.125
intersection,Old_Female_Black,0.0
intersection,Old_Female_Indian,1.5625
intersection,Old_Female_White,10.9375
intersection,Old_Male_Asian,0.0
intersection,Old_Male_Black,0.0
intersection,Old_Male_Indian,0.0
intersection,Old_Male_White,0.0
intersection,Young_Female_Asian,4.6875
intersection,Young_Female_Black,15.625
intersection,Young_Female_Indian,7.8125
intersection,Young_Female_White,6.25
intersection,Young_Male_Asian,0.0
intersection,Young_Male_Black,0.0
intersection,Young_Male_Indian,0.0
intersection,Young_Male_White,0.0
race,Asian,21.875
race,Black,39.0625
race,Indian,15.625
race,White,23.4375
