group,category,percentage
age,Middle,91.66666666666666
age,Old,2.083333333333333
age,Young,6.25
gender,Female,50.0
gender,Male,50.0
intersection,Middle_Female_Asian,14.583333333333334
intersection,Middle_Female_Black,8.333333333333332
intersection,Middle_Female_Indian,6.25
intersection,Middle_Female_White,12.5
intersection,Middle_Male_Asian,10.416666666666668
intersection,Middle_Male_Black,16.666666666666664
intersection,Middle_Male_Indian,16.666666666666664
intersection,Middle_Male_White,6.25
intersection,Old_Female_Asian,0.0
intersection,Old_Female_Black,0.0
intersection,Old_Female_Indian,0.0
intersection,Old_Female_White,2.083333333333333
intersection,Old_Male_Asian,0.0
intersection,Old_Male_Black,0.0
intersection,Old_Male_Indian,0.0
intersection,Old_Male_White,0.0
intersection,Young_Female_Asian,6.25
intersection,Young_Female_Black,0.0
intersection,Young_Female_Indian,0.0
intersection,Young_Female_White,0.0
intersection,Young_Male_Asian,0.0
intersection,Young_Male_Black,0.0
intersection,Young_Male_Indian,0.0
intersection,Young_Male_White,0.0
race,Asian,31.25
race,Black,25.0
race,Indian,22.916666666666664
race,White,20.833333333333336
