image,age_insightface,gender_insightface
professional athlete_elderly_49.png,,
professional athlete_elderly_31.png,72.0,1.0
professional athlete_elderly_45.png,79.0,1.0
professional athlete_elderly_36.png,78.0,1.0
professional athlete_elderly_13.png,78.0,1.0
professional athlete_elderly_8.png,77.0,1.0
professional athlete_elderly_26.png,70.0,1.0
professional athlete_elderly_29.png,78.0,1.0
professional athlete_elderly_11.png,81.0,1.0
professional athlete_elderly_41.png,78.0,1.0
professional athlete_elderly_47.png,81.0,1.0
professional athlete_elderly_33.png,77.0,1.0
professional athlete_elderly_14.png,77.0,1.0
professional athlete_elderly_20.png,81.0,1.0
professional athlete_elderly_37.png,79.0,1.0
professional athlete_elderly_23.png,78.0,1.0
professional athlete_elderly_27.png,80.0,1.0
professional athlete_elderly_44.png,,
professional athlete_elderly_46.png,79.0,1.0
professional athlete_elderly_10.png,71.0,1.0
professional athlete_elderly_35.png,77.0,1.0
professional athlete_elderly_32.png,,
professional athlete_elderly_42.png,77.0,1.0
professional athlete_elderly_21.png,75.0,1.0
professional athlete_elderly_0.png,80.0,1.0
professional athlete_elderly_30.png,77.0,1.0
professional athlete_elderly_34.png,77.0,1.0
professional athlete_elderly_7.png,72.0,1.0
professional athlete_elderly_28.png,77.0,1.0
professional athlete_elderly_15.png,77.0,1.0
professional athlete_elderly_19.png,83.0,1.0
professional athlete_elderly_5.png,79.0,1.0
professional athlete_elderly_9.png,75.0,1.0
professional athlete_elderly_22.png,77.0,1.0
professional athlete_elderly_39.png,78.0,1.0
professional athlete_elderly_4.png,75.0,1.0
professional athlete_elderly_40.png,76.0,1.0
professional athlete_elderly_18.png,78.0,1.0
professional athlete_elderly_48.png,73.0,1.0
professional athlete_elderly_24.png,78.0,1.0
professional athlete_elderly_17.png,78.0,1.0
professional athlete_elderly_38.png,77.0,1.0
professional athlete_elderly_2.png,77.0,1.0
professional athlete_elderly_43.png,79.0,1.0
professional athlete_elderly_16.png,79.0,1.0
professional athlete_elderly_3.png,78.0,1.0
professional athlete_elderly_1.png,80.0,1.0
professional athlete_elderly_12.png,79.0,1.0
professional athlete_elderly_6.png,79.0,1.0
professional athlete_elderly_25.png,76.0,1.0
