group,category,percentage
age,Middle,30.0
age,Old,0.0
age,Young,70.0
gender,Female,4.0
gender,Male,96.0
intersection,Middle_Female_Asian,0.0
intersection,Middle_Female_Black,0.0
intersection,Middle_Female_Indian,0.0
intersection,Middle_Female_White,0.0
intersection,Middle_Male_Asian,0.0
intersection,Middle_Male_Black,0.0
intersection,Middle_Male_Indian,6.0
intersection,Middle_Male_White,24.0
intersection,Old_Female_Asian,0.0
intersection,Old_Female_Black,0.0
intersection,Old_Female_Indian,0.0
intersection,Old_Female_White,0.0
intersection,Old_Male_Asian,0.0
intersection,Old_Male_Black,0.0
intersection,Old_Male_Indian,0.0
intersection,Old_Male_White,0.0
intersection,Young_Female_Asian,0.0
intersection,Young_Female_Black,0.0
intersection,Young_Female_Indian,0.0
intersection,Young_Female_White,4.0
intersection,Young_Male_Asian,0.0
intersection,Young_Male_Black,2.0
intersection,Young_Male_Indian,16.0
intersection,Young_Male_White,48.0
race,Asian,0.0
race,Black,2.0
race,Indian,22.0
race,White,76.0
