age_insightface,gender_insightface,image
41.0,1.0,politician_indian_38.png
58.0,1.0,politician_indian_21.png
41.0,1.0,politician_indian_32.png
43.0,1.0,politician_indian_39.png
42.0,1.0,politician_indian_20.png
46.0,1.0,politician_indian_10.png
55.0,1.0,politician_indian_31.png
48.0,1.0,politician_indian_37.png
44.0,1.0,politician_indian_41.png
43.0,1.0,politician_indian_7.png
51.0,1.0,politician_indian_49.png
40.0,1.0,politician_indian_30.png
47.0,1.0,politician_indian_16.png
51.0,1.0,politician_indian_8.png
,,politician_indian_45.png
38.0,1.0,politician_indian_26.png
54.0,1.0,politician_indian_0.png
53.0,1.0,politician_indian_35.png
54.0,1.0,politician_indian_40.png
59.0,1.0,politician_indian_28.png
51.0,1.0,politician_indian_17.png
70.0,1.0,politician_indian_1.png
51.0,1.0,politician_indian_2.png
45.0,1.0,politician_indian_36.png
46.0,1.0,politician_indian_42.png
54.0,1.0,politician_indian_48.png
45.0,1.0,politician_indian_9.png
44.0,1.0,politician_indian_25.png
,,politician_indian_18.png
48.0,1.0,politician_indian_3.png
52.0,1.0,politician_indian_46.png
43.0,1.0,politician_indian_12.png
57.0,1.0,politician_indian_27.png
39.0,1.0,politician_indian_29.png
50.0,1.0,politician_indian_43.png
36.0,1.0,politician_indian_15.png
40.0,1.0,politician_indian_5.png
56.0,1.0,politician_indian_6.png
57.0,1.0,politician_indian_23.png
50.0,1.0,politician_indian_22.png
41.0,1.0,politician_indian_24.png
64.0,1.0,politician_indian_4.png
63.0,1.0,politician_indian_44.png
53.0,1.0,politician_indian_11.png
46.0,1.0,politician_indian_34.png
46.0,1.0,politician_indian_13.png
50.0,1.0,politician_indian_19.png
56.0,1.0,politician_indian_33.png
50.0,1.0,politician_indian_47.png
46.0,1.0,politician_indian_14.png
