age_insightface,gender_insightface,image
78.0,1.0,politician_elderly_6.png
,,politician_elderly_45.png
82.0,1.0,politician_elderly_36.png
78.0,1.0,politician_elderly_20.png
76.0,1.0,politician_elderly_0.png
81.0,1.0,politician_elderly_47.png
84.0,1.0,politician_elderly_8.png
79.0,1.0,politician_elderly_30.png
82.0,1.0,politician_elderly_15.png
85.0,1.0,politician_elderly_49.png
82.0,1.0,politician_elderly_3.png
82.0,1.0,politician_elderly_46.png
82.0,1.0,politician_elderly_40.png
,,politician_elderly_16.png
,,politician_elderly_12.png
79.0,1.0,politician_elderly_13.png
79.0,1.0,politician_elderly_24.png
,,politician_elderly_19.png
,,politician_elderly_21.png
82.0,1.0,politician_elderly_31.png
78.0,1.0,politician_elderly_35.png
83.0,1.0,politician_elderly_22.png
77.0,1.0,politician_elderly_10.png
79.0,1.0,politician_elderly_5.png
76.0,1.0,politician_elderly_14.png
83.0,1.0,politician_elderly_37.png
82.0,1.0,politician_elderly_42.png
77.0,1.0,politician_elderly_28.png
,,politician_elderly_11.png
,,politician_elderly_1.png
78.0,1.0,politician_elderly_33.png
,,politician_elderly_18.png
80.0,1.0,politician_elderly_4.png
77.0,1.0,politician_elderly_38.png
80.0,1.0,politician_elderly_32.png
80.0,1.0,politician_elderly_7.png
77.0,1.0,politician_elderly_25.png
81.0,1.0,politician_elderly_43.png
81.0,1.0,politician_elderly_48.png
83.0,1.0,politician_elderly_41.png
79.0,1.0,politician_elderly_26.png
79.0,1.0,politician_elderly_29.png
80.0,1.0,politician_elderly_39.png
79.0,1.0,politician_elderly_44.png
80.0,1.0,politician_elderly_23.png
76.0,1.0,politician_elderly_34.png
82.0,1.0,politician_elderly_2.png
80.0,1.0,politician_elderly_9.png
81.0,1.0,politician_elderly_27.png
80.0,1.0,politician_elderly_17.png
