image,age_insightface,gender_insightface
professional athlete_black_prompt_1_9.png,34.0,1.0
professional athlete_black_prompt_0_40.png,32.0,1.0
professional athlete_black_prompt_0_15.png,37.0,1.0
professional athlete_black_prompt_0_1.png,36.0,1.0
professional athlete_black_prompt_1_20.png,33.0,1.0
professional athlete_black_prompt_0_23.png,,
professional athlete_black_prompt_1_5.png,34.0,1.0
professional athlete_black_prompt_0_38.png,28.0,1.0
professional athlete_black_prompt_0_4.png,32.0,1.0
professional athlete_black_prompt_0_31.png,28.0,1.0
professional athlete_black_prompt_1_38.png,27.0,1.0
professional athlete_black_prompt_1_1.png,34.0,1.0
professional athlete_black_prompt_0_42.png,32.0,1.0
professional athlete_black_prompt_0_0.png,30.0,1.0
professional athlete_black_prompt_1_29.png,32.0,1.0
professional athlete_black_prompt_0_10.png,35.0,1.0
professional athlete_black_prompt_0_22.png,34.0,1.0
professional athlete_black_prompt_0_2.png,34.0,1.0
professional athlete_black_prompt_0_44.png,34.0,1.0
professional athlete_black_prompt_1_41.png,32.0,1.0
professional athlete_black_prompt_1_47.png,32.0,1.0
professional athlete_black_prompt_1_26.png,30.0,1.0
professional athlete_black_prompt_0_13.png,35.0,1.0
professional athlete_black_prompt_1_7.png,31.0,1.0
professional athlete_black_prompt_1_37.png,32.0,1.0
professional athlete_black_prompt_1_45.png,32.0,1.0
professional athlete_black_prompt_1_19.png,,
professional athlete_black_prompt_0_19.png,,
professional athlete_black_prompt_1_18.png,,
professional athlete_black_prompt_1_2.png,37.0,1.0
professional athlete_black_prompt_0_33.png,34.0,1.0
professional athlete_black_prompt_0_46.png,31.0,1.0
professional athlete_black_prompt_0_6.png,39.0,1.0
professional athlete_black_prompt_0_8.png,32.0,1.0
professional athlete_black_prompt_0_34.png,34.0,1.0
professional athlete_black_prompt_1_23.png,,
professional athlete_black_prompt_1_34.png,38.0,1.0
professional athlete_black_prompt_0_7.png,29.0,1.0
professional athlete_black_prompt_0_47.png,32.0,1.0
professional athlete_black_prompt_1_31.png,28.0,1.0
professional athlete_black_prompt_1_49.png,33.0,1.0
professional athlete_black_prompt_0_37.png,33.0,1.0
professional athlete_black_prompt_0_24.png,28.0,1.0
professional athlete_black_prompt_1_6.png,36.0,1.0
professional athlete_black_prompt_1_39.png,29.0,1.0
professional athlete_black_prompt_1_25.png,28.0,1.0
professional athlete_black_prompt_1_14.png,30.0,1.0
professional athlete_black_prompt_0_28.png,26.0,1.0
professional athlete_black_prompt_0_16.png,35.0,1.0
professional athlete_black_prompt_0_17.png,38.0,1.0
professional athlete_black_prompt_0_30.png,35.0,1.0
professional athlete_black_prompt_1_3.png,38.0,1.0
professional athlete_black_prompt_0_45.png,30.0,1.0
professional athlete_black_prompt_0_41.png,32.0,1.0
professional athlete_black_prompt_1_8.png,33.0,1.0
professional athlete_black_prompt_1_21.png,39.0,1.0
professional athlete_black_prompt_1_36.png,34.0,1.0
professional athlete_black_prompt_0_21.png,38.0,1.0
professional athlete_black_prompt_1_30.png,38.0,1.0
professional athlete_black_prompt_0_25.png,29.0,1.0
professional athlete_black_prompt_0_43.png,29.0,1.0
professional athlete_black_prompt_0_9.png,31.0,1.0
professional athlete_black_prompt_1_33.png,35.0,1.0
professional athlete_black_prompt_1_12.png,34.0,1.0
professional athlete_black_prompt_0_36.png,38.0,1.0
professional athlete_black_prompt_1_11.png,31.0,1.0
professional athlete_black_prompt_1_43.png,25.0,1.0
professional athlete_black_prompt_0_20.png,33.0,1.0
professional athlete_black_prompt_1_15.png,36.0,1.0
professional athlete_black_prompt_1_42.png,33.0,1.0
professional athlete_black_prompt_1_22.png,30.0,1.0
professional athlete_black_prompt_0_49.png,30.0,1.0
professional athlete_black_prompt_0_32.png,30.0,1.0
professional athlete_black_prompt_1_10.png,32.0,1.0
professional athlete_black_prompt_0_5.png,32.0,1.0
professional athlete_black_prompt_1_48.png,29.0,1.0
professional athlete_black_prompt_1_40.png,32.0,1.0
professional athlete_black_prompt_1_44.png,30.0,1.0
professional athlete_black_prompt_1_17.png,38.0,1.0
professional athlete_black_prompt_1_27.png,37.0,1.0
professional athlete_black_prompt_0_39.png,28.0,1.0
professional athlete_black_prompt_0_29.png,32.0,1.0
professional athlete_black_prompt_0_18.png,,
professional athlete_black_prompt_1_24.png,28.0,1.0
professional athlete_black_prompt_1_13.png,35.0,1.0
professional athlete_black_prompt_0_48.png,27.0,1.0
professional athlete_black_prompt_0_14.png,30.0,1.0
professional athlete_black_prompt_1_16.png,35.0,1.0
professional athlete_black_prompt_0_27.png,31.0,1.0
professional athlete_black_prompt_0_26.png,31.0,1.0
professional athlete_black_prompt_0_11.png,32.0,1.0
professional athlete_black_prompt_1_28.png,33.0,1.0
professional athlete_black_prompt_0_3.png,37.0,1.0
professional athlete_black_prompt_0_35.png,30.0,1.0
professional athlete_black_prompt_1_0.png,32.0,1.0
professional athlete_black_prompt_1_32.png,33.0,1.0
professional athlete_black_prompt_1_46.png,31.0,1.0
professional athlete_black_prompt_0_12.png,33.0,1.0
professional athlete_black_prompt_1_4.png,32.0,1.0
professional athlete_black_prompt_1_35.png,30.0,1.0
