image,age_deepface,gender_deepface,race_deepface,emotion_deepface,face_confidence_deepface,gender_Woman,gender_Man,race_asian,race_indian,race_black,race_white,race_middle eastern,race_latino hispanic,emotion_angry,emotion_disgust,emotion_fear,emotion_happy,emotion_sad,emotion_surprise,emotion_neutral
professional athlete_neutral_prompt_0_22.png,24,Man,latino hispanic,neutral,1.0,0.011935602,99.98807,20.436668,18.385012,7.156424,6.851436,4.509747,42.660717,6.398538e-05,3.6147507e-16,3.98273e-05,4.9384595e-05,0.001587121,1.5885989e-09,99.99826
professional athlete_neutral_prompt_0_34.png,27,Man,white,neutral,1.0,0.014179049,99.98582,4.256048,5.2513146,1.7561486,35.358192,23.378208,30.000088,0.08139711,1.0300847e-07,0.00043698805,0.017363712,0.1007101,5.845667e-06,99.80009
professional athlete_neutral_prompt_1_9.png,27,Man,middle eastern,neutral,1.0,0.014058666,99.98595,3.6041565,7.9242215,2.1752462,29.088938,32.879955,24.327478,0.0036827775,2.4748538e-11,0.0005003495,0.0006512433,0.10583394,4.9871396e-08,99.889336
professional athlete_neutral_prompt_1_8.png,25,Man,black,neutral,1.0,0.024212178,99.975784,13.364643,10.92475,55.77735,1.5801145,1.0238024,17.329336,0.09314938,8.115648e-10,0.0055680973,0.010676527,1.3903812,5.469056e-07,98.50022
professional athlete_neutral_prompt_1_7.png,27,Man,middle eastern,neutral,1.0,0.03202876,99.96797,2.5372984,8.164987,1.4831601,24.378166,41.204613,22.231773,7.8609376,0.0032198182,1.0927352,0.021958437,10.603592,0.0016139452,80.41594
professional athlete_neutral_prompt_1_0.png,23,Man,latino hispanic,neutral,1.0,0.14253666,99.85746,16.214512,9.574365,9.59885,16.058453,11.054882,37.498943,0.011555182,8.0664995e-09,0.0003585794,0.0061441017,0.10100837,1.3337993e-05,99.88092
professional athlete_neutral_prompt_0_0.png,23,Man,black,neutral,1.0,0.03204812,99.96796,3.0909705,2.731283,90.05244,0.098839074,0.04444731,3.9820223,0.00071677915,4.4802894e-12,1.0142533e-05,5.7331063e-06,0.006714705,2.2500421e-06,99.992546
professional athlete_neutral_prompt_0_36.png,25,Man,black,neutral,1.0,0.04482453,99.95517,0.12993258,0.3444109,99.34176,0.0013293844,0.00071101607,0.18185961,3.846425e-05,2.8562302e-12,4.8006386e-06,0.011053206,0.009611246,1.0034923e-08,99.97929
professional athlete_neutral_prompt_0_44.png,27,Man,latino hispanic,neutral,1.0,0.032046717,99.96796,11.615661,7.9509883,3.0222726,24.241566,12.862234,40.307278,0.26835358,6.228836e-07,0.27709737,5.129445e-05,11.8243265,2.6093205e-06,87.630165
professional athlete_neutral_prompt_1_32.png,27,Man,black,neutral,1.0,0.124266356,99.87573,3.3358026,29.852697,37.60018,4.8107204,6.395108,18.00549,9.665288e-08,1.2857295e-21,1.20706145e-05,1.1682739e-07,0.010769806,8.674247e-11,99.98922
professional athlete_neutral_prompt_1_18.png,24,Man,black,neutral,1.0,0.0006721308,99.99933,8.705127,13.624032,33.18397,7.566104,6.159635,30.76113,0.006597163,1.3502776e-07,0.0010853201,0.010715906,1.0009205,2.025736e-06,98.98068
professional athlete_neutral_prompt_1_17.png,23,Man,middle eastern,neutral,1.0,0.04199482,99.95801,0.8792529,3.3445175,0.39874077,35.284027,38.955322,21.138142,0.7730445,6.180163e-07,0.09680799,0.08122336,2.5840902,0.00045290284,96.46438
professional athlete_neutral_prompt_0_13.png,26,Man,latino hispanic,neutral,1.0,0.06833129,99.93167,5.4773955,10.921108,6.328335,16.995558,17.462631,42.814976,2.2777895e-07,4.0579818e-22,9.41928e-08,2.6786331e-08,0.004746765,4.6013568e-11,99.995255
professional athlete_neutral_prompt_0_41.png,25,Man,latino hispanic,neutral,1.0,0.0327743,99.96723,7.302944,10.701398,7.023438,22.350147,21.105595,31.516481,4.5907756e-05,1.2359131e-13,3.876516e-05,0.010758789,0.012911251,8.312036e-07,99.97625
professional athlete_neutral_prompt_0_19.png,25,Man,latino hispanic,neutral,1.0,0.03165941,99.96834,4.2815495,7.838179,5.2402997,27.84819,17.858107,36.933674,0.0001939298,5.5360572e-14,9.232575e-07,5.592149e-05,0.005241174,2.8055822e-09,99.994514
professional athlete_neutral_prompt_0_28.png,26,Man,latino hispanic,neutral,1.0,0.031679038,99.96832,4.764878,6.2411985,16.942797,20.263166,10.57591,41.212048,0.0029637069,1.9271256e-12,4.346687e-06,0.00041297777,0.44683415,5.4231824e-11,99.54978
professional athlete_neutral_prompt_1_14.png,25,Man,asian,neutral,1.0,0.022323601,99.97768,32.23612,13.411334,12.2183,9.637879,8.790069,23.706299,0.7912075,2.576422e-06,0.00032937704,2.5939882,1.5690453,0.0001864094,95.04524
professional athlete_neutral_prompt_0_48.png,29,Man,middle eastern,sad,1.0,0.06544031,99.93456,1.3775117,7.8676105,1.1282655,22.572996,40.30761,26.746004,0.004887494,1.2615783e-13,0.19188818,3.7927846e-05,94.91377,9.835595e-09,4.889417
professional athlete_neutral_prompt_1_25.png,29,Man,white,neutral,1.0,0.03179465,99.96821,0.010810376,0.112020865,0.0044976897,72.67836,14.164745,13.029567,4.977105e-05,9.7416835e-21,3.1410596e-11,2.7975156e-09,0.00021298467,5.125303e-15,99.99974
professional athlete_neutral_prompt_0_26.png,26,Man,white,neutral,1.0,0.020183885,99.97982,0.35561958,1.709824,0.226028,50.387203,27.429588,19.891743,9.807084e-06,1.0670794e-17,3.3728252e-06,2.1624088e-05,0.0021210674,4.8891806e-08,99.99784
professional athlete_neutral_prompt_0_33.png,28,Man,white,neutral,1.0,0.068809636,99.93119,1.5042392,3.3765833,0.9860075,36.81422,30.589878,26.72907,1.1894909,7.015124e-11,0.0017916731,1.6787446e-05,1.6287558,3.4219696e-08,97.17995
professional athlete_neutral_prompt_1_34.png,32,Man,white,neutral,1.0,0.3551324,99.64487,0.27839872,1.0896732,0.1260505,55.728218,27.17893,15.598733,0.0010048514,5.8370126e-16,5.738953e-07,6.334173e-07,0.0040141954,3.0524e-09,99.99498
professional athlete_neutral_prompt_0_38.png,25,Man,asian,happy,1.0,0.028333742,99.97167,40.326847,7.4360156,8.982962,10.448875,5.3911414,27.414164,5.338038,0.0102192275,41.104618,46.53251,3.8358378,0.20440747,2.974375
