image,age_insightface,gender_insightface
"judge_male, elderly, indian_117.png",76.0,1.0
"judge_male, middle aged, asian_70.png",64.0,1.0
"judge_female, young, white_131.png",25.0,0.0
"judge_female, middle aged, white_75.png",39.0,0.0
"judge_male, young, black_108.png",23.0,1.0
"judge_male, middle aged, white_83.png",,
"judge_female, elderly, black_53.png",71.0,0.0
"judge_female, young, indian_99.png",25.0,0.0
"judge_male, elderly, white_52.png",,
"judge_female, elderly, black_96.png",77.0,0.0
"judge_female, middle aged, black_97.png",49.0,0.0
"judge_male, elderly, indian_123.png",72.0,1.0
"judge_male, young, black_72.png",25.0,1.0
"judge_female, young, indian_82.png",24.0,0.0
"judge_male, middle aged, indian_64.png",34.0,1.0
"judge_male, young, white_105.png",28.0,1.0
"judge_male, elderly, indian_22.png",65.0,1.0
"judge_female, middle aged, asian_81.png",40.0,0.0
"judge_female, middle aged, black_4.png",51.0,0.0
"judge_male, young, asian_6.png",28.0,1.0
"judge_male, young, white_109.png",,
"judge_female, middle aged, asian_102.png",47.0,0.0
"judge_male, middle aged, indian_140.png",51.0,1.0
"judge_female, elderly, black_20.png",78.0,1.0
"judge_female, middle aged, white_63.png",35.0,0.0
"judge_male, elderly, black_66.png",71.0,1.0
"judge_male, young, black_59.png",33.0,1.0
"judge_male, young, indian_100.png",24.0,1.0
"judge_female, elderly, white_110.png",78.0,1.0
"judge_male, elderly, white_13.png",84.0,1.0
"judge_male, elderly, asian_46.png",77.0,1.0
"judge_male, elderly, black_133.png",52.0,1.0
"judge_male, elderly, indian_67.png",77.0,1.0
"judge_female, elderly, indian_15.png",71.0,0.0
"judge_female, young, indian_127.png",27.0,0.0
"judge_female, elderly, asian_60.png",63.0,0.0
"judge_female, young, black_132.png",25.0,0.0
"judge_female, middle aged, black_114.png",26.0,0.0
"judge_male, young, black_61.png",29.0,1.0
"judge_male, young, indian_58.png",26.0,1.0
"judge_female, middle aged, indian_9.png",28.0,0.0
"judge_female, middle aged, black_56.png",56.0,0.0
"judge_female, middle aged, black_89.png",32.0,0.0
"judge_male, middle aged, indian_86.png",42.0,1.0
"judge_male, middle aged, asian_88.png",45.0,1.0
"judge_male, young, asian_104.png",27.0,1.0
"judge_female, elderly, black_39.png",76.0,1.0
"judge_male, middle aged, asian_111.png",61.0,1.0
"judge_female, middle aged, white_144.png",42.0,0.0
"judge_male, middle aged, indian_47.png",56.0,1.0
"judge_female, young, white_125.png",27.0,0.0
"judge_male, young, black_122.png",28.0,1.0
"judge_male, young, white_91.png",28.0,1.0
"judge_female, middle aged, white_146.png",52.0,0.0
"judge_female, elderly, white_41.png",78.0,0.0
"judge_female, middle aged, white_45.png",51.0,1.0
"judge_female, elderly, black_34.png",71.0,1.0
"judge_female, middle aged, indian_95.png",40.0,0.0
"judge_female, middle aged, asian_124.png",51.0,0.0
"judge_female, young, black_87.png",22.0,0.0
"judge_male, elderly, black_18.png",48.0,1.0
"judge_female, elderly, asian_115.png",72.0,0.0
"judge_male, middle aged, asian_138.png",55.0,1.0
"judge_female, middle aged, black_101.png",42.0,0.0
"judge_female, elderly, indian_57.png",50.0,0.0
"judge_male, elderly, asian_113.png",75.0,1.0
"judge_female, middle aged, white_10.png",51.0,0.0
"judge_female, young, asian_76.png",,
"judge_female, middle aged, indian_32.png",35.0,0.0
"judge_male, elderly, white_16.png",78.0,1.0
"judge_female, middle aged, asian_11.png",50.0,0.0
"judge_male, elderly, black_137.png",79.0,1.0
"judge_female, young, black_21.png",27.0,0.0
"judge_female, elderly, black_121.png",43.0,1.0
"judge_male, middle aged, asian_31.png",40.0,1.0
"judge_male, young, black_2.png",24.0,1.0
"judge_female, middle aged, indian_7.png",25.0,0.0
"judge_female, middle aged, black_78.png",41.0,0.0
"judge_male, middle aged, black_14.png",49.0,1.0
"judge_female, young, indian_38.png",24.0,0.0
"judge_male, elderly, black_30.png",51.0,1.0
"judge_male, young, black_35.png",28.0,1.0
"judge_female, middle aged, asian_135.png",47.0,0.0
"judge_male, middle aged, indian_71.png",49.0,1.0
"judge_male, middle aged, black_37.png",40.0,1.0
"judge_female, young, indian_48.png",29.0,0.0
"judge_female, young, white_139.png",28.0,0.0
"judge_female, middle aged, asian_147.png",40.0,0.0
"judge_male, young, indian_134.png",24.0,1.0
"judge_female, young, indian_106.png",25.0,0.0
"judge_male, young, black_51.png",26.0,1.0
"judge_female, elderly, white_0.png",81.0,0.0
"judge_male, middle aged, indian_94.png",60.0,1.0
"judge_female, elderly, white_65.png",78.0,0.0
"judge_female, middle aged, black_90.png",29.0,1.0
"judge_male, middle aged, asian_25.png",57.0,1.0
"judge_female, young, white_26.png",26.0,0.0
"judge_male, young, indian_73.png",28.0,1.0
"judge_female, middle aged, indian_129.png",57.0,0.0
"judge_female, elderly, black_50.png",72.0,0.0
"judge_female, young, white_149.png",25.0,0.0
"judge_female, young, white_148.png",,
"judge_female, young, asian_19.png",23.0,0.0
"judge_male, middle aged, white_136.png",53.0,1.0
"judge_male, middle aged, black_42.png",50.0,1.0
"judge_female, elderly, white_118.png",77.0,0.0
"judge_male, elderly, white_142.png",79.0,1.0
"judge_male, middle aged, black_17.png",37.0,1.0
"judge_female, young, white_130.png",26.0,1.0
"judge_male, elderly, white_112.png",,
"judge_male, young, indian_44.png",47.0,1.0
"judge_female, elderly, white_143.png",71.0,0.0
"judge_female, middle aged, black_74.png",35.0,0.0
"judge_male, middle aged, black_85.png",35.0,1.0
"judge_female, elderly, white_68.png",75.0,0.0
"judge_female, elderly, indian_33.png",77.0,0.0
"judge_male, elderly, indian_80.png",74.0,1.0
"judge_female, young, black_8.png",23.0,0.0
"judge_male, young, white_84.png",42.0,1.0
"judge_female, young, asian_49.png",25.0,0.0
"judge_female, young, white_79.png",30.0,0.0
"judge_male, young, indian_141.png",27.0,1.0
"judge_female, elderly, asian_119.png",68.0,0.0
"judge_male, middle aged, white_120.png",60.0,1.0
"judge_female, young, black_126.png",42.0,1.0
"judge_male, elderly, asian_12.png",78.0,1.0
"judge_male, middle aged, indian_27.png",41.0,1.0
"judge_male, elderly, asian_77.png",79.0,1.0
