image,age_insightface,gender_insightface
"teacher_male, elderly, indian_58.png",65.0,1.0
"teacher_male, middle aged, black_29.png",39.0,1.0
"teacher_male, middle aged, white_67.png",65.0,1.0
"teacher_female, elderly, asian_95.png",74.0,0.0
"teacher_female, young, black_79.png",29.0,0.0
"teacher_female, middle aged, black_66.png",26.0,1.0
"teacher_female, elderly, black_15.png",66.0,1.0
"teacher_male, young, black_2.png",28.0,1.0
"teacher_female, middle aged, white_16.png",38.0,0.0
"teacher_male, young, black_38.png",32.0,1.0
"teacher_female, young, white_11.png",34.0,0.0
"teacher_male, elderly, black_47.png",76.0,1.0
"teacher_male, elderly, black_84.png",68.0,1.0
"teacher_male, middle aged, asian_93.png",49.0,1.0
"teacher_female, young, indian_43.png",37.0,0.0
"teacher_male, middle aged, indian_101.png",55.0,1.0
"teacher_male, middle aged, asian_71.png",36.0,1.0
"teacher_female, middle aged, indian_5.png",64.0,0.0
"teacher_female, middle aged, black_119.png",63.0,0.0
"teacher_female, middle aged, black_62.png",43.0,0.0
"teacher_male, young, black_111.png",27.0,1.0
"teacher_male, young, indian_103.png",33.0,1.0
"teacher_male, elderly, white_112.png",,
"teacher_male, middle aged, white_27.png",62.0,1.0
"teacher_male, middle aged, white_39.png",60.0,1.0
"teacher_male, elderly, asian_56.png",79.0,1.0
"teacher_female, middle aged, asian_108.png",43.0,0.0
"teacher_male, young, asian_31.png",34.0,1.0
"teacher_male, young, asian_144.png",24.0,1.0
"teacher_female, elderly, white_18.png",88.0,1.0
"teacher_female, elderly, white_127.png",79.0,0.0
"teacher_female, middle aged, white_19.png",47.0,0.0
"teacher_male, elderly, black_90.png",49.0,1.0
"teacher_female, middle aged, white_51.png",64.0,0.0
"teacher_female, middle aged, black_135.png",45.0,0.0
"teacher_male, middle aged, white_13.png",61.0,1.0
"teacher_male, middle aged, asian_75.png",55.0,1.0
"teacher_female, young, indian_25.png",24.0,0.0
"teacher_male, middle aged, indian_54.png",54.0,1.0
"teacher_male, young, indian_92.png",32.0,1.0
"teacher_male, middle aged, asian_53.png",59.0,1.0
"teacher_male, young, indian_137.png",31.0,1.0
"teacher_male, young, black_60.png",25.0,1.0
"teacher_female, young, white_128.png",25.0,0.0
"teacher_male, elderly, black_17.png",70.0,1.0
"teacher_male, middle aged, white_117.png",62.0,1.0
"teacher_female, young, white_115.png",31.0,0.0
"teacher_male, elderly, black_76.png",72.0,1.0
"teacher_female, elderly, white_0.png",76.0,0.0
"teacher_male, middle aged, white_89.png",62.0,1.0
"teacher_male, young, asian_140.png",25.0,1.0
"teacher_female, young, asian_12.png",29.0,0.0
"teacher_female, young, white_102.png",36.0,0.0
"teacher_female, middle aged, asian_146.png",39.0,0.0
"teacher_female, middle aged, white_32.png",68.0,0.0
"teacher_male, middle aged, asian_7.png",30.0,1.0
"teacher_female, young, indian_132.png",34.0,0.0
"teacher_female, elderly, black_73.png",72.0,0.0
"teacher_female, middle aged, indian_42.png",,
"teacher_male, middle aged, white_98.png",64.0,1.0
