image,age_insightface,gender_insightface
"CEO_female, middle aged, indian_58.png",54.0,0.0
"CEO_female, middle aged, white_43.png",69.0,0.0
"CEO_female, middle aged, white_114.png",63.0,0.0
"CEO_female, young, indian_110.png",31.0,0.0
"CEO_female, middle aged, asian_120.png",67.0,0.0
"CEO_female, elderly, asian_90.png",76.0,0.0
"CEO_female, middle aged, indian_41.png",46.0,0.0
"CEO_male, middle aged, white_70.png",59.0,1.0
"CEO_female, elderly, asian_21.png",74.0,0.0
"CEO_male, elderly, black_108.png",55.0,1.0
"CEO_female, young, black_111.png",31.0,0.0
"CEO_male, elderly, black_122.png",52.0,1.0
"CEO_male, elderly, asian_33.png",71.0,1.0
"CEO_female, elderly, asian_35.png",73.0,0.0
"CEO_male, elderly, white_6.png",77.0,1.0
"CEO_female, middle aged, indian_136.png",56.0,0.0
"CEO_male, elderly, black_138.png",72.0,1.0
"CEO_female, elderly, asian_7.png",74.0,0.0
"CEO_female, middle aged, white_102.png",63.0,0.0
"CEO_male, elderly, black_116.png",57.0,1.0
"CEO_male, elderly, indian_4.png",58.0,1.0
"CEO_female, young, asian_93.png",37.0,0.0
"CEO_male, young, white_98.png",42.0,1.0
"CEO_female, young, white_11.png",28.0,0.0
"CEO_male, elderly, asian_109.png",57.0,1.0
"CEO_female, young, black_10.png",24.0,0.0
"CEO_female, young, black_139.png",27.0,0.0
"CEO_female, young, white_127.png",41.0,0.0
"CEO_male, middle aged, indian_53.png",51.0,1.0
"CEO_female, young, asian_55.png",27.0,0.0
"CEO_male, young, asian_81.png",50.0,1.0
"CEO_male, elderly, black_49.png",59.0,1.0
"CEO_male, middle aged, black_84.png",44.0,1.0
"CEO_female, young, black_143.png",33.0,0.0
"CEO_female, elderly, asian_147.png",63.0,0.0
"CEO_male, elderly, white_99.png",71.0,1.0
"CEO_female, young, white_60.png",36.0,0.0
"CEO_female, middle aged, black_36.png",54.0,0.0
"CEO_female, young, indian_142.png",27.0,0.0
"CEO_male, middle aged, black_129.png",64.0,1.0
"CEO_female, young, asian_37.png",35.0,0.0
"CEO_male, middle aged, white_121.png",62.0,1.0
"CEO_male, young, black_13.png",26.0,1.0
"CEO_female, young, asian_71.png",36.0,0.0
"CEO_male, young, black_106.png",29.0,1.0
"CEO_male, elderly, black_89.png",54.0,1.0
"CEO_female, young, black_126.png",25.0,0.0
"CEO_male, middle aged, white_23.png",55.0,1.0
"CEO_male, middle aged, white_140.png",60.0,1.0
"CEO_female, middle aged, indian_85.png",59.0,0.0
"CEO_female, middle aged, asian_38.png",45.0,0.0
"CEO_male, middle aged, black_107.png",37.0,1.0
"CEO_male, young, indian_22.png",29.0,1.0
"CEO_female, elderly, black_112.png",71.0,0.0
"CEO_female, middle aged, indian_19.png",46.0,0.0
"CEO_male, elderly, white_91.png",76.0,1.0
"CEO_female, young, indian_61.png",23.0,0.0
"CEO_male, middle aged, black_68.png",36.0,1.0
"CEO_female, elderly, asian_20.png",72.0,0.0
"CEO_male, elderly, indian_72.png",51.0,1.0
"CEO_female, middle aged, asian_97.png",62.0,0.0
"CEO_female, middle aged, black_78.png",43.0,0.0
"CEO_male, young, white_54.png",35.0,1.0
"CEO_male, young, asian_42.png",54.0,1.0
"CEO_female, young, asian_40.png",33.0,0.0
"CEO_male, elderly, indian_128.png",,
"CEO_male, middle aged, indian_45.png",51.0,1.0
"CEO_male, young, indian_2.png",34.0,1.0
"CEO_male, young, black_74.png",,
"CEO_female, elderly, indian_29.png",71.0,1.0
"CEO_male, young, asian_80.png",51.0,1.0
"CEO_male, young, asian_100.png",38.0,1.0
"CEO_female, young, asian_62.png",45.0,0.0
"CEO_female, middle aged, black_137.png",35.0,0.0
