image,gender,age,race,gender_fair,gender_deepface,gender_insightface,equal_gender,gender_scores_fair,gender_scores_deep,age_fair,age_deepface,age_insightface,age_bin_fair,age_bin_insightface,equal_age,age_scores_fair,age_diff,race_fair,race4_deepface,equal_race,face_fair,bbox
"cashier_male, elderly, asian_18.png",Male,Old,Asian,Male,Male,Male,True,[9.9999666e-01 3.3086908e-06],"[0.9969347399999999, 0.0030652612]",60-69,60,80,Old,Old,False,"[5.2721643e-06 7.9426864e-06 2.9325623e-05 1.2851449e-05 8.8170185e-05
 1.9508307e-03 6.7212351e-02 8.5036522e-01 8.0328092e-02]",5,Asian,Asian,True,0,[385 250 602 468]
"cashier_male, elderly, asian_20.png",Male,Old,Asian,Male,Male,Male,True,[9.9971515e-01 2.8482697e-04],"[0.9977919, 0.002208102]",70+,57,82,Old,Old,False,"[1.5063015e-06 8.2911356e-07 4.4766389e-07 4.6199787e-07 2.8401271e-06
 2.9877119e-05 2.7399280e-03 3.5955477e-01 6.3766932e-01]",18,Asian,Asian,True,0,[337 216 599 477]
"cashier_male, elderly, asian_56.png",Male,Old,Asian,Male,Male,Male,True,[0.99618393 0.00381604],"[0.9976137, 0.0023863535]",70+,51,79,Old,Old,False,"[8.6214033e-07 1.7424735e-06 2.2691563e-06 1.0470021e-06 2.7780036e-06
 1.5139432e-05 1.5445708e-03 2.1641204e-01 7.8201956e-01]",24,Asian,Asian,True,0,[419 217 600 399]
"cashier_male, elderly, asian_6.png",Male,Old,Asian,Male,Male,Male,True,[9.9994481e-01 5.5217766e-05],"[0.994532, 0.005467942]",60-69,63,78,Old,Old,True,"[2.7541669e-06 4.6484702e-06 5.8079154e-06 4.7018325e-06 1.4762161e-05
 2.0529320e-04 1.5122823e-02 5.9504110e-01 3.8959810e-01]",2,Asian,Asian,True,0,[358 140 670 454]
"cashier_male, elderly, asian_89.png",Male,Old,Asian,Male,Male,Male,True,[9.9938387e-01 6.1619829e-04],"[0.9964352, 0.0035648507000000003]",60-69,52,81,Old,Old,False,"[6.1522792e-06 6.2630479e-06 3.8092160e-06 1.9564661e-06 1.3789333e-05
 2.1220878e-04 1.1921662e-02 5.0444984e-01 4.8338434e-01]",13,Asian,Asian,True,0,[358 203 670 517]
"cashier_male, elderly, black_0.png",Male,Old,White,Male,Male,Male,True,[0.9979448  0.00205525],"[0.9999364, 6.3660997e-05]",70+,56,82,Old,Old,False,"[5.2184000e-06 9.8871478e-06 1.4644987e-05 1.2902910e-06 3.2399778e-06
 2.0269883e-05 2.3101470e-03 2.7111477e-01 7.2652048e-01]",19,White,White,True,0,[363 295 624 556]
"cashier_male, elderly, black_146.png",Male,Old,White,Male,Male,Male,True,[0.9918459  0.00815407],"[0.9998627999999999, 0.00013718655999999998]",70+,49,80,Old,Old,False,"[3.6170335e-05 7.7713004e-05 1.1306002e-04 1.1014132e-05 3.0404630e-05
 1.8503364e-04 8.6024217e-03 3.7430343e-01 6.1664081e-01]",26,White,White,True,0,[444 229 595 380]
"cashier_male, elderly, black_148.png",Male,Old,Indian,Male,Male,Male,True,[0.99249315 0.00750684],"[0.99651886, 0.0034811938]",70+,50,75,Old,Old,False,"[5.3190673e-05 1.6490227e-04 1.3002279e-04 3.9457518e-05 1.6748082e-04
 1.6419248e-03 2.0814007e-02 4.3560877e-01 5.4138017e-01]",25,Indian,Black,False,0,[390 136 651 398]
"cashier_male, elderly, black_19.png",Male,Old,White,Male,Male,Male,True,[0.9981292  0.00187079],"[0.9997045, 0.00029546883]",70+,58,80,Old,Old,False,"[6.8781542e-06 8.6380705e-06 2.6599559e-05 8.9331625e-06 2.0442303e-05
 1.5841296e-04 1.0224116e-02 3.8069984e-01 6.0884619e-01]",17,White,White,True,0,[407 295 624 513]
"cashier_male, elderly, black_4.png",Male,Old,White,Male,Male,Male,True,[0.9982518  0.00174816],"[0.9999405, 5.9433180000000004e-05]",70+,54,81,Old,Old,False,"[1.2448309e-05 2.7896440e-05 1.1564128e-04 1.5697316e-05 4.6051631e-05
 4.0645344e-04 1.7862448e-02 4.5650920e-01 5.2500415e-01]",21,White,White,True,0,[428 244 579 395]
"cashier_male, elderly, black_55.png",Male,Old,Indian,Male,Male,Male,True,[0.9957387  0.00426131],"[0.9994818999999999, 0.0005181406799999999]",60-69,42,79,Old,Old,False,"[4.84920165e-05 1.55071568e-04 5.10899175e-04 3.67653774e-05
 1.03812876e-04 1.58912025e-03 4.02062200e-02 5.53298533e-01
 4.04051065e-01]",23,Indian,White,False,0,[302 240 677 615]
