face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,bbox
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_middle aged/chef_middle aged_prompt_1_7_face0.png,Middle Eastern,White,Male,40-49,"[1.3355656e-01 8.6254528e-04 1.6227727e-01 2.0925186e-04 6.4212381e-04
 1.0913332e-02 6.9153893e-01]",[0.77255785 0.01724193 0.00478865 0.20541158],[9.999904e-01 9.567743e-06],"[4.9575796e-05 8.2110513e-05 6.6416775e-04 1.6325030e-03 8.6197503e-02
 6.6729021e-01 2.3950309e-01 4.5466418e-03 3.4238761e-05]","[(263, 202) (640, 578)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_middle aged/chef_middle aged_prompt_0_49_face0.png,Middle Eastern,Indian,Male,40-49,"[1.6669320e-01 1.6443664e-02 2.3835357e-01 4.9321115e-04 3.1292788e-03
 5.1405568e-02 5.2348155e-01]",[0.3572252  0.03440927 0.00607117 0.6022943 ],[9.999604e-01 3.961635e-05],"[8.8811394e-06 9.9365870e-06 2.0430436e-04 3.3140581e-03 1.4725351e-01
 7.0327741e-01 1.4381905e-01 2.0884126e-03 2.4448735e-05]","[(248, 261) (698, 711)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_middle aged/chef_middle aged_prompt_1_27_face0.png,Latino_Hispanic,Indian,Male,40-49,"[0.06100142 0.00927231 0.5022654  0.00171193 0.00484842 0.17153385
 0.24936666]",[0.16084285 0.01063078 0.0092801  0.81924623],[9.9999744e-01 2.5794241e-06],"[2.23639756e-04 2.85464339e-04 1.32882199e-03 1.46307540e-03
 4.98972163e-02 5.41573703e-01 3.90223682e-01 1.48935579e-02
 1.10822584e-04]","[(326, 362) (640, 675)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_middle aged/chef_middle aged_prompt_1_30_face0.png,Latino_Hispanic,White,Male,40-49,"[0.13777219 0.00424129 0.61019176 0.00267151 0.00386528 0.09273439
 0.14852355]",[0.62970376 0.04033002 0.00581118 0.32415503],[9.9999553e-01 4.5153106e-06],"[7.6083647e-04 8.2856597e-04 2.7849530e-03 1.4807859e-03 5.4936990e-02
 5.2458799e-01 4.0019938e-01 1.4352921e-02 6.7608336e-05]","[(302, 354) (677, 730)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_middle aged/chef_middle aged_prompt_0_45_face0.png,White,White,Male,50-59,"[5.2151096e-01 3.0843285e-04 1.3975966e-01 1.4344616e-03 8.2605047e-04
 4.9686613e-03 3.3119178e-01]",[9.8829412e-01 8.3554571e-04 2.6479757e-03 8.2223080e-03],[9.9999392e-01 6.0399148e-06],"[6.0865874e-05 2.8373717e-05 1.8408234e-04 1.2737107e-04 1.1601054e-02
 3.2037982e-01 6.3533032e-01 3.2115396e-02 1.7266351e-04]","[(202, 238) (743, 778)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_middle aged/chef_middle aged_prompt_1_8_face0.png,White,White,Male,40-49,"[4.7384012e-01 3.6250267e-04 4.1965377e-01 6.1830510e-03 2.7382036e-03
 1.1888109e-02 8.5334130e-02]",[0.9419458  0.00098847 0.02076452 0.03630124],[9.999001e-01 9.990278e-05],"[1.14984054e-04 2.95124017e-04 1.83362130e-03 3.00801219e-03
 9.03443545e-02 6.11036837e-01 2.86420643e-01 6.90506771e-03
 4.13463858e-05]","[(294, 172) (608, 485)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_middle aged/chef_middle aged_prompt_1_28_face0.png,Latino_Hispanic,White,Male,50-59,"[0.2453523  0.00111751 0.6140702  0.00209552 0.00179687 0.01065427
 0.12491339]",[0.94300604 0.00139416 0.00276482 0.05283498],[9.9998647e-01 1.3519045e-05],"[6.7559486e-05 4.9722807e-05 3.4165042e-04 1.0979265e-04 9.6303271e-03
 2.8254348e-01 6.6635454e-01 4.0760029e-02 1.4295512e-04]","[(248, 215) (698, 665)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_middle aged/chef_middle aged_prompt_0_16_face0.png,White,White,Male,50-59,"[9.56337690e-01 9.75153671e-05 1.81568116e-02 1.48990992e-04
 1.10925626e-04 6.35920907e-04 2.45120488e-02]",[0.9873334  0.00112509 0.0014537  0.01008774],[9.999999e-01 6.699011e-08],"[1.9428546e-06 9.7505404e-07 1.4682314e-05 6.3935186e-05 6.8697161e-03
 2.5552166e-01 7.1612918e-01 2.1365291e-02 3.2577504e-05]","[(302, 202) (677, 578)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_middle aged/chef_middle aged_prompt_1_41_face0.png,White,White,Male,40-49,"[0.6013598  0.00106774 0.33145568 0.00204798 0.0016261  0.00355692
 0.05888579]",[0.9438078  0.00290835 0.0275197  0.02576418],[9.9996454e-01 3.5409346e-05],"[3.5764788e-05 5.2617132e-05 4.9428607e-04 8.3389721e-04 4.3964837e-02
 5.6031376e-01 3.8443699e-01 9.8170927e-03 5.0737253e-05]","[(326, 203) (640, 517)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_middle aged/chef_middle aged_prompt_0_24_face0.png,White,White,Male,40-49,"[0.5260518  0.00112896 0.15293573 0.00303025 0.00190712 0.00858164
 0.30636445]",[0.9631256  0.00177552 0.00687602 0.02822285],[9.999957e-01 4.299937e-06],"[2.0869637e-05 1.5782040e-05 1.2545289e-04 6.5916806e-04 5.6184586e-02
 6.4974242e-01 2.8557166e-01 7.6118396e-03 6.8175155e-05]","[(302, 202) (677, 578)]"
