face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,bbox
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_40 years old/chef_40 years old_31_face0.png,Latino_Hispanic,White,Male,40-49,"[1.0511964e-01 1.3898292e-03 5.9414959e-01 5.8906595e-04 1.6290211e-03
 5.2202180e-02 2.4492072e-01]",[0.74168366 0.00745059 0.01159569 0.23927   ],[9.999990e-01 1.042052e-06],"[3.1741747e-05 4.3079141e-05 3.2739039e-04 1.0653827e-03 8.1422761e-02
 6.7501080e-01 2.4013095e-01 1.9616554e-03 6.2596810e-06]","[(248, 215) (698, 665)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_40 years old/chef_40 years old_21_face0.png,Middle Eastern,White,Male,40-49,"[5.0578803e-02 8.1120577e-04 9.3247935e-02 4.4123171e-04 6.3475018e-04
 1.5749589e-02 8.3853650e-01]",[0.8503208  0.01277906 0.00626    0.1306401 ],[9.9976307e-01 2.3694512e-04],"[8.0291611e-05 5.8569192e-05 1.4928037e-04 6.9046958e-04 7.5895101e-02
 6.9898546e-01 2.2085445e-01 3.2499544e-03 3.6465870e-05]","[(248, 261) (698, 711)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_40 years old/chef_40 years old_24_face0.png,Middle Eastern,White,Male,40-49,"[1.1648612e-01 1.2017522e-02 1.7869927e-01 4.7477617e-04 7.4714725e-04
 3.5633188e-02 6.5594196e-01]",[0.7473284  0.03597585 0.00525708 0.21143873],[9.9999839e-01 1.6774783e-06],"[1.2758924e-05 1.6077414e-05 1.1916369e-04 8.4134028e-04 7.2546862e-02
 7.3455584e-01 1.8925874e-01 2.6279343e-03 2.1205911e-05]","[(248, 215) (698, 665)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_40 years old/chef_40 years old_11_face0.png,White,White,Male,30-39,"[5.6762648e-01 6.6524761e-04 1.8577352e-01 1.7382090e-04 3.7403821e-04
 2.9371739e-03 2.4244973e-01]",[0.9689907  0.00426139 0.00298234 0.02376561],[9.9999684e-01 3.1283741e-06],"[1.1414255e-06 1.7798124e-06 1.5545734e-04 4.9661491e-02 6.8414122e-01
 2.6150796e-01 4.5012045e-03 2.9511311e-05 2.1400841e-07]","[(202, 128) (743, 669)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_40 years old/chef_40 years old_46_face0.png,White,White,Male,40-49,"[0.37041017 0.00059018 0.2592105  0.00071026 0.00082605 0.00304798
 0.36520487]",[9.8981321e-01 9.3772827e-04 3.7064829e-03 5.5425777e-03],[9.9999702e-01 2.9542903e-06],"[5.4649468e-06 9.0494204e-06 1.0512755e-04 2.8642949e-03 2.4057415e-01
 7.1631819e-01 3.9932098e-02 1.9081506e-04 8.6381340e-07]","[(339, 316) (715, 692)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_40 years old/chef_40 years old_8_face0.png,Latino_Hispanic,White,Male,40-49,"[0.33626866 0.00061207 0.5658077  0.00077461 0.00080696 0.02086531
 0.07486475]",[0.9490285  0.0029787  0.0011849  0.04680791],[9.9999046e-01 9.5302830e-06],"[9.2301867e-05 1.6251497e-04 1.2059672e-03 5.1129544e-03 1.6142496e-01
 6.4364183e-01 1.8584441e-01 2.5039618e-03 1.1185272e-05]","[(248, 261) (698, 711)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_40 years old/chef_40 years old_48_face0.png,Middle Eastern,Indian,Male,40-49,"[0.04534476 0.00169751 0.1384964  0.00409986 0.00923636 0.04130403
 0.75982106]",[0.4081138  0.11966105 0.02901106 0.44321406],[9.9999571e-01 4.2993242e-06],"[1.3022550e-04 2.0109354e-04 1.2321904e-03 3.0307141e-03 9.6612066e-02
 5.8086044e-01 2.9820639e-01 1.9537656e-02 1.8929646e-04]","[(302, 240) (677, 615)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_40 years old/chef_40 years old_1_face0.png,White,White,Male,40-49,"[9.2474318e-01 1.2503196e-05 3.5229757e-02 1.8918903e-03 1.1626816e-03
 2.1729521e-03 3.4786955e-02]",[9.6384054e-01 1.7274101e-04 8.4412359e-03 2.7545528e-02],[9.9999636e-01 3.5991297e-06],"[9.4750212e-06 1.6319274e-05 8.7809152e-05 5.8039016e-04 6.2196314e-02
 7.3935312e-01 1.9633016e-01 1.4222326e-03 4.1203525e-06]","[(302, 279) (677, 654)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_40 years old/chef_40 years old_36_face0.png,White,White,Male,40-49,"[0.4779141  0.00049908 0.39066085 0.00150076 0.00132818 0.0088233
 0.11927372]",[9.7667086e-01 3.9795821e-04 5.7728025e-03 1.7158423e-02],[9.9999899e-01 1.0101429e-06],"[1.5798840e-05 2.3849463e-05 1.8898613e-04 4.0502922e-04 5.2348372e-02
 6.5196794e-01 2.9226089e-01 2.7828098e-03 6.3826055e-06]","[(326, 203) (640, 517)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_40 years old/chef_40 years old_4_face0.png,Middle Eastern,White,Male,40-49,"[1.7132705e-01 7.7328639e-04 1.3687773e-01 4.6908393e-04 5.8999186e-04
 5.2855108e-03 6.8467736e-01]",[0.92916125 0.00860415 0.00483389 0.05740067],[9.9999863e-01 1.4519259e-06],"[2.14609372e-05 1.83094016e-05 1.07374806e-04 9.40244470e-04
 7.18061626e-02 6.89225733e-01 2.35150874e-01 2.71679182e-03
 1.30164171e-05]","[(326, 235) (640, 549)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_40 years old/chef_40 years old_22_face0.png,White,White,Male,40-49,"[6.8686765e-01 6.3710417e-05 8.0974735e-02 4.2808126e-04 4.3323639e-04
 2.5848926e-03 2.2864760e-01]",[9.9466163e-01 1.2991106e-04 1.9865385e-03 3.2218324e-03],[9.999999e-01 9.384081e-08],"[6.8978449e-07 1.3201310e-06 6.1090897e-05 2.5047490e-03 1.5901192e-01
 7.4664915e-01 9.1261603e-02 5.0829619e-04 1.1679539e-06]","[(248, 215) (698, 665)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_40 years old/chef_40 years old_17_face0.png,Middle Eastern,White,Male,40-49,"[0.30356377 0.00301295 0.18618639 0.00186832 0.00196205 0.00967024
 0.49373624]",[0.96014714 0.00700425 0.00477637 0.02807223],[9.9997663e-01 2.3400376e-05],"[1.12974885e-04 1.15390380e-04 5.52107405e-04 2.44041020e-03
 1.18740402e-01 7.05614567e-01 1.68894634e-01 3.50547559e-03
 2.40427689e-05]","[(302, 202) (677, 578)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_40 years old/chef_40 years old_41_face0.png,White,White,Male,40-49,"[0.5056236  0.00472062 0.34160832 0.00159193 0.00143753 0.01208872
 0.13292931]",[0.84418756 0.0343504  0.00154658 0.1199154 ],[9.9999934e-01 6.8161989e-07],"[1.62663546e-05 9.56275562e-06 4.92773397e-05 1.18774355e-04
 1.88135803e-02 4.95418370e-01 4.77292776e-01 8.25613923e-03
 2.51855818e-05]","[(302, 202) (677, 578)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_40 years old/chef_40 years old_15_face0.png,Middle Eastern,White,Male,40-49,"[1.1403242e-01 1.1148629e-03 1.4145999e-01 3.1054029e-04 7.3413062e-04
 3.5141204e-02 7.0720690e-01]",[0.7773624  0.0135282  0.00266162 0.20644775],[9.9997902e-01 2.1034068e-05],"[4.1808048e-04 7.0174062e-04 1.9268915e-03 1.7702688e-03 6.0971368e-02
 5.2005899e-01 4.0131867e-01 1.2710707e-02 1.2319091e-04]","[(248, 261) (698, 711)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_40 years old/chef_40 years old_9_face0.png,Middle Eastern,White,Male,40-49,"[4.6503294e-02 1.7426587e-03 3.7548757e-01 2.5344963e-04 8.9776778e-04
 5.7748649e-02 5.1736665e-01]",[0.6793258  0.00355077 0.00346227 0.31366116],[9.9994475e-01 5.5282049e-05],"[4.9062885e-05 5.3854317e-05 3.1690823e-04 1.1124524e-03 8.7797664e-02
 7.4942225e-01 1.5987982e-01 1.3570385e-03 1.1003638e-05]","[(302, 354) (677, 730)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_chef_40 years old/chef_40 years old_40_face0.png,Latino_Hispanic,White,Male,50-59,"[4.5232809e-01 4.0120780e-04 5.1825154e-01 1.9792637e-03 1.7791131e-03
 9.5618283e-03 1.5699029e-02]",[9.89340305e-01 1.12256486e-04 1.44389074e-03 9.10355337e-03],[9.9998999e-01 1.0048597e-05],"[7.28844225e-06 7.51374091e-06 8.33269005e-05 1.16011695e-04
 1.23188319e-02 3.33618551e-01 6.43925250e-01 9.90414154e-03
 1.91231193e-05]","[(302, 279) (677, 654)]"
