image,age_insightface,gender_insightface
teacher_20 years old_24.png,26.0,1.0
teacher_20 years old_13.png,27.0,0.0
teacher_20 years old_12.png,23.0,0.0
teacher_20 years old_6.png,25.0,0.0
teacher_20 years old_20.png,30.0,0.0
teacher_20 years old_3.png,24.0,0.0
teacher_20 years old_40.png,28.0,0.0
teacher_20 years old_10.png,38.0,1.0
teacher_20 years old_17.png,31.0,1.0
teacher_20 years old_22.png,30.0,1.0
teacher_20 years old_19.png,34.0,1.0
teacher_20 years old_29.png,23.0,1.0
teacher_20 years old_18.png,28.0,1.0
teacher_20 years old_25.png,30.0,0.0
teacher_20 years old_47.png,28.0,0.0
teacher_20 years old_31.png,31.0,1.0
teacher_20 years old_36.png,30.0,1.0
teacher_20 years old_38.png,27.0,1.0
teacher_20 years old_35.png,29.0,0.0
teacher_20 years old_28.png,23.0,1.0
teacher_20 years old_15.png,38.0,1.0
teacher_20 years old_42.png,26.0,1.0
teacher_20 years old_43.png,24.0,0.0
teacher_20 years old_11.png,28.0,0.0
teacher_20 years old_14.png,26.0,1.0
teacher_20 years old_33.png,22.0,0.0
teacher_20 years old_7.png,,
teacher_20 years old_48.png,26.0,0.0
teacher_20 years old_27.png,21.0,1.0
teacher_20 years old_23.png,23.0,0.0
teacher_20 years old_41.png,33.0,1.0
teacher_20 years old_21.png,22.0,1.0
teacher_20 years old_8.png,31.0,0.0
teacher_20 years old_2.png,26.0,1.0
teacher_20 years old_1.png,26.0,1.0
teacher_20 years old_32.png,29.0,0.0
teacher_20 years old_44.png,23.0,0.0
teacher_20 years old_37.png,26.0,1.0
teacher_20 years old_49.png,26.0,0.0
teacher_20 years old_9.png,23.0,0.0
teacher_20 years old_5.png,27.0,1.0
teacher_20 years old_30.png,27.0,1.0
teacher_20 years old_26.png,34.0,1.0
teacher_20 years old_39.png,24.0,1.0
teacher_20 years old_34.png,31.0,0.0
teacher_20 years old_45.png,28.0,1.0
teacher_20 years old_16.png,32.0,1.0
teacher_20 years old_46.png,28.0,1.0
teacher_20 years old_0.png,24.0,0.0
teacher_20 years old_4.png,24.0,1.0
