image,age_insightface,gender_insightface
"writer_male, middle aged, indian_97.png",44.0,1.0
"writer_female, elderly, indian_123.png",52.0,1.0
"writer_male, elderly, white_73.png",,
"writer_male, middle aged, asian_119.png",42.0,1.0
"writer_male, young, black_17.png",26.0,1.0
"writer_male, middle aged, asian_132.png",35.0,1.0
"writer_female, middle aged, asian_58.png",33.0,0.0
"writer_female, elderly, white_45.png",57.0,1.0
"writer_male, young, white_27.png",31.0,1.0
"writer_female, young, asian_70.png",21.0,0.0
"writer_male, young, indian_137.png",33.0,1.0
"writer_male, young, asian_28.png",45.0,1.0
"writer_female, elderly, white_86.png",81.0,1.0
"writer_male, young, indian_93.png",27.0,1.0
"writer_male, young, white_116.png",31.0,1.0
"writer_female, elderly, asian_69.png",81.0,1.0
"writer_male, middle aged, white_76.png",,
"writer_male, elderly, white_2.png",76.0,1.0
"writer_male, middle aged, asian_115.png",51.0,1.0
"writer_male, elderly, white_54.png",76.0,1.0
"writer_female, elderly, indian_47.png",62.0,1.0
"writer_male, young, indian_67.png",29.0,1.0
"writer_female, young, white_87.png",24.0,0.0
"writer_male, middle aged, asian_77.png",56.0,1.0
"writer_male, middle aged, asian_99.png",65.0,1.0
"writer_male, young, white_134.png",30.0,1.0
"writer_male, elderly, black_30.png",55.0,1.0
"writer_male, young, asian_0.png",49.0,1.0
"writer_female, young, indian_107.png",24.0,0.0
"writer_female, elderly, indian_122.png",76.0,0.0
"writer_male, elderly, indian_71.png",60.0,1.0
"writer_male, young, black_33.png",23.0,1.0
"writer_female, elderly, asian_29.png",65.0,0.0
"writer_male, young, indian_85.png",25.0,1.0
"writer_male, young, indian_91.png",28.0,1.0
"writer_male, middle aged, asian_102.png",56.0,1.0
"writer_male, young, indian_62.png",27.0,1.0
"writer_male, middle aged, asian_75.png",52.0,1.0
"writer_male, young, white_12.png",27.0,1.0
"writer_male, elderly, indian_55.png",39.0,1.0
"writer_female, elderly, black_144.png",76.0,1.0
"writer_female, middle aged, black_101.png",47.0,0.0
"writer_female, elderly, asian_21.png",42.0,1.0
"writer_female, young, white_141.png",25.0,0.0
"writer_male, middle aged, white_49.png",55.0,1.0
"writer_female, elderly, black_133.png",66.0,1.0
"writer_male, elderly, indian_3.png",78.0,1.0
"writer_female, middle aged, black_111.png",26.0,0.0
"writer_male, elderly, black_65.png",76.0,1.0
"writer_male, middle aged, black_57.png",31.0,1.0
"writer_female, young, white_13.png",27.0,0.0
"writer_female, middle aged, asian_18.png",26.0,0.0
"writer_male, middle aged, white_36.png",58.0,1.0
"writer_female, young, asian_37.png",24.0,0.0
"writer_male, middle aged, asian_105.png",39.0,1.0
"writer_male, young, black_8.png",22.0,1.0
"writer_female, elderly, black_104.png",68.0,1.0
"writer_female, young, white_53.png",28.0,0.0
"writer_male, elderly, black_129.png",67.0,1.0
"writer_female, young, asian_68.png",24.0,0.0
"writer_female, elderly, indian_23.png",36.0,1.0
"writer_female, young, white_48.png",,
"writer_male, elderly, black_11.png",72.0,1.0
"writer_female, elderly, black_113.png",70.0,0.0
"writer_male, middle aged, black_88.png",27.0,1.0
"writer_female, young, black_63.png",24.0,0.0
"writer_female, elderly, white_66.png",77.0,0.0
"writer_female, elderly, white_5.png",81.0,0.0
"writer_male, young, white_130.png",39.0,1.0
"writer_female, young, asian_135.png",25.0,0.0
"writer_male, elderly, asian_39.png",74.0,1.0
"writer_male, middle aged, white_148.png",60.0,1.0
"writer_female, young, asian_34.png",22.0,0.0
"writer_female, young, indian_147.png",22.0,0.0
"writer_female, young, indian_32.png",23.0,0.0
"writer_female, middle aged, indian_92.png",30.0,0.0
"writer_male, young, indian_64.png",23.0,1.0
"writer_male, middle aged, white_7.png",51.0,1.0
"writer_female, middle aged, asian_31.png",35.0,1.0
"writer_female, young, asian_82.png",20.0,0.0
"writer_male, young, black_95.png",24.0,1.0
"writer_male, middle aged, indian_81.png",43.0,1.0
"writer_male, elderly, indian_83.png",76.0,1.0
"writer_female, young, white_9.png",27.0,0.0
"writer_male, elderly, indian_26.png",31.0,1.0
"writer_female, young, white_142.png",26.0,0.0
"writer_female, elderly, asian_103.png",61.0,0.0
"writer_male, middle aged, white_22.png",64.0,1.0
"writer_female, elderly, black_128.png",53.0,1.0
"writer_male, middle aged, asian_117.png",62.0,1.0
"writer_male, young, indian_61.png",27.0,1.0
"writer_male, elderly, white_120.png",80.0,1.0
"writer_female, middle aged, asian_15.png",49.0,0.0
"writer_male, elderly, asian_78.png",80.0,1.0
"writer_male, elderly, white_1.png",85.0,1.0
"writer_male, young, black_10.png",24.0,1.0
"writer_female, middle aged, asian_139.png",28.0,0.0
"writer_male, middle aged, black_112.png",,
"writer_female, elderly, asian_114.png",64.0,1.0
"writer_male, young, indian_149.png",47.0,1.0
"writer_male, young, white_74.png",28.0,1.0
"writer_female, young, asian_80.png",22.0,0.0
"writer_female, middle aged, indian_56.png",25.0,0.0
"writer_male, middle aged, indian_35.png",62.0,1.0
"writer_male, young, white_14.png",33.0,1.0
"writer_female, young, white_145.png",23.0,0.0
"writer_female, elderly, indian_124.png",55.0,1.0
"writer_female, middle aged, asian_126.png",50.0,0.0
"writer_female, young, asian_44.png",27.0,0.0
"writer_female, young, asian_72.png",27.0,0.0
"writer_male, middle aged, black_20.png",55.0,1.0
"writer_male, elderly, indian_125.png",64.0,1.0
"writer_female, middle aged, indian_109.png",,
"writer_male, middle aged, white_46.png",44.0,1.0
"writer_female, elderly, white_110.png",72.0,0.0
"writer_male, elderly, black_19.png",55.0,0.0
"writer_female, elderly, white_94.png",80.0,0.0
"writer_male, middle aged, asian_98.png",63.0,1.0
"writer_female, elderly, indian_24.png",22.0,1.0
"writer_male, young, asian_41.png",27.0,1.0
"writer_female, young, white_131.png",27.0,0.0
"writer_male, middle aged, black_100.png",,
"writer_female, middle aged, indian_118.png",29.0,1.0
"writer_male, elderly, asian_50.png",74.0,1.0
"writer_male, elderly, indian_4.png",47.0,1.0
"writer_male, middle aged, white_38.png",54.0,1.0
"writer_male, elderly, white_51.png",80.0,1.0
"writer_male, young, black_6.png",27.0,1.0
"writer_male, young, asian_138.png",24.0,1.0
"writer_male, young, black_84.png",44.0,1.0
"writer_female, middle aged, black_106.png",47.0,0.0
"writer_female, middle aged, indian_43.png",24.0,1.0
"writer_male, young, black_136.png",27.0,1.0
"writer_male, young, indian_90.png",29.0,1.0
"writer_female, middle aged, indian_52.png",25.0,0.0
"writer_male, middle aged, asian_121.png",43.0,1.0
"writer_male, young, white_25.png",34.0,1.0
"writer_female, middle aged, black_143.png",35.0,0.0
"writer_male, elderly, black_60.png",61.0,1.0
"writer_female, young, asian_79.png",23.0,0.0
"writer_female, elderly, asian_16.png",70.0,1.0
"writer_female, young, indian_42.png",,
"writer_female, young, asian_96.png",25.0,0.0
"writer_female, young, black_127.png",25.0,0.0
"writer_male, elderly, black_89.png",62.0,1.0
"writer_male, elderly, asian_140.png",77.0,1.0
