group,category,percentage
age,Middle,32.30769230769231
age,Old,23.07692307692308
age,Young,44.61538461538462
gender,Female,100.0
gender,Male,0.0
intersection,Middle_Female_Asian,4.615384615384616
intersection,Middle_Female_Black,10.76923076923077
intersection,Middle_Female_Indian,7.6923076923076925
intersection,Middle_Female_White,9.230769230769232
intersection,Middle_Male_Asian,0.0
intersection,Middle_Male_Black,0.0
intersection,Middle_Male_Indian,0.0
intersection,Middle_Male_White,0.0
intersection,Old_Female_Asian,9.230769230769232
intersection,Old_Female_Black,0.0
intersection,Old_Female_Indian,1.5384615384615383
intersection,Old_Female_White,12.307692307692308
intersection,Old_Male_Asian,0.0
intersection,Old_Male_Black,0.0
intersection,Old_Male_Indian,0.0
intersection,Old_Male_White,0.0
intersection,Young_Female_Asian,15.384615384615383
intersection,Young_Female_Black,10.76923076923077
intersection,Young_Female_Indian,4.615384615384616
intersection,Young_Female_White,13.846153846153848
intersection,Young_Male_Asian,0.0
intersection,Young_Male_Black,0.0
intersection,Young_Male_Indian,0.0
intersection,Young_Male_White,0.0
race,Asian,29.23076923076924
race,Black,21.53846153846154
race,Indian,13.846153846153848
race,White,35.38461538461539
