face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,bbox
"classification/analyzers/fairface/detected_faces/exp3/Stablexl1.0_chef_neutral/chef_female, young, black_44_face0.png",Black,Black,Female,20-29,"[1.7315124e-05 9.8775357e-01 1.1300654e-03 3.5566783e-05 5.0496552e-03
 5.9937811e-03 2.0042198e-05]",[1.1172499e-05 9.9969661e-01 4.5553683e-05 2.4667612e-04],[2.6508989e-05 9.9997354e-01],"[2.1408386e-08 5.6948658e-04 2.0029563e-01 7.7351671e-01 2.5548443e-02
 6.9574831e-05 1.5292392e-07 1.2997460e-09 4.0895960e-11]","[(358, 267) (670, 581)]"
"classification/analyzers/fairface/detected_faces/exp3/Stablexl1.0_chef_neutral/chef_female, young, asian_92_face0.png",East Asian,Asian,Female,20-29,"[2.3169257e-04 6.2335579e-07 7.1113923e-04 8.9213175e-01 1.0689055e-01
 2.7759188e-05 6.5027284e-06]",[3.3491838e-04 8.2541201e-06 9.9919343e-01 4.6339774e-04],[1.7534425e-05 9.9998248e-01],"[1.1882587e-08 7.5462383e-05 9.3238801e-02 8.4968686e-01 5.6602784e-02
 3.9492329e-04 1.1117205e-06 3.4978633e-08 3.7538658e-10]","[(437, 181) (619, 362)]"
"classification/analyzers/fairface/detected_faces/exp3/Stablexl1.0_chef_neutral/chef_female, young, indian_75_face0.png",Indian,Indian,Female,10-19,"[7.92619176e-06 2.36578171e-06 1.14138435e-04 7.22469679e-07
 6.47960587e-06 9.99804914e-01 6.34944299e-05]",[8.6062428e-06 1.9025563e-05 3.8894232e-05 9.9993342e-01],[0.00139625 0.99860376],"[3.44989053e-06 3.23939770e-02 5.81581712e-01 3.74995708e-01
 1.09137055e-02 1.11032336e-04 4.39901470e-07 1.99771470e-08
 3.61486591e-10]","[(455, 309) (637, 491)]"
"classification/analyzers/fairface/detected_faces/exp3/Stablexl1.0_chef_neutral/chef_male, elderly, asian_36_face0.png",East Asian,Asian,Male,60-69,"[8.5838410e-06 1.7125373e-06 9.5087962e-05 8.7839854e-01 1.2148036e-01
 1.3093341e-05 2.6446446e-06]",[7.0354486e-06 1.2162752e-05 9.9993020e-01 5.0561328e-05],[9.999993e-01 7.017358e-07],"[1.9407294e-06 9.9367617e-07 8.3430450e-06 7.9031597e-05 4.0278747e-03
 8.2579874e-02 4.2544526e-01 4.8054752e-01 7.3091439e-03]","[(444, 213) (595, 364)]"
"classification/analyzers/fairface/detected_faces/exp3/Stablexl1.0_chef_neutral/chef_male, elderly, indian_73_face0.png",Indian,Indian,Male,50-59,"[5.8859387e-05 2.2240288e-03 6.9000977e-03 2.8293496e-06 2.3269764e-04
 9.8951095e-01 1.0705030e-03]",[4.64200784e-05 2.23998935e-03 1.00182726e-04 9.97613430e-01],[9.9998295e-01 1.7025488e-05],"[2.90403812e-04 7.46451202e-04 1.56179362e-03 8.24950985e-05
 8.81763815e-04 3.21722701e-02 5.45994878e-01 4.04153019e-01
 1.41168665e-02]","[(302, 354) (677, 730)]"
"classification/analyzers/fairface/detected_faces/exp3/Stablexl1.0_chef_neutral/chef_female, middle aged, black_93_face0.png",Black,Black,Female,30-39,"[1.5789466e-05 9.9678338e-01 1.2922545e-03 3.1835948e-06 8.6827029e-05
 1.7615537e-03 5.6981571e-05]",[4.2671259e-06 9.9955195e-01 3.3913133e-05 4.0980140e-04],[8.362148e-04 9.991638e-01],"[2.4446436e-07 7.5788494e-06 2.2257715e-03 9.3073249e-02 5.9064442e-01
 2.8313509e-01 3.0258253e-02 6.4425770e-04 1.1235471e-05]","[(294, 140) (608, 454)]"
"classification/analyzers/fairface/detected_faces/exp3/Stablexl1.0_chef_neutral/chef_male, young, asian_11_face0.png",East Asian,Asian,Male,20-29,"[3.0106341e-05 1.4260329e-06 2.7901045e-04 8.8335323e-01 1.1632395e-01
 1.1284032e-05 9.8355451e-07]",[5.6525016e-05 6.8866739e-06 9.9977696e-01 1.5969246e-04],[9.9999982e-01 2.1839708e-07],"[9.7937956e-08 1.5039477e-05 1.5659180e-02 6.5019453e-01 3.2583109e-01
 8.2234992e-03 7.4441799e-05 2.1313169e-06 1.4967311e-08]","[(399, 229) (549, 380)]"
"classification/analyzers/fairface/detected_faces/exp3/Stablexl1.0_chef_neutral/chef_female, middle aged, white_129_face0.png",White,White,Female,30-39,"[9.9046367e-01 6.1658275e-06 8.1970859e-03 2.9875969e-06 7.5461626e-06
 3.8815673e-05 1.2837384e-03]",[9.9978918e-01 3.5083671e-05 4.3755426e-06 1.7131917e-04],[1.0758866e-06 9.9999893e-01],"[8.5368825e-08 1.7760573e-05 6.0744770e-03 2.8579465e-01 6.3010406e-01
 7.5249143e-02 2.7344741e-03 2.5035819e-05 2.7398411e-07]","[(419, 309) (600, 491)]"
"classification/analyzers/fairface/detected_faces/exp3/Stablexl1.0_chef_neutral/chef_male, young, black_119_face0.png",Black,Black,Male,20-29,"[1.7469036e-06 9.9919677e-01 1.1576255e-04 2.5655825e-07 1.7843933e-05
 6.5240037e-04 1.5290378e-05]",[4.6356490e-06 9.9985516e-01 1.7506263e-05 1.2261215e-04],[9.999992e-01 8.057486e-07],"[2.3945978e-08 1.5167881e-06 3.7459845e-03 5.4895443e-01 4.2329901e-01
 2.3829775e-02 1.6842106e-04 7.9151681e-07 1.6295900e-08]","[(417, 216) (677, 477)]"
"classification/analyzers/fairface/detected_faces/exp3/Stablexl1.0_chef_neutral/chef_female, elderly, asian_120_face0.png",East Asian,Asian,Female,60-69,"[1.9625474e-04 4.0556970e-05 8.8812003e-04 5.0408226e-01 4.9438998e-01
 3.7180597e-04 3.0948933e-05]",[3.4284534e-05 3.5596076e-05 9.9974978e-01 1.8037806e-04],[0.02826113 0.9717389 ],"[1.1868641e-05 9.0440393e-05 1.3603922e-04 2.8574758e-04 4.3734172e-03
 3.2414336e-02 2.5781763e-01 5.3839827e-01 1.6647232e-01]","[(358, 299) (670, 611)]"
