image,age_insightface,gender_insightface
"chef_female, elderly, black_68.png",58,0
"chef_male, middle aged, white_37.png",53,1
"chef_female, young, asian_116.png",24,0
"chef_female, young, asian_137.png",27,0
"chef_male, young, white_25.png",32,1
"chef_male, middle aged, asian_59.png",51,1
"chef_male, young, asian_76.png",21,1
"chef_female, young, white_1.png",31,0
"chef_male, young, white_52.png",51,1
"chef_female, elderly, white_110.png",79,0
"chef_male, young, white_89.png",34,1
"chef_female, elderly, asian_140.png",60,0
"chef_female, young, black_83.png",25,0
"chef_female, middle aged, indian_123.png",42,1
"chef_male, young, indian_28.png",32,1
"chef_male, middle aged, white_125.png",64,1
"chef_female, young, white_10.png",33,0
"chef_male, young, black_23.png",33,1
"chef_female, young, asian_92.png",27,0
"chef_female, young, black_112.png",25,0
"chef_female, elderly, asian_134.png",66,0
"chef_male, young, asian_11.png",49,1
"chef_male, young, asian_55.png",47,1
"chef_male, middle aged, black_98.png",48,1
"chef_female, middle aged, indian_122.png",40,0
"chef_male, middle aged, black_54.png",49,1
"chef_female, elderly, asian_64.png",72,0
"chef_male, elderly, asian_36.png",78,1
"chef_male, middle aged, indian_142.png",54,1
"chef_male, elderly, black_16.png",71,1
"chef_male, elderly, white_60.png",79,1
"chef_female, middle aged, white_8.png",49,0
"chef_female, elderly, white_87.png",68,0
"chef_male, elderly, indian_2.png",74,1
"chef_male, young, black_31.png",32,1
"chef_male, elderly, indian_42.png",76,1
"chef_female, young, indian_9.png",21,0
"chef_male, young, black_109.png",26,1
"chef_male, young, white_38.png",30,1
"chef_female, young, indian_82.png",23,0
"chef_female, young, asian_97.png",24,0
"chef_female, elderly, white_7.png",60,0
"chef_male, young, white_86.png",28,1
"chef_male, middle aged, black_51.png",40,1
"chef_male, middle aged, indian_149.png",54,1
"chef_male, middle aged, asian_56.png",42,1
"chef_female, elderly, white_69.png",60,1
"chef_male, middle aged, black_46.png",41,1
"chef_female, young, asian_34.png",23,0
"chef_male, elderly, white_135.png",76,1
"chef_male, middle aged, asian_91.png",45,1
"chef_female, elderly, white_41.png",64,0
"chef_female, elderly, indian_29.png",57,0
"chef_female, middle aged, white_129.png",50,0
"chef_male, young, indian_18.png",28,1
"chef_male, young, indian_117.png",35,1
"chef_male, elderly, white_107.png",76,1
"chef_male, young, white_100.png",29,1
"chef_female, young, asian_13.png",24,0
"chef_male, middle aged, indian_72.png",59,1
"chef_female, middle aged, asian_81.png",45,0
"chef_female, middle aged, black_12.png",47,0
"chef_male, middle aged, indian_61.png",38,1
"chef_female, elderly, indian_17.png",69,0
"chef_male, young, black_45.png",27,1
"chef_male, young, black_3.png",30,1
"chef_female, elderly, asian_144.png",78,0
"chef_female, middle aged, white_108.png",55,0
"chef_male, young, asian_74.png",38,1
"chef_male, young, white_5.png",28,1
"chef_male, elderly, black_32.png",70,1
"chef_male, elderly, asian_145.png",82,1
"chef_female, elderly, asian_128.png",50,0
"chef_female, elderly, indian_53.png",60,1
"chef_male, middle aged, white_15.png",55,1
"chef_female, young, asian_14.png",26,0
"chef_male, middle aged, indian_57.png",51,1
"chef_male, young, indian_136.png",34,1
"chef_male, young, black_104.png",30,1
"chef_male, young, indian_50.png",33,1
"chef_male, elderly, asian_35.png",80,1
"chef_male, young, black_21.png",43,1
"chef_female, elderly, asian_48.png",79,0
"chef_female, middle aged, black_0.png",50,0
"chef_male, young, black_39.png",34,1
"chef_female, middle aged, black_133.png",50,0
"chef_male, elderly, white_47.png",78,1
"chef_male, elderly, asian_126.png",76,1
"chef_female, elderly, indian_40.png",53,1
"chef_female, elderly, white_70.png",74,1
"chef_female, young, black_44.png",25,0
"chef_male, elderly, asian_130.png",81,1
"chef_male, young, black_58.png",33,1
"chef_male, elderly, white_131.png",74,1
"chef_female, middle aged, black_101.png",38,0
"chef_female, elderly, white_26.png",83,0
"chef_male, middle aged, indian_66.png",50,1
"chef_female, elderly, white_30.png",73,0
"chef_female, middle aged, black_93.png",36,0
"chef_female, elderly, white_27.png",78,0
"chef_male, elderly, indian_96.png",65,1
"chef_male, middle aged, white_80.png",49,1
"chef_female, elderly, indian_118.png",60,1
"chef_female, elderly, white_102.png",72,0
"chef_female, elderly, asian_88.png",66,1
"chef_male, middle aged, indian_90.png",55,1
"chef_female, young, white_63.png",29,0
"chef_female, middle aged, white_22.png",47,0
"chef_female, elderly, asian_79.png",78,1
"chef_female, middle aged, indian_94.png",41,0
"chef_female, middle aged, asian_99.png",45,0
"chef_female, middle aged, asian_115.png",48,0
"chef_female, young, white_19.png",25,0
"chef_female, elderly, asian_114.png",73,1
"chef_female, elderly, black_49.png",65,1
"chef_male, elderly, white_148.png",75,1
"chef_female, elderly, white_143.png",77,1
"chef_male, elderly, indian_138.png",66,1
"chef_male, elderly, indian_103.png",72,1
"chef_male, middle aged, white_111.png",34,1
"chef_male, young, black_84.png",25,1
"chef_male, young, black_119.png",39,1
"chef_female, middle aged, white_20.png",56,0
"chef_male, elderly, indian_71.png",74,1
"chef_male, elderly, indian_24.png",72,1
"chef_female, middle aged, indian_33.png",35,0
"chef_male, elderly, indian_124.png",70,1
"chef_female, elderly, indian_62.png",60,0
"chef_female, young, indian_132.png",26,0
"chef_female, young, black_105.png",27,0
"chef_female, elderly, white_121.png",72,0
"chef_female, young, indian_65.png",25,0
"chef_female, middle aged, black_127.png",46,0
"chef_female, elderly, white_106.png",70,0
"chef_female, elderly, white_78.png",65,0
"chef_female, middle aged, white_95.png",50,0
"chef_male, elderly, asian_85.png",77,1
"chef_male, middle aged, white_43.png",47,1
"chef_female, young, asian_6.png",23,0
"chef_female, young, indian_75.png",24,0
"chef_male, elderly, indian_73.png",73,1
"chef_male, elderly, asian_141.png",73,1
"chef_male, young, white_77.png",34,1
"chef_female, elderly, asian_120.png",35,1
"chef_female, young, asian_147.png",25,0
"chef_male, elderly, asian_4.png",79,1
"chef_female, middle aged, asian_113.png",33,0
"chef_female, elderly, white_139.png",75,0
"chef_female, middle aged, white_146.png",46,0
"chef_male, young, white_67.png",41,1
