age_insightface,gender_insightface,image
45.0,1.0,police officer_neutral_88.png
33.0,1.0,police officer_neutral_135.png
36.0,1.0,police officer_neutral_111.png
38.0,1.0,police officer_neutral_2.png
33.0,1.0,police officer_neutral_22.png
34.0,1.0,police officer_neutral_108.png
33.0,1.0,police officer_neutral_145.png
39.0,1.0,police officer_neutral_21.png
41.0,1.0,police officer_neutral_37.png
38.0,1.0,police officer_neutral_125.png
48.0,1.0,police officer_neutral_133.png
35.0,1.0,police officer_neutral_118.png
30.0,1.0,police officer_neutral_20.png
41.0,1.0,police officer_neutral_131.png
29.0,1.0,police officer_neutral_5.png
44.0,1.0,police officer_neutral_49.png
39.0,1.0,police officer_neutral_93.png
30.0,1.0,police officer_neutral_0.png
32.0,1.0,police officer_neutral_129.png
49.0,1.0,police officer_neutral_97.png
38.0,1.0,police officer_neutral_151.png
37.0,1.0,police officer_neutral_98.png
43.0,1.0,police officer_neutral_36.png
38.0,1.0,police officer_neutral_57.png
33.0,1.0,police officer_neutral_122.png
40.0,1.0,police officer_neutral_79.png
50.0,1.0,police officer_neutral_146.png
44.0,1.0,police officer_neutral_14.png
26.0,1.0,police officer_neutral_50.png
39.0,1.0,police officer_neutral_110.png
44.0,1.0,police officer_neutral_27.png
37.0,1.0,police officer_neutral_29.png
36.0,1.0,police officer_neutral_10.png
40.0,1.0,police officer_neutral_40.png
31.0,1.0,police officer_neutral_35.png
42.0,1.0,police officer_neutral_141.png
35.0,1.0,police officer_neutral_59.png
34.0,1.0,police officer_neutral_132.png
36.0,1.0,police officer_neutral_109.png
35.0,1.0,police officer_neutral_139.png
46.0,1.0,police officer_neutral_113.png
37.0,1.0,police officer_neutral_150.png
39.0,1.0,police officer_neutral_56.png
40.0,1.0,police officer_neutral_9.png
43.0,1.0,police officer_neutral_148.png
33.0,1.0,police officer_neutral_130.png
36.0,1.0,police officer_neutral_126.png
42.0,1.0,police officer_neutral_84.png
32.0,1.0,police officer_neutral_73.png
40.0,1.0,police officer_neutral_69.png
41.0,1.0,police officer_neutral_74.png
42.0,1.0,police officer_neutral_66.png
31.0,1.0,police officer_neutral_123.png
33.0,1.0,police officer_neutral_8.png
36.0,1.0,police officer_neutral_114.png
31.0,1.0,police officer_neutral_42.png
30.0,1.0,police officer_neutral_96.png
50.0,1.0,police officer_neutral_142.png
41.0,1.0,police officer_neutral_119.png
45.0,1.0,police officer_neutral_3.png
43.0,1.0,police officer_neutral_7.png
30.0,1.0,police officer_neutral_77.png
60.0,1.0,police officer_neutral_24.png
35.0,1.0,police officer_neutral_134.png
48.0,1.0,police officer_neutral_85.png
37.0,1.0,police officer_neutral_23.png
32.0,1.0,police officer_neutral_41.png
39.0,1.0,police officer_neutral_61.png
62.0,1.0,police officer_neutral_64.png
