age_insightface,gender_insightface,image
64.0,1.0,teacher_male_19.png
44.0,1.0,teacher_male_21.png
50.0,1.0,teacher_male_3.png
48.0,1.0,teacher_male_35.png
42.0,1.0,teacher_male_1.png
38.0,1.0,teacher_male_24.png
51.0,1.0,teacher_male_22.png
48.0,1.0,teacher_male_28.png
34.0,1.0,teacher_male_7.png
,,teacher_male_32.png
59.0,1.0,teacher_male_4.png
48.0,1.0,teacher_male_12.png
43.0,1.0,teacher_male_14.png
29.0,1.0,teacher_male_23.png
55.0,1.0,teacher_male_0.png
38.0,1.0,teacher_male_33.png
44.0,1.0,teacher_male_18.png
45.0,1.0,teacher_male_15.png
53.0,1.0,teacher_male_25.png
38.0,1.0,teacher_male_39.png
48.0,1.0,teacher_male_36.png
57.0,1.0,teacher_male_37.png
52.0,1.0,teacher_male_11.png
46.0,1.0,teacher_male_41.png
54.0,1.0,teacher_male_34.png
39.0,1.0,teacher_male_42.png
58.0,1.0,teacher_male_38.png
40.0,1.0,teacher_male_49.png
47.0,1.0,teacher_male_17.png
49.0,1.0,teacher_male_30.png
48.0,1.0,teacher_male_44.png
48.0,1.0,teacher_male_29.png
53.0,1.0,teacher_male_48.png
53.0,1.0,teacher_male_47.png
47.0,1.0,teacher_male_6.png
41.0,1.0,teacher_male_27.png
51.0,1.0,teacher_male_2.png
47.0,1.0,teacher_male_5.png
56.0,1.0,teacher_male_40.png
47.0,1.0,teacher_male_45.png
41.0,1.0,teacher_male_16.png
41.0,1.0,teacher_male_13.png
53.0,1.0,teacher_male_20.png
31.0,1.0,teacher_male_31.png
47.0,1.0,teacher_male_9.png
45.0,1.0,teacher_male_10.png
45.0,1.0,teacher_male_46.png
49.0,1.0,teacher_male_8.png
45.0,1.0,teacher_male_26.png
44.0,1.0,teacher_male_43.png
