image,age_insightface,gender_insightface
"writer_female, middle aged, indian_93.png",52.0,0.0
"writer_female, middle aged, asian_10.png",27.0,0.0
"writer_male, middle aged, black_23.png",51.0,1.0
"writer_male, middle aged, indian_99.png",54.0,1.0
"writer_male, middle aged, black_129.png",46.0,1.0
"writer_female, elderly, indian_31.png",74.0,1.0
"writer_male, elderly, white_145.png",81.0,1.0
"writer_female, elderly, indian_27.png",59.0,0.0
"writer_male, middle aged, white_26.png",70.0,1.0
"writer_female, middle aged, asian_38.png",56.0,0.0
"writer_female, middle aged, white_45.png",60.0,0.0
"writer_male, elderly, indian_131.png",72.0,1.0
"writer_female, young, black_44.png",26.0,0.0
"writer_male, middle aged, white_63.png",69.0,1.0
"writer_male, middle aged, asian_80.png",52.0,1.0
"writer_male, young, black_36.png",30.0,1.0
"writer_male, young, asian_53.png",,
"writer_female, middle aged, white_30.png",67.0,0.0
"writer_male, young, asian_39.png",24.0,1.0
"writer_female, middle aged, indian_115.png",72.0,0.0
"writer_female, elderly, asian_72.png",75.0,0.0
"writer_female, elderly, white_15.png",79.0,0.0
"writer_male, elderly, black_128.png",,
"writer_female, middle aged, asian_73.png",57.0,0.0
"writer_male, middle aged, black_17.png",55.0,1.0
"writer_male, elderly, indian_102.png",74.0,1.0
"writer_female, middle aged, white_50.png",63.0,0.0
"writer_female, young, black_75.png",31.0,0.0
"writer_female, young, white_87.png",24.0,0.0
"writer_female, elderly, indian_71.png",66.0,1.0
"writer_male, young, white_109.png",,
"writer_male, elderly, asian_57.png",76.0,1.0
"writer_male, elderly, black_138.png",68.0,1.0
"writer_male, young, black_74.png",,
"writer_male, young, black_144.png",27.0,1.0
"writer_male, young, black_16.png",39.0,1.0
"writer_male, young, black_121.png",25.0,1.0
"writer_female, young, black_70.png",28.0,0.0
"writer_female, young, asian_66.png",22.0,0.0
"writer_female, elderly, white_111.png",76.0,0.0
"writer_female, elderly, asian_124.png",67.0,0.0
"writer_male, elderly, black_13.png",58.0,1.0
"writer_female, elderly, black_81.png",54.0,0.0
"writer_female, elderly, asian_148.png",76.0,0.0
"writer_female, young, white_46.png",22.0,0.0
"writer_female, middle aged, indian_134.png",53.0,0.0
"writer_female, middle aged, asian_0.png",63.0,0.0
"writer_male, young, black_83.png",31.0,1.0
"writer_female, middle aged, asian_101.png",27.0,0.0
"writer_male, middle aged, indian_103.png",36.0,1.0
"writer_male, elderly, white_12.png",75.0,1.0
"writer_male, middle aged, indian_1.png",32.0,1.0
"writer_female, young, indian_22.png",21.0,0.0
"writer_female, elderly, asian_118.png",62.0,0.0
"writer_female, middle aged, black_100.png",71.0,0.0
"writer_female, young, indian_95.png",21.0,0.0
"writer_male, elderly, indian_77.png",72.0,1.0
"writer_female, elderly, asian_116.png",65.0,0.0
"writer_male, young, indian_25.png",30.0,1.0
"writer_female, elderly, asian_32.png",65.0,0.0
"writer_female, middle aged, indian_67.png",32.0,1.0
