image,age_insightface,gender_insightface
"teacher_male, young, asian_20.png",43.0,1.0
"teacher_male, elderly, black_136.png",49.0,1.0
"teacher_male, middle aged, asian_43.png",58.0,1.0
"teacher_male, elderly, indian_130.png",55.0,1.0
"teacher_female, young, asian_49.png",26.0,0.0
"teacher_male, middle aged, indian_107.png",44.0,1.0
"teacher_female, elderly, asian_94.png",75.0,0.0
"teacher_female, young, black_113.png",21.0,0.0
"teacher_male, middle aged, asian_55.png",48.0,1.0
"teacher_female, elderly, white_84.png",81.0,0.0
"teacher_male, middle aged, black_86.png",40.0,1.0
"teacher_female, middle aged, black_126.png",52.0,0.0
"teacher_female, elderly, indian_58.png",74.0,1.0
"teacher_male, young, asian_59.png",28.0,1.0
"teacher_male, young, indian_2.png",28.0,1.0
"teacher_male, middle aged, asian_71.png",44.0,1.0
"teacher_female, middle aged, indian_5.png",46.0,0.0
"teacher_female, middle aged, black_119.png",44.0,0.0
"teacher_male, elderly, white_134.png",77.0,1.0
"teacher_female, elderly, black_26.png",72.0,0.0
"teacher_male, middle aged, black_51.png",34.0,1.0
"teacher_female, elderly, black_79.png",66.0,1.0
"teacher_male, middle aged, white_133.png",60.0,1.0
"teacher_male, young, asian_42.png",31.0,1.0
"teacher_female, middle aged, asian_125.png",35.0,0.0
"teacher_male, young, indian_9.png",26.0,1.0
"teacher_male, middle aged, indian_138.png",54.0,1.0
"teacher_male, middle aged, indian_93.png",54.0,1.0
"teacher_female, young, white_70.png",24.0,0.0
"teacher_female, middle aged, white_44.png",53.0,0.0
"teacher_female, young, asian_92.png",24.0,0.0
"teacher_male, young, white_97.png",35.0,1.0
"teacher_female, middle aged, asian_80.png",68.0,0.0
"teacher_female, young, black_100.png",24.0,0.0
"teacher_male, middle aged, white_13.png",56.0,1.0
"teacher_female, young, asian_67.png",22.0,0.0
"teacher_female, elderly, asian_144.png",71.0,1.0
"teacher_female, middle aged, black_29.png",36.0,0.0
"teacher_male, middle aged, indian_96.png",38.0,1.0
"teacher_female, elderly, asian_123.png",73.0,0.0
"teacher_female, middle aged, asian_47.png",51.0,0.0
"teacher_male, elderly, black_76.png",47.0,1.0
"teacher_male, young, indian_30.png",29.0,1.0
"teacher_male, elderly, asian_141.png",65.0,1.0
"teacher_female, elderly, indian_3.png",81.0,0.0
"teacher_male, elderly, asian_45.png",,
"teacher_male, middle aged, black_48.png",41.0,1.0
"teacher_male, young, indian_78.png",26.0,1.0
"teacher_female, young, asian_128.png",28.0,0.0
"teacher_male, young, white_15.png",32.0,1.0
"teacher_male, elderly, asian_129.png",75.0,1.0
"teacher_female, elderly, asian_139.png",61.0,0.0
"teacher_female, middle aged, white_36.png",66.0,0.0
"teacher_male, elderly, indian_22.png",69.0,1.0
"teacher_female, elderly, black_31.png",62.0,0.0
"teacher_male, middle aged, indian_25.png",42.0,1.0
"teacher_female, middle aged, indian_19.png",30.0,0.0
"teacher_female, young, black_91.png",28.0,0.0
"teacher_male, elderly, white_111.png",77.0,1.0
"teacher_male, elderly, asian_124.png",72.0,1.0
"teacher_male, young, asian_145.png",36.0,1.0
"teacher_male, elderly, indian_63.png",67.0,1.0
"teacher_female, middle aged, white_12.png",67.0,0.0
"teacher_female, young, black_23.png",24.0,0.0
