image,age_insightface,gender_insightface
cashier_40 years old_40.png,52.0,1.0
cashier_40 years old_2.png,46.0,1.0
cashier_40 years old_6.png,52.0,1.0
cashier_40 years old_42.png,47.0,1.0
cashier_40 years old_36.png,50.0,1.0
cashier_40 years old_15.png,40.0,1.0
cashier_40 years old_17.png,47.0,1.0
cashier_40 years old_33.png,47.0,1.0
cashier_40 years old_21.png,50.0,1.0
cashier_40 years old_26.png,43.0,1.0
cashier_40 years old_20.png,45.0,1.0
cashier_40 years old_14.png,53.0,1.0
cashier_40 years old_35.png,45.0,1.0
cashier_40 years old_9.png,46.0,1.0
cashier_40 years old_1.png,44.0,1.0
cashier_40 years old_18.png,44.0,1.0
cashier_40 years old_32.png,40.0,1.0
cashier_40 years old_7.png,48.0,1.0
cashier_40 years old_10.png,44.0,1.0
cashier_40 years old_46.png,40.0,1.0
cashier_40 years old_5.png,38.0,1.0
cashier_40 years old_19.png,42.0,1.0
cashier_40 years old_38.png,51.0,1.0
cashier_40 years old_43.png,59.0,1.0
cashier_40 years old_47.png,54.0,1.0
cashier_40 years old_41.png,47.0,1.0
cashier_40 years old_31.png,54.0,1.0
cashier_40 years old_13.png,48.0,1.0
cashier_40 years old_30.png,43.0,1.0
cashier_40 years old_39.png,48.0,1.0
cashier_40 years old_22.png,50.0,1.0
cashier_40 years old_34.png,46.0,1.0
cashier_40 years old_28.png,48.0,1.0
cashier_40 years old_24.png,42.0,1.0
cashier_40 years old_4.png,49.0,1.0
cashier_40 years old_49.png,52.0,1.0
cashier_40 years old_11.png,45.0,1.0
cashier_40 years old_16.png,49.0,1.0
cashier_40 years old_29.png,45.0,1.0
cashier_40 years old_25.png,48.0,1.0
cashier_40 years old_27.png,51.0,1.0
cashier_40 years old_44.png,43.0,1.0
cashier_40 years old_0.png,48.0,1.0
cashier_40 years old_48.png,44.0,1.0
cashier_40 years old_37.png,54.0,1.0
cashier_40 years old_8.png,42.0,1.0
cashier_40 years old_23.png,44.0,1.0
cashier_40 years old_3.png,44.0,1.0
cashier_40 years old_12.png,61.0,1.0
cashier_40 years old_45.png,,
