face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,bbox
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_cashier_20 years old/cashier_20 years old_29_face0.png,Latino_Hispanic,White,Female,20-29,"[3.5773280e-01 6.3234700e-05 4.7186124e-01 1.4757460e-03 2.2566167e-03
 8.1326589e-02 8.5283682e-02]",[9.2745286e-01 4.8856146e-04 6.8701026e-03 6.5188460e-02],[8.022178e-07 9.999992e-01],"[3.5730785e-09 4.9108290e-04 4.8469076e-01 5.1231647e-01 2.4974877e-03
 4.2877700e-06 2.1512108e-09 4.7688933e-11 9.8842885e-13]","[(302, 316) (677, 692)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_cashier_20 years old/cashier_20 years old_33_face0.png,Middle Eastern,White,Female,10-19,"[5.1376894e-02 5.9806516e-06 4.0694151e-02 1.2901477e-03 8.7116915e-04
 2.9534025e-02 8.7622768e-01]",[8.7878639e-01 4.6142915e-05 1.2206268e-02 1.0896123e-01],[0.00718899 0.992811  ],"[1.0252308e-07 3.9476929e-03 6.2475896e-01 3.6950353e-01 1.7849125e-03
 4.7160506e-06 5.3612821e-09 2.6442687e-10 7.8306008e-12]","[(302, 202) (677, 578)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_cashier_20 years old/cashier_20 years old_41_face0.png,Latino_Hispanic,Indian,Female,10-19,"[2.5739601e-01 2.5116309e-04 5.6444257e-01 6.4251777e-03 6.3695456e-03
 9.1211185e-02 7.3904306e-02]",[0.25945097 0.00273912 0.00774919 0.7300607 ],[1.8386431e-04 9.9981612e-01],"[5.6477387e-09 1.2630682e-03 7.8631568e-01 2.1163066e-01 7.8876870e-04
 1.7330349e-06 1.3020062e-09 5.1203326e-11 2.0515892e-12]","[(385, 295) (602, 513)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_cashier_20 years old/cashier_20 years old_8_face0.png,East Asian,Asian,Female,20-29,"[8.6080545e-05 2.0419544e-07 2.3914750e-04 9.3801647e-01 6.1538033e-02
 1.1331711e-04 6.7702681e-06]",[1.2788501e-04 4.7014689e-07 9.9934870e-01 5.2293629e-04],[2.4777957e-05 9.9997520e-01],"[2.6634902e-08 3.4068033e-04 2.8602967e-01 7.0688885e-01 6.7128632e-03
 2.7843624e-05 3.5657383e-08 2.5893039e-09 4.5521469e-11]","[(248, 261) (698, 711)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_cashier_20 years old/cashier_20 years old_19_face0.png,White,White,Female,10-19,"[7.85523653e-01 1.06583022e-04 1.21529594e-01 5.69993909e-03
 1.35788869e-03 1.91705755e-03 8.38652328e-02]",[0.9649287  0.00109386 0.02184911 0.01212834],[6.2041872e-05 9.9993795e-01],"[2.0960083e-09 3.8799219e-04 6.4707214e-01 3.5078165e-01 1.7540024e-03
 4.1882622e-06 3.0829166e-09 6.7687855e-11 2.6459195e-12]","[(248, 305) (698, 756)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_cashier_20 years old/cashier_20 years old_45_face0.png,White,White,Female,10-19,"[9.4404703e-01 1.4277759e-05 2.9423894e-02 1.1565444e-02 4.4740317e-03
 1.3122181e-03 9.1630183e-03]",[9.5364642e-01 1.5455273e-04 1.4098031e-02 3.2101069e-02],[1.4519021e-07 9.9999982e-01],"[9.8352215e-10 5.2621844e-04 6.2925148e-01 3.6706570e-01 3.1496310e-03
 7.0151659e-06 6.9869621e-09 1.1886796e-10 4.5666457e-12]","[(248, 215) (698, 665)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_cashier_20 years old/cashier_20 years old_39_face0.png,White,White,Female,10-19,"[5.0913441e-01 3.2557120e-05 3.3594230e-01 3.0255310e-02 9.6262833e-03
 3.3908118e-02 8.1101052e-02]",[8.2898182e-01 4.6612018e-05 1.3480428e-02 1.5749122e-01],[2.090327e-06 9.999979e-01],"[2.1666888e-09 5.5895397e-04 5.6140023e-01 4.3560001e-01 2.4360246e-03
 4.8092370e-06 2.4729667e-09 6.0447702e-11 1.3176361e-12]","[(263, 279) (640, 654)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_cashier_20 years old/cashier_20 years old_1_face0.png,White,White,Female,10-19,"[3.9716080e-01 1.2183242e-04 2.5392172e-01 1.3191195e-02 6.7073978e-03
 2.7596895e-02 3.0130014e-01]",[8.5823822e-01 2.2382961e-04 3.5215735e-02 1.0632225e-01],[0.01250577 0.9874943 ],"[2.0428129e-08 7.7264482e-04 5.4114604e-01 4.5652407e-01 1.5556127e-03
 1.5600834e-06 8.5362528e-10 2.6551083e-11 7.4019707e-13]","[(358, 299) (670, 611)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_cashier_20 years old/cashier_20 years old_28_face0.png,Latino_Hispanic,White,Female,10-19,"[1.4589317e-01 1.4485152e-04 6.9501132e-01 6.5446002e-03 1.2664454e-02
 2.7191818e-02 1.1254980e-01]",[0.63563097 0.00504345 0.06803606 0.29128954],[0.00693701 0.993063  ],"[3.4171259e-09 6.7181810e-04 7.6376724e-01 2.3441601e-01 1.1425298e-03
 2.4729445e-06 2.2123348e-09 8.1637051e-11 2.0712728e-12]","[(248, 305) (698, 756)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_cashier_20 years old/cashier_20 years old_32_face0.png,Latino_Hispanic,Indian,Female,10-19,"[1.79060668e-01 1.09709574e-04 4.92769688e-01 1.17576700e-02
 7.97047839e-03 1.61370948e-01 1.46960855e-01]",[0.4247339  0.00062272 0.04408019 0.5305632 ],[5.7382426e-06 9.9999428e-01],"[2.9742635e-09 5.0505920e-04 5.4468536e-01 4.5333609e-01 1.4717517e-03
 1.7085813e-06 7.7162604e-10 1.8341882e-11 3.2894133e-13]","[(248, 215) (698, 665)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_cashier_20 years old/cashier_20 years old_16_face0.png,Middle Eastern,White,Female,10-19,"[3.2108241e-01 5.4176024e-05 1.5541713e-01 5.7987371e-03 3.2745476e-03
 2.4633216e-02 4.8973975e-01]",[6.6160727e-01 2.0764286e-04 1.6824119e-02 3.2136092e-01],[0.00104874 0.9989513 ],"[7.5552364e-09 5.1750999e-04 7.4752331e-01 2.5078550e-01 1.1707308e-03
 2.9156895e-06 2.9260727e-09 1.4612751e-10 5.3265834e-12]","[(389, 299) (702, 611)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_cashier_20 years old/cashier_20 years old_22_face0.png,Middle Eastern,White,Female,10-19,"[1.5127821e-01 9.2544440e-05 1.4206919e-01 3.4986122e-03 1.8173764e-03
 3.1360362e-02 6.6988373e-01]",[7.7626026e-01 1.9083999e-04 1.4023694e-02 2.0952514e-01],[5.7172324e-06 9.9999422e-01],"[1.6595980e-09 4.3922296e-04 6.2709761e-01 3.7120426e-01 1.2574344e-03
 1.5186683e-06 1.0569994e-09 3.0428129e-11 5.7012159e-13]","[(326, 299) (640, 611)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_cashier_20 years old/cashier_20 years old_10_face0.png,Middle Eastern,Indian,Female,20-29,"[7.9677142e-02 4.3368433e-05 2.6061144e-01 2.4931658e-02 1.2607824e-02
 1.7279023e-01 4.4933835e-01]",[3.86741519e-01 4.28643252e-04 1.10088326e-01 5.02741516e-01],[8.1101061e-05 9.9991894e-01],"[6.3756453e-09 7.3731231e-04 4.8926970e-01 5.0850087e-01 1.4903069e-03
 1.7833376e-06 1.4987783e-09 4.2948763e-11 9.4110321e-13]","[(390, 216) (651, 477)]"
classification/analyzers/fairface/detected_faces/exp2/Stable3.5-medium_cashier_20 years old/cashier_20 years old_5_face0.png,White,White,Female,20-29,"[3.5366261e-01 5.9514416e-05 3.3764327e-01 5.2472907e-03 2.1276914e-03
 7.3568217e-02 2.2769140e-01]",[0.8682855  0.00098447 0.01248055 0.11824954],[8.854779e-06 9.999911e-01],"[1.8748303e-09 1.6553784e-04 3.0182868e-01 6.9387108e-01 4.1293879e-03
 5.4141365e-06 3.8964192e-09 8.3802236e-11 1.8159411e-12]","[(248, 215) (698, 665)]"
