image,age_deepface,gender_deepface,race_deepface,emotion_deepface,face_confidence_deepface,gender_Woman,gender_Man,race_asian,race_indian,race_black,race_white,race_middle eastern,race_latino hispanic,emotion_angry,emotion_disgust,emotion_fear,emotion_happy,emotion_sad,emotion_surprise,emotion_neutral
"CEO_male, young, asian_95.png",32,Man,asian,neutral,1.0,0.01155416,99.98845,98.793304,0.25701943,0.002428533,0.008019661,3.8220984e-05,0.93919885,3.7610104,0.00030634794,0.21109848,0.8053072,12.466019,0.0012328669,82.75503
"CEO_female, middle aged, white_13.png",31,Woman,white,happy,1.0,99.9997,0.0003027659,0.072693385,0.0487443,0.0059644305,82.820015,3.707964,13.344618,0.011958631,4.5004597e-08,0.0005195192,94.78108,0.0044353493,8.42167e-05,5.2019253
"CEO_female, middle aged, indian_58.png",37,Woman,indian,happy,1.0,99.62187,0.3781268,0.00014572815,99.72195,0.0014742718,0.00245044,0.0036043087,0.27038693,1.6125662e-06,1.4788516e-13,1.0136992e-07,99.93593,1.442971e-05,2.7608547e-05,0.06403494
"CEO_male, middle aged, indian_35.png",33,Man,indian,neutral,1.0,0.14654931,99.853455,0.0033181934,99.45952,0.10858154,0.016354123,0.0627801,0.349436,0.002189968,2.1760261e-14,1.3489722e-07,44.920513,0.0026514237,5.6348654e-07,55.07465
"CEO_male, middle aged, white_72.png",29,Man,white,neutral,1.0,0.28646544,99.71354,0.21420266,0.14715047,0.030011078,79.40846,6.6537695,13.546411,6.869075,8.039156e-09,0.00093172694,2.248758,0.10935308,1.0748121e-05,90.77187
"CEO_female, elderly, indian_131.png",42,Woman,middle eastern,neutral,1.0,99.999146,0.0008572598,2.2187254,26.599901,0.9350333,16.267494,30.920732,23.05811,0.00956503,5.0815934e-06,0.0055996105,13.791203,3.0032117,0.0008443463,83.189575
"CEO_male, elderly, black_17.png",42,Man,black,happy,1.0,0.22112422,99.77888,0.00043984887,0.00070714124,99.998764,2.609812e-07,3.800745e-08,9.766075e-05,4.8703812e-05,2.3898666e-08,0.0033043171,98.438194,0.010561883,0.00039814768,1.5474839
"CEO_male, middle aged, black_66.png",33,Man,black,happy,1.0,0.17102715,99.82898,1.6109814e-07,3.297063e-05,99.99996,5.357056e-10,2.386242e-10,7.3283327e-06,1.7216663,4.272185e-08,0.0007716211,50.721497,1.2162888,0.00014692894,46.339626
"CEO_female, elderly, asian_103.png",49,Woman,asian,neutral,1.0,99.90222,0.09777265,89.02347,3.9276094,0.16966172,3.5497262,0.47526136,2.8542664,0.025510462,4.0556068e-05,0.39425278,2.77013,7.8608246,0.00084056857,88.9484
"CEO_male, middle aged, white_136.png",44,Man,white,neutral,1.0,0.005264936,99.99473,0.20594494,0.6559391,0.053461187,59.834457,16.183035,23.067165,15.75709,0.00054741476,0.093521856,2.5853057,23.725084,0.010026324,57.828426
