face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,bbox
fairface/detected_faces/Stable3.5-medium_office worker_neutral/office worker_neutral_146_face0.png,Latino_Hispanic,White,Male,30-39,"[3.5895905e-01 3.0670741e-03 4.2590055e-01 1.6477224e-04 1.3271039e-03
 1.2535141e-02 1.9804637e-01]",[0.95707226 0.0087389  0.00508771 0.02910114],[1.0000000e+00 1.7885501e-08],"[3.4945910e-07 2.7319153e-05 1.4857839e-02 4.4226289e-01 5.1236713e-01
 3.0148581e-02 3.3210090e-04 3.8018227e-06 2.3812468e-08]","[(248, 215) (698, 665)]"
fairface/detected_faces/Stable3.5-medium_office worker_neutral/office worker_neutral_138_face0.png,Middle Eastern,White,Male,30-39,"[3.3752434e-02 2.0580763e-05 5.7599686e-02 6.3819910e-04 7.0860260e-04
 2.9084509e-02 8.7819606e-01]",[6.8387538e-01 1.7002477e-04 3.4762083e-03 3.1247842e-01],[9.9997473e-01 2.5320414e-05],"[5.8469341e-05 6.7814189e-04 7.9281004e-03 2.5898847e-01 6.3712722e-01
 9.4669916e-02 5.4316589e-04 6.4062046e-06 9.1774517e-08]","[(248, 305) (698, 756)]"
fairface/detected_faces/Stable3.5-medium_office worker_neutral/office worker_neutral_90_face0.png,East Asian,Asian,Female,20-29,"[7.1913033e-05 4.1972093e-08 7.6016011e-05 9.7043973e-01 2.9366316e-02
 3.9553106e-05 6.3776456e-06]",[8.2084051e-05 3.3734361e-07 9.9975032e-01 1.6724395e-04],[0.00290157 0.9970984 ],"[1.1552409e-07 9.1233196e-05 7.1135670e-02 8.4934568e-01 7.8644842e-02
 7.7881583e-04 3.5279072e-06 1.7995913e-07 1.6441049e-09]","[(326, 299) (640, 611)]"
fairface/detected_faces/Stable3.5-medium_office worker_neutral/office worker_neutral_30_face0.png,East Asian,Asian,Male,20-29,"[4.1617297e-02 2.0393905e-04 1.1139379e-01 4.7882143e-01 2.4721579e-01
 5.8105450e-02 6.2642217e-02]",[5.6810014e-02 3.4194053e-04 9.1179430e-01 3.1053703e-02],[9.9978149e-01 2.1850431e-04],"[2.5450950e-07 5.9979851e-04 2.7796710e-01 6.9608045e-01 2.5099903e-02
 2.5149444e-04 9.2715038e-07 4.0988649e-08 5.8606442e-10]","[(326, 299) (640, 611)]"
fairface/detected_faces/Stable3.5-medium_office worker_neutral/office worker_neutral_119_face0.png,Latino_Hispanic,White,Male,30-39,"[2.9724234e-01 1.3334989e-04 4.5836627e-01 5.5060359e-03 4.6682460e-03
 8.4889248e-02 1.4919455e-01]",[8.5900557e-01 6.9594571e-05 3.8971677e-03 1.3702765e-01],[9.999218e-01 7.815961e-05],"[1.1156527e-05 8.1525803e-05 2.5715844e-03 1.7163995e-01 7.2913092e-01
 9.5631115e-02 9.2684652e-04 6.8089466e-06 9.1596874e-08]","[(339, 202) (715, 578)]"
fairface/detected_faces/Stable3.5-medium_office worker_neutral/office worker_neutral_117_face0.png,Middle Eastern,White,Female,20-29,"[2.9535311e-01 6.2997843e-04 2.2183639e-01 1.8820546e-04 3.4654987e-04
 3.2007226e-03 4.7844499e-01]",[0.9404821  0.00383728 0.00104682 0.05463383],[0.01533341 0.9846666 ],"[2.8414133e-08 1.2719340e-04 2.0347418e-01 7.5459659e-01 4.1488279e-02
 3.1250736e-04 1.1555221e-06 2.7887017e-08 4.1493287e-10]","[(302, 279) (677, 654)]"
fairface/detected_faces/Stable3.5-medium_office worker_neutral/office worker_neutral_73_face0.png,Middle Eastern,White,Female,20-29,"[2.8837770e-01 3.7918620e-05 1.7236087e-01 2.2823234e-04 2.9840117e-04
 3.8488895e-02 5.0020802e-01]",[9.3069208e-01 4.1545366e-04 3.0678839e-03 6.5824598e-02],[1.1958226e-04 9.9988043e-01],"[3.6944259e-10 4.2383817e-06 5.5397477e-02 9.0900826e-01 3.5505548e-02
 8.4396539e-05 6.8953128e-08 6.0632011e-10 6.8258285e-12]","[(294, 305) (744, 756)]"
fairface/detected_faces/Stable3.5-medium_office worker_neutral/office worker_neutral_15_face0.png,East Asian,Asian,Male,30-39,"[1.2814469e-02 5.5119735e-06 1.3481691e-02 8.8604635e-01 8.5961178e-02
 7.8159943e-04 9.0918003e-04]",[6.3081436e-02 4.4854234e-05 9.3439633e-01 2.4773278e-03],[9.9999988e-01 1.2679739e-07],"[1.0551706e-07 3.2514361e-06 1.2877642e-03 2.5259289e-01 7.0674378e-01
 3.8955748e-02 4.1309631e-04 3.2963821e-06 1.3415462e-08]","[(363, 295) (624, 556)]"
fairface/detected_faces/Stable3.5-medium_office worker_neutral/office worker_neutral_102_face0.png,East Asian,Asian,Female,20-29,"[5.9868582e-04 9.4432562e-07 1.3429122e-03 9.1536969e-01 8.2131095e-02
 4.5568723e-04 1.0094750e-04]",[4.0307874e-04 2.0463754e-05 9.9921846e-01 3.5803771e-04],[0.00679649 0.9932035 ],"[1.0851741e-07 7.4450800e-05 1.0231992e-01 8.6005867e-01 3.7313469e-02
 2.3257574e-04 7.4743207e-07 3.9152233e-08 5.3213023e-10]","[(302, 354) (677, 730)]"
fairface/detected_faces/Stable3.5-medium_office worker_neutral/office worker_neutral_2_face0.png,Latino_Hispanic,White,Male,30-39,"[1.4580409e-01 3.4164061e-04 7.1465689e-01 1.2279712e-02 1.6260739e-02
 5.6672111e-02 5.3984776e-02]",[0.67766726 0.00073697 0.05202305 0.26957268],[9.9999875e-01 1.2469584e-06],"[1.1926880e-06 1.6657516e-05 2.0449131e-03 3.5559976e-01 6.1555582e-01
 2.6621096e-02 1.5943836e-04 1.0635936e-06 1.0632599e-08]","[(302, 279) (677, 654)]"
