image,gender,age,race,gender_fair,gender_deepface,gender_insightface,equal_gender,gender_scores_fair,gender_scores_deep,age_fair,age_deepface,age_insightface,age_bin_fair,age_bin_insightface,equal_age,age_scores_fair,age_diff,race_fair,race4_deepface,equal_race,face_fair,bbox
chef_20 years old_0.png,Male,Young,Asian,Male,Male,Male,True,[9.9999970e-01 3.3778977e-07],"[0.9519363, 0.04806374]",20-29,29,31.0,Young,Middle,True,"[5.2811206e-06 5.3425843e-04 2.8695092e-02 5.5711991e-01 4.0088880e-01
 1.2626915e-02 1.2693215e-04 2.7855438e-06 1.7886606e-08]",4,Asian,White,False,0,[294 261 744 711]
chef_20 years old_1.png,Male,Middle,Asian,Male,Male,Male,True,[9.9999833e-01 1.6635828e-06],"[0.9783615, 0.021638386]",30-39,35,31.0,Middle,Middle,True,"[2.1183703e-06 9.2643604e-05 4.0561859e-03 1.9363479e-01 6.6193545e-01
 1.3649739e-01 3.7095814e-03 7.1502400e-05 3.4193391e-07]",0,Asian,White,False,0,[326 299 640 611]
chef_20 years old_10.png,Male,Middle,White,Male,Male,Male,True,[9.9999386e-01 6.1004316e-06],"[0.9999064, 9.362191e-05]",30-39,25,33.0,Middle,Middle,False,"[1.4963478e-05 8.1671373e-05 4.2534675e-03 2.1585166e-01 6.7583793e-01
 1.0241449e-01 1.5310469e-03 1.4572824e-05 1.9751319e-07]",10,White,White,True,0,[248 215 698 665]
chef_20 years old_11.png,Male,Young,White,Male,Male,Male,True,[9.9999833e-01 1.6676121e-06],"[0.9999163, 8.362535000000001e-05]",20-29,28,30.0,Young,Middle,True,"[9.6211386e-07 2.9348914e-05 1.0973863e-02 8.0422026e-01 1.8207234e-01
 2.6934522e-03 9.6632630e-06 1.8490299e-07 3.5948444e-09]",3,White,White,True,0,[302 202 677 578]
chef_20 years old_12.png,Male,Middle,Indian,Male,Male,Male,True,[9.9998128e-01 1.8757122e-05],"[0.99996376, 3.6232728e-05]",30-39,24,35.0,Middle,Middle,False,"[4.2487205e-05 2.7169220e-04 5.6423713e-03 2.6650566e-01 6.1951858e-01
 1.0620571e-01 1.7630823e-03 4.9387156e-05 9.9109320e-07]",11,Indian,White,False,0,[302 279 677 654]
chef_20 years old_13.png,Male,Middle,White,Male,Male,Male,True,[9.999997e-01 2.789203e-07],"[0.9992812999999999, 0.0007186677]",30-39,27,30.0,Middle,Middle,False,"[2.8813186e-06 6.0671689e-05 6.9143702e-03 2.9112509e-01 6.3314641e-01
 6.8065509e-02 6.7828730e-04 6.6763046e-06 5.0893345e-08]",8,White,White,True,0,[248 168 698 619]
chef_20 years old_14.png,Male,Middle,Indian,Male,Male,Male,True,[9.9999648e-01 3.5007606e-06],"[0.9994805, 0.0005195108]",30-39,31,32.0,Middle,Middle,True,"[4.0218893e-05 1.7395808e-04 3.9542727e-03 8.6693607e-02 5.8118862e-01
 3.1690815e-01 1.0873875e-02 1.6527175e-04 1.9312497e-06]",4,Indian,White,False,0,[248 352 698 802]
chef_20 years old_15.png,Male,Middle,Indian,Male,Male,Male,True,[9.9999964e-01 3.0404109e-07],"[0.9997060999999999, 0.00029383836]",30-39,32,37.0,Middle,Middle,True,"[5.1580628e-05 4.8085634e-04 7.1158865e-03 2.5469339e-01 5.8491772e-01
 1.4795755e-01 4.6904027e-03 9.1552225e-05 1.1062257e-06]",3,Indian,White,False,0,[248 215 698 665]
chef_20 years old_16.png,Male,Young,White,Male,Male,Male,True,[9.999997e-01 3.341569e-07],"[0.9899145500000001, 0.010085515]",20-29,24,31.0,Young,Middle,True,"[9.4018606e-07 1.2296721e-04 4.5755211e-02 6.9244540e-01 2.5297698e-01
 8.6475192e-03 5.0400926e-05 6.1206674e-07 4.6439097e-09]",1,White,White,True,0,[202 183 743 724]
chef_20 years old_17.png,Male,Young,White,Male,Male,Male,True,[9.9999660e-01 3.4464854e-06],"[0.9997364000000001, 0.00026366057]",20-29,24,28.0,Young,Young,True,"[4.2967949e-06 1.7256427e-04 1.6753631e-02 7.3721594e-01 2.3849641e-01
 7.3090070e-03 4.7079353e-05 1.0641096e-06 1.7432624e-08]",1,White,White,True,0,[302 165 677 540]
chef_20 years old_18.png,Male,Young,Indian,Male,Male,,True,[9.9999964e-01 2.8100320e-07],"[0.9998066, 0.0001934864]",20-29,30,,Young,,False,"[6.1820532e-07 2.0879084e-05 1.0793815e-02 5.6571102e-01 4.0918761e-01
 1.4211746e-02 7.3530267e-05 8.3099428e-07 7.4827256e-09]",5,Indian,White,False,0,[326 203 640 517]
chef_20 years old_19.png,Male,Young,Indian,Male,Male,Male,True,[9.9999976e-01 2.7564394e-07],"[0.9993892, 0.00061083823]",20-29,25,31.0,Young,Middle,True,"[1.9083882e-06 1.6560551e-04 3.3925742e-02 6.8827873e-01 2.7081764e-01
 6.7790011e-03 3.0835290e-05 5.6136537e-07 6.5599783e-09]",0,Indian,White,False,0,[302 202 677 578]
chef_20 years old_2.png,Male,Young,White,Male,Male,Male,True,[9.999996e-01 4.413065e-07],"[0.9993374, 0.0006626513600000001]",20-29,27,30.0,Young,Middle,True,"[6.4704375e-07 4.8685011e-05 1.8992661e-02 6.0763049e-01 3.5984132e-01
 1.3379847e-02 1.0516975e-04 1.1461696e-06 9.1883674e-09]",2,White,White,True,0,[263 202 640 578]
chef_20 years old_20.png,Male,Middle,White,Male,Male,Male,True,[9.9999589e-01 4.1590483e-06],"[0.999892, 0.00010796282000000001]",30-39,31,33.0,Middle,Middle,True,"[5.8185759e-07 4.0242444e-06 7.7159045e-04 3.1505951e-01 6.5734041e-01
 2.6706520e-02 1.1661812e-04 7.4665621e-07 8.9410284e-09]",4,White,White,True,0,[337 268 599 529]
chef_20 years old_21.png,Male,Young,White,Male,Male,Male,True,[9.9999446e-01 5.4948573e-06],"[0.9993403999999999, 0.0006596061]",20-29,28,40.0,Young,Middle,True,"[3.38864265e-05 7.82826624e-04 2.94059273e-02 6.60295188e-01
 2.97791511e-01 1.15624685e-02 1.24273996e-04 3.76945331e-06
 8.00761342e-08]",3,White,White,True,0,[248 215 698 665]
chef_20 years old_22.png,Male,Young,Asian,Male,Male,Male,True,[9.9999911e-01 9.2554626e-07],"[0.9965101, 0.0034898522]",20-29,25,26.0,Young,Young,True,"[1.1489040e-07 1.9843814e-05 5.1261984e-02 8.3217609e-01 1.1451131e-01
 2.0196436e-03 1.0883275e-05 1.7128254e-07 1.6081805e-09]",0,Asian,White,False,0,[326 267 640 581]
chef_20 years old_23.png,Male,Young,White,Male,Male,Male,True,[9.9999827e-01 1.6747304e-06],"[0.999453, 0.00054702215]",20-29,27,31.0,Young,Middle,True,"[1.8789851e-05 1.6607979e-03 9.8316751e-02 6.1045533e-01 2.7176219e-01
 1.7593497e-02 1.8786780e-04 4.6096757e-06 6.3007334e-08]",2,White,White,True,0,[302 202 677 578]
chef_20 years old_24.png,Male,Young,White,Male,Male,Male,True,[9.9999481e-01 5.2245605e-06],"[0.9984869999999999, 0.0015129210000000002]",20-29,31,27.0,Young,Young,False,"[2.9984130e-06 8.4616731e-05 6.5490296e-03 5.5746371e-01 4.0713730e-01
 2.8534925e-02 2.2326825e-04 4.0947466e-06 7.1562198e-08]",6,White,White,True,0,[302 202 677 578]
chef_20 years old_25.png,Male,Young,Indian,Male,Male,Male,True,[9.999850e-01 1.502293e-05],"[0.9991939000000001, 0.00080615506]",20-29,29,33.0,Young,Middle,True,"[5.4344664e-06 1.9114889e-04 1.2231702e-02 5.2322537e-01 4.3479025e-01
 2.9216401e-02 3.3180899e-04 7.6762035e-06 1.9163396e-07]",4,Indian,White,False,0,[263 279 640 654]
chef_20 years old_26.png,Male,Middle,Indian,Male,Male,Male,True,[9.9999875e-01 1.2620701e-06],"[0.99963356, 0.00036642216]",30-39,32,33.0,Middle,Middle,True,"[1.04586625e-05 3.05552676e-04 3.54537414e-03 4.65878546e-01
 4.94379371e-01 3.56905125e-02 1.85241865e-04 4.78170341e-06
 1.03569455e-07]",3,Indian,White,False,0,[326 203 640 517]
chef_20 years old_27.png,Male,Middle,Indian,Male,Male,Male,True,[9.999999e-01 7.737438e-08],"[0.9998511000000001, 0.00014892013]",30-39,32,34.0,Middle,Middle,True,"[7.5987286e-06 6.7359593e-05 2.2430462e-03 2.9317752e-01 5.9316069e-01
 1.1006759e-01 1.2586338e-03 1.7426311e-05 2.0784161e-07]",3,Indian,White,False,0,[302 240 677 615]
chef_20 years old_28.png,Male,Young,Indian,Male,Male,Male,True,[9.9999923e-01 7.6167316e-07],"[0.9993747000000001, 0.0006253888]",20-29,26,36.0,Young,Middle,True,"[2.1730699e-05 4.1114769e-04 1.2892013e-02 5.0028622e-01 4.4045988e-01
 4.5172319e-02 7.3549245e-04 2.0800173e-05 4.0481464e-07]",1,Indian,White,False,0,[202 183 743 724]
chef_20 years old_29.png,Male,Middle,White,Male,Male,Male,True,[9.9998683e-01 1.3164455e-05],"[0.9983484, 0.0016517130999999998]",30-39,32,33.0,Middle,Middle,True,"[2.3265375e-05 8.1740844e-05 2.8639433e-03 1.2808841e-01 6.4643759e-01
 2.1700948e-01 5.4066489e-03 8.7680986e-05 1.2362034e-06]",3,White,White,True,0,[248 168 698 619]
