group,category,percentage
age,Middle,31.91489361702128
age,Old,0.0
age,Young,68.08510638297872
gender,Female,67.37588652482269
gender,Male,32.62411347517731
intersection,Middle_Female_Asian,0.0
intersection,Middle_Female_Black,0.0
intersection,Middle_Female_Indian,1.4184397163120568
intersection,Middle_Female_White,2.127659574468085
intersection,Middle_Male_Asian,0.0
intersection,Middle_Male_Black,0.0
intersection,Middle_Male_Indian,15.602836879432624
intersection,Middle_Male_White,12.76595744680851
intersection,Old_Female_Asian,0.0
intersection,Old_Female_Black,0.0
intersection,Old_Female_Indian,0.0
intersection,Old_Female_White,0.0
intersection,Old_Male_Asian,0.0
intersection,Old_Male_Black,0.0
intersection,Old_Male_Indian,0.0
intersection,Old_Male_White,0.0
intersection,Young_Female_Asian,0.7092198581560284
intersection,Young_Female_Black,3.546099290780142
intersection,Young_Female_Indian,20.56737588652482
intersection,Young_Female_White,39.00709219858156
intersection,Young_Male_Asian,0.0
intersection,Young_Male_Black,0.7092198581560284
intersection,Young_Male_Indian,2.127659574468085
intersection,Young_Male_White,1.4184397163120568
race,Asian,0.7092198581560284
race,Black,4.25531914893617
race,Indian,39.71631205673759
race,White,55.319148936170215
