image,age_insightface,gender_insightface
"cashier_female, young, black_25.png",23.0,0.0
"cashier_female, young, indian_92.png",22.0,0.0
"cashier_female, young, white_94.png",23.0,0.0
"cashier_male, elderly, black_61.png",74.0,1.0
"cashier_male, young, black_13.png",29.0,1.0
"cashier_male, young, indian_11.png",27.0,1.0
"cashier_male, young, white_75.png",33.0,1.0
"cashier_female, middle aged, black_141.png",26.0,0.0
"cashier_female, young, white_80.png",26.0,0.0
"cashier_female, young, white_95.png",24.0,0.0
"cashier_male, middle aged, black_119.png",39.0,1.0
"cashier_male, young, asian_59.png",38.0,1.0
"cashier_male, young, asian_26.png",26.0,1.0
"cashier_female, young, white_67.png",23.0,0.0
"cashier_female, middle aged, white_17.png",61.0,0.0
"cashier_female, young, asian_51.png",23.0,0.0
"cashier_female, elderly, white_71.png",79.0,0.0
"cashier_male, middle aged, indian_128.png",47.0,1.0
"cashier_male, elderly, white_116.png",79.0,1.0
"cashier_male, elderly, asian_109.png",70.0,1.0
"cashier_male, middle aged, white_147.png",43.0,1.0
"cashier_female, young, black_124.png",24.0,0.0
"cashier_male, middle aged, asian_7.png",55.0,1.0
"cashier_male, young, white_23.png",29.0,1.0
"cashier_female, young, black_131.png",22.0,0.0
"cashier_female, elderly, black_19.png",66.0,0.0
"cashier_female, elderly, indian_140.png",72.0,1.0
"cashier_male, middle aged, asian_54.png",53.0,1.0
"cashier_male, elderly, white_56.png",76.0,1.0
"cashier_female, middle aged, white_113.png",36.0,0.0
"cashier_female, middle aged, indian_16.png",46.0,0.0
"cashier_female, middle aged, asian_120.png",29.0,0.0
"cashier_female, middle aged, asian_70.png",28.0,0.0
"cashier_female, young, asian_143.png",24.0,0.0
"cashier_male, young, indian_37.png",30.0,1.0
"cashier_female, middle aged, black_97.png",30.0,0.0
"cashier_male, elderly, indian_45.png",,
"cashier_female, young, black_86.png",22.0,0.0
"cashier_female, elderly, white_100.png",76.0,0.0
"cashier_male, elderly, black_106.png",70.0,1.0
"cashier_male, middle aged, indian_31.png",44.0,1.0
"cashier_male, middle aged, asian_111.png",64.0,1.0
"cashier_male, middle aged, black_138.png",43.0,1.0
"cashier_male, middle aged, black_81.png",36.0,1.0
"cashier_female, elderly, white_21.png",76.0,0.0
"cashier_female, young, indian_43.png",26.0,0.0
"cashier_male, young, white_99.png",35.0,1.0
"cashier_female, elderly, asian_122.png",71.0,0.0
"cashier_male, elderly, black_60.png",49.0,1.0
"cashier_male, elderly, indian_34.png",60.0,1.0
"cashier_female, elderly, white_42.png",75.0,0.0
"cashier_female, young, black_55.png",28.0,0.0
"cashier_female, young, white_69.png",25.0,0.0
"cashier_male, young, black_110.png",33.0,1.0
"cashier_male, middle aged, indian_144.png",30.0,1.0
"cashier_male, elderly, indian_115.png",71.0,1.0
"cashier_male, young, black_28.png",31.0,1.0
"cashier_female, elderly, white_118.png",76.0,0.0
"cashier_female, middle aged, white_53.png",55.0,0.0
"cashier_female, young, white_20.png",27.0,0.0
"cashier_female, elderly, white_79.png",70.0,0.0
"cashier_male, middle aged, asian_146.png",59.0,1.0
"cashier_male, elderly, black_117.png",53.0,1.0
"cashier_female, young, indian_130.png",23.0,0.0
"cashier_female, elderly, indian_98.png",70.0,1.0
"cashier_female, elderly, white_148.png",79.0,0.0
"cashier_male, middle aged, indian_62.png",45.0,1.0
"cashier_male, middle aged, asian_52.png",50.0,1.0
"cashier_female, middle aged, asian_1.png",53.0,0.0
"cashier_male, young, white_8.png",32.0,1.0
"cashier_female, young, asian_0.png",24.0,0.0
"cashier_female, middle aged, black_77.png",43.0,0.0
"cashier_female, young, asian_139.png",25.0,0.0
"cashier_female, middle aged, indian_121.png",23.0,0.0
"cashier_male, young, indian_3.png",31.0,1.0
"cashier_female, middle aged, black_82.png",29.0,0.0
"cashier_male, young, white_22.png",32.0,1.0
"cashier_male, young, asian_76.png",28.0,1.0
"cashier_male, middle aged, asian_32.png",47.0,1.0
"cashier_male, middle aged, white_102.png",49.0,1.0
"cashier_male, young, white_129.png",34.0,1.0
