image,age_insightface,gender_insightface
writer_75 years old_2.png,79.0,1.0
writer_75 years old_46.png,,
writer_75 years old_12.png,75.0,1.0
writer_75 years old_14.png,79.0,1.0
writer_75 years old_39.png,79.0,1.0
writer_75 years old_41.png,75.0,1.0
writer_75 years old_0.png,75.0,1.0
writer_75 years old_33.png,78.0,1.0
writer_75 years old_30.png,84.0,1.0
writer_75 years old_35.png,81.0,1.0
writer_75 years old_9.png,76.0,1.0
writer_75 years old_20.png,80.0,1.0
writer_75 years old_3.png,,
writer_75 years old_29.png,80.0,1.0
writer_75 years old_47.png,80.0,1.0
writer_75 years old_11.png,80.0,1.0
writer_75 years old_27.png,82.0,1.0
writer_75 years old_15.png,79.0,1.0
writer_75 years old_6.png,80.0,1.0
writer_75 years old_36.png,82.0,1.0
writer_75 years old_8.png,75.0,1.0
writer_75 years old_48.png,85.0,1.0
writer_75 years old_32.png,,
writer_75 years old_7.png,83.0,1.0
writer_75 years old_21.png,78.0,1.0
writer_75 years old_49.png,74.0,1.0
writer_75 years old_38.png,80.0,1.0
writer_75 years old_34.png,80.0,1.0
writer_75 years old_40.png,78.0,1.0
writer_75 years old_31.png,55.0,1.0
writer_75 years old_1.png,80.0,1.0
writer_75 years old_16.png,80.0,1.0
writer_75 years old_44.png,80.0,1.0
writer_75 years old_17.png,77.0,1.0
writer_75 years old_18.png,82.0,1.0
writer_75 years old_10.png,53.0,1.0
writer_75 years old_4.png,77.0,1.0
writer_75 years old_23.png,74.0,1.0
writer_75 years old_37.png,79.0,1.0
writer_75 years old_45.png,81.0,1.0
writer_75 years old_19.png,72.0,1.0
writer_75 years old_26.png,74.0,1.0
writer_75 years old_13.png,81.0,1.0
writer_75 years old_25.png,74.0,1.0
writer_75 years old_28.png,80.0,1.0
writer_75 years old_22.png,78.0,1.0
writer_75 years old_42.png,84.0,1.0
writer_75 years old_43.png,79.0,1.0
writer_75 years old_5.png,77.0,1.0
writer_75 years old_24.png,76.0,1.0
