image,age_deepface,gender_deepface,race_deepface,emotion_deepface,face_confidence_deepface,gender_Woman,gender_Man,race_asian,race_indian,race_black,race_white,race_middle eastern,race_latino hispanic,emotion_angry,emotion_disgust,emotion_fear,emotion_happy,emotion_sad,emotion_surprise,emotion_neutral
judge_40 years old_39.png,47,Man,white,neutral,1.0,0.0057968423,99.99421,1.9573654,2.7579107,0.7007907,41.281113,19.432924,33.869904,0.38755912,1.2050855e-06,0.0050779926,0.051953185,0.4963513,0.004558599,99.054504
judge_40 years old_9.png,46,Man,latino hispanic,neutral,1.0,0.0703628,99.929634,3.6922038,7.8870564,1.759445,31.873274,22.814728,31.97329,26.595324,0.00028788132,1.0422713,0.19890466,16.696375,0.01124322,55.45559
judge_40 years old_20.png,51,Man,middle eastern,neutral,1.0,0.020478576,99.97952,4.4341474,14.136083,3.5340087,18.926605,30.637299,28.33186,0.6007421,4.0382678e-05,0.14679053,0.027362216,3.1593246,0.00019318853,96.065544
judge_40 years old_43.png,50,Man,white,neutral,1.0,0.024667487,99.97533,0.4864186,0.81416297,0.14629316,60.924458,18.352882,19.275785,3.0718043,8.1164664e-08,0.018550728,4.1771545,0.8282675,0.08152713,91.8227
judge_40 years old_13.png,39,Man,middle eastern,neutral,1.0,0.011876906,99.98813,3.8089752,9.649679,7.8413925,22.169533,30.675394,25.855032,0.19575965,5.9224266e-07,0.0038300545,0.0002518992,1.6499959,5.496732e-07,98.15016
judge_40 years old_46.png,50,Man,white,neutral,1.0,0.06339982,99.9366,1.7138021,1.50713,0.21703695,55.459816,12.288271,28.813944,8.760125e-06,4.6588803e-20,1.0433465e-09,0.0013249641,0.0056794393,1.6903181e-12,99.99299
judge_40 years old_37.png,50,Man,white,sad,1.0,0.00496537,99.995026,0.05063183,0.42926463,0.008792194,78.23438,13.853643,7.4232907,3.0341706,6.0196035e-06,5.0409317,0.0029109889,46.622158,0.23222156,45.067608
judge_40 years old_24.png,40,Man,middle eastern,neutral,1.0,0.004969363,99.995026,0.3717449,4.0581517,0.38786152,32.059887,34.56321,28.55915,28.865837,0.00034873805,0.27407154,0.24753901,13.953983,0.066722274,56.591503
judge_40 years old_26.png,36,Man,latino hispanic,neutral,1.0,0.014973928,99.98503,2.0809233,7.1035237,2.0610502,20.875162,18.900112,48.97923,23.847233,1.5757128e-05,0.004628651,0.15374646,2.7524111,2.1743117e-05,73.24194
judge_40 years old_21.png,47,Man,white,happy,1.0,0.06853003,99.931465,0.70088387,1.425392,0.454911,55.515194,9.955193,31.948433,0.04623171,1.6082682e-09,3.7090652e-07,84.79861,0.02412625,2.5517709e-06,15.131042
judge_40 years old_23.png,37,Man,white,neutral,1.0,0.05879138,99.94121,0.022910219,0.029075855,0.002164982,91.70842,4.8277063,3.4097168,1.1901184,5.8372857e-06,0.22854598,2.0110168,0.5087319,0.03740087,96.02418
judge_40 years old_33.png,48,Man,latino hispanic,neutral,1.0,0.013189248,99.9868,0.7616369,2.029789,0.29559916,36.74106,17.683973,42.48795,1.1198887,5.1949205e-09,0.0018663055,0.0019333743,1.6390343,3.3214203e-06,97.237274
judge_40 years old_17.png,49,Man,latino hispanic,neutral,1.0,0.10789231,99.89211,2.876512,5.8256497,0.8863599,24.671747,15.423485,50.31625,25.089382,3.6038957e-05,2.9140928,0.04255448,21.598997,0.0016052304,50.353333
judge_40 years old_12.png,49,Man,middle eastern,neutral,1.0,0.0018557657,99.99814,0.18760018,7.9617133,0.3668822,9.764604,58.192814,23.526388,2.663852,2.2356491e-05,0.10231402,0.030518152,17.03362,3.144363e-05,80.16965
judge_40 years old_25.png,44,Man,white,neutral,1.0,0.0093962215,99.99061,0.008505212,0.06554049,0.0011005256,83.634254,9.9236555,6.3669553,3.4624512,6.3529434e-08,0.0026885506,1.3500974,0.10031044,8.068929e-06,95.08444
judge_40 years old_30.png,48,Man,middle eastern,neutral,1.0,0.0018080437,99.998184,0.30363375,9.356422,0.44235572,8.812668,48.670254,32.414665,19.187733,3.0852648e-06,0.010238971,0.022742074,1.0984352,1.6578277e-05,79.68084
judge_40 years old_0.png,50,Man,white,neutral,1.0,0.04164339,99.95835,5.3811054,3.9693341,1.4862463,39.156555,20.35437,29.65239,23.818861,0.00042741423,2.788098,0.079130664,12.520963,0.035697494,60.75683
judge_40 years old_5.png,45,Man,white,neutral,1.0,0.008457432,99.99154,0.45841476,1.913564,0.13739163,49.465637,33.41836,14.606632,0.65636325,1.6648335e-07,0.0035957904,0.07899514,2.6186879,0.00015250668,96.642204
judge_40 years old_31.png,49,Man,middle eastern,neutral,1.0,0.00024142623,99.99976,0.012128362,3.8688178,0.061513856,8.534138,75.841354,11.682047,34.640972,0.0010899074,0.6864804,0.20703015,15.885912,0.0011365106,48.57738
judge_40 years old_3.png,45,Man,latino hispanic,neutral,1.0,0.12623107,99.87377,21.20133,11.966823,7.107301,12.914104,9.211149,37.599293,0.80597764,7.197766e-07,0.028834125,0.0030673323,2.069629,0.010477943,97.082016
judge_40 years old_15.png,48,Man,white,angry,1.0,0.03179089,99.96821,9.933559e-07,1.3073865e-06,4.4065565e-09,99.973694,0.01581229,0.0104899,78.458595,0.0009808152,0.15570433,0.0017296021,20.026365,2.4255608e-06,1.3566284
judge_40 years old_42.png,38,Man,middle eastern,neutral,1.0,0.009572295,99.990425,0.008186246,0.6453844,0.0077833515,40.392864,51.35002,7.5957646,2.86413,8.65674e-09,0.0016116146,0.048186965,0.80638623,2.551776e-06,96.27968
judge_40 years old_4.png,48,Man,white,sad,1.0,0.0042706155,99.995735,0.0002676146,0.000258455,3.4101745e-06,99.3319,0.2526065,0.41496187,22.538761,0.40351185,16.961319,0.07975886,39.161404,0.34679103,20.508455
judge_40 years old_1.png,43,Man,white,angry,1.0,0.002814727,99.997185,0.025804467,0.03345117,0.00054669235,93.76417,3.917763,2.2582698,88.78957,2.1399698e-08,0.0011662684,0.023219125,0.34002438,0.00023123418,10.845778
judge_40 years old_18.png,41,Man,middle eastern,neutral,1.0,0.06362675,99.93637,0.015932586,0.7261962,0.019678771,30.009932,63.814735,5.4135313,26.489132,0.037642896,3.0918705,1.8907111,23.198935,0.093443096,45.198265
judge_40 years old_41.png,46,Man,white,neutral,1.0,0.016013391,99.98398,0.0055194227,0.021913884,0.0006275083,90.013176,5.1292734,4.829488,0.0008094386,1.3779586e-09,0.0004152479,0.128408,0.12262291,9.88844e-05,99.74765
judge_40 years old_8.png,49,Man,middle eastern,neutral,1.0,0.024318697,99.975685,0.25196007,2.4235106,0.1758992,37.573524,43.15529,16.419823,6.0963674e-05,1.4014753e-23,3.7827363e-11,0.0004662007,1.2237503e-05,4.7753073e-12,99.999466
judge_40 years old_47.png,43,Man,latino hispanic,neutral,1.0,0.07260522,99.9274,3.173405,10.776563,1.7397851,21.731352,26.929182,35.649715,6.204823,5.6090767e-06,1.0010067,0.11608763,10.293008,0.005613666,82.379456
judge_40 years old_19.png,46,Man,white,neutral,1.0,0.020556495,99.97944,0.03307711,0.12104689,0.0035178931,79.667274,9.821569,10.353513,0.3721614,1.5103857e-09,0.214875,9.306926e-05,13.249389,5.637391e-06,86.163475
judge_40 years old_36.png,43,Man,white,neutral,1.0,0.000467803,99.999535,0.14504948,1.8287697,0.12211765,43.458923,37.69255,16.752592,13.156406,0.097875655,0.6239841,0.51780695,17.67263,0.20437294,67.72693
judge_40 years old_7.png,52,Man,white,neutral,1.0,0.014403969,99.985596,3.6834679,3.3888023,0.9243853,48.91244,24.516365,18.574535,0.08103567,4.5808225e-08,0.00367523,0.23072918,0.41336825,0.00010494527,99.27108
judge_40 years old_14.png,39,Man,white,neutral,1.0,0.0026442788,99.99735,0.31119382,1.7005496,0.099918015,48.65011,28.609362,20.628866,9.9519,4.727583e-05,2.6621115,0.16607569,8.19226,0.011845685,79.01576
judge_40 years old_45.png,53,Man,white,sad,1.0,0.07386302,99.92613,0.56761503,4.1607156,0.5388976,45.105354,26.01071,23.616701,20.008144,9.194853e-06,0.23290673,0.0012801817,48.524113,3.5477976e-07,31.233545
judge_40 years old_6.png,49,Man,white,neutral,1.0,0.008608073,99.991394,0.23495294,0.35409233,0.038638107,65.62981,19.661129,14.081377,0.43782428,5.2993805e-09,0.0062218998,0.19865446,0.7903884,0.003537368,98.56338
judge_40 years old_48.png,49,Man,middle eastern,neutral,1.0,0.00031364147,99.99969,0.0025781076,1.3269247,0.022738563,6.6562243,88.24013,3.7514062,9.423194,0.003687396,1.488038,0.18181139,18.817595,0.00092208985,70.08475
judge_40 years old_40.png,42,Man,middle eastern,neutral,1.0,0.004732712,99.99527,0.63586617,7.208921,0.8336956,15.082463,47.815502,28.423552,21.599169,3.4704917e-05,0.12230057,0.14209531,4.3077636,0.00094210485,73.82769
judge_40 years old_38.png,42,Man,white,neutral,1.0,0.019450821,99.98055,0.014585526,0.01935538,0.0006690696,95.04915,2.3062959,2.6099496,3.4025714,0.00015335859,3.5990298,6.7364297,4.2382956,0.6280975,81.395424
judge_40 years old_32.png,45,Man,latino hispanic,neutral,1.0,0.042892214,99.9571,5.453819,10.995802,2.949606,19.255157,24.988792,36.356823,14.297253,7.2617195e-07,0.180063,0.34831768,2.733229,0.00015718454,82.44098
judge_40 years old_44.png,46,Man,asian,neutral,1.0,0.003894262,99.9961,35.70459,9.499981,3.5340376,16.344234,12.94056,21.9766,1.0012119,0.00014565214,0.017680354,34.331604,1.4346128,0.038562465,63.17619
judge_40 years old_34.png,49,Man,white,neutral,1.0,0.0043245656,99.995674,0.11088645,0.3462869,0.032851588,74.42711,11.27267,13.81019,0.1946408,2.889051e-10,0.0008606841,0.2843913,1.1903244,4.482409e-05,98.32974
judge_40 years old_11.png,48,Man,middle eastern,neutral,1.0,0.0013207196,99.99868,0.22498749,6.1952887,0.30376413,14.42278,53.763126,25.09005,23.23581,0.0055633993,0.9823923,0.36265782,16.741539,0.051988125,58.620052
judge_40 years old_35.png,37,Man,white,neutral,1.0,0.00024017374,99.99976,0.28328848,1.3003696,0.08286924,50.291557,32.92023,15.121685,0.3101891,8.8249374e-07,0.117359065,0.05673844,0.14833136,0.24748634,99.119896
judge_40 years old_27.png,44,Man,white,neutral,1.0,0.015974293,99.984024,1.7144563,4.9386477,0.51577556,34.601685,28.970089,29.259348,0.2417741,2.2800967e-05,0.0060485243,0.39889002,2.8972409,0.0001330718,96.455894
judge_40 years old_49.png,41,Man,middle eastern,neutral,1.0,0.013772227,99.98623,1.6907269,6.264162,0.9929447,27.449337,38.884712,24.718117,2.5065246,6.201129e-05,0.12375346,0.1285778,11.102075,0.0012274086,86.13779
judge_40 years old_28.png,43,Man,middle eastern,neutral,1.0,0.055950902,99.944046,0.013833173,0.7619497,0.0070410306,37.28897,56.179226,5.7489786,0.35927945,3.4756033e-07,0.00820871,0.04282621,0.9977944,0.0008198948,98.59107
judge_40 years old_22.png,43,Man,white,angry,1.0,0.04878827,99.95121,3.5607138,6.761988,2.557197,30.013498,27.539173,29.567432,62.008,0.23074317,0.9592914,0.6144344,18.76559,0.013803347,17.40814
judge_40 years old_2.png,42,Man,white,fear,1.0,0.067506135,99.932495,8.695887,4.5655565,1.6783828,35.19906,17.234556,32.62656,12.846173,0.09811451,46.7699,0.016743759,16.25562,0.14592251,23.86752
judge_40 years old_10.png,45,Man,latino hispanic,angry,1.0,0.24650899,99.75349,7.217942,11.48569,3.6428847,22.61581,24.793283,30.244392,51.160492,7.035511,21.548492,0.99560505,7.752347,0.59232116,10.915235
judge_40 years old_16.png,45,Man,white,neutral,1.0,0.19027403,99.80972,8.319646,3.9512897,1.190165,42.288845,18.770744,25.479313,32.423393,0.05898182,1.1854597,0.12761994,15.623887,0.15403469,50.42663
judge_40 years old_29.png,50,Man,white,angry,1.0,0.016587105,99.983406,0.3430069,0.8116538,0.063914366,70.77028,11.129739,16.881409,72.81155,0.00033170817,0.66123694,2.119344,3.0122626,0.017667567,21.377617
