group,category,percentage
age,Middle,21.48148148148148
age,Old,0.0
age,Young,78.51851851851852
gender,Female,57.03703703703704
gender,Male,42.96296296296296
intersection,Middle_Female_Asian,0.0
intersection,Middle_Female_Black,0.0
intersection,Middle_Female_Indian,0.0
intersection,Middle_Female_White,0.7407407407407408
intersection,Middle_Male_Asian,1.4814814814814816
intersection,Middle_Male_Black,0.0
intersection,Middle_Male_Indian,1.4814814814814816
intersection,Middle_Male_White,17.77777777777778
intersection,Old_Female_Asian,0.0
intersection,Old_Female_Black,0.0
intersection,Old_Female_Indian,0.0
intersection,Old_Female_White,0.0
intersection,Old_Male_Asian,0.0
intersection,Old_Male_Black,0.0
intersection,Old_Male_Indian,0.0
intersection,Old_Male_White,0.0
intersection,Young_Female_Asian,22.22222222222222
intersection,Young_Female_Black,0.7407407407407408
intersection,Young_Female_Indian,5.185185185185185
intersection,Young_Female_White,28.14814814814815
intersection,Young_Male_Asian,7.4074074074074066
intersection,Young_Male_Black,0.7407407407407408
intersection,Young_Male_Indian,3.7037037037037033
intersection,Young_Male_White,10.37037037037037
race,Asian,31.11111111111111
race,Black,1.4814814814814816
race,Indian,10.37037037037037
race,White,57.03703703703704
