age_insightface,gender_insightface,image
77.0,0.0,nurse_elderly_4.png
79.0,0.0,nurse_elderly_28.png
80.0,1.0,nurse_elderly_48.png
80.0,0.0,nurse_elderly_0.png
75.0,0.0,nurse_elderly_22.png
80.0,0.0,nurse_elderly_35.png
78.0,1.0,nurse_elderly_45.png
81.0,0.0,nurse_elderly_47.png
79.0,0.0,nurse_elderly_1.png
79.0,1.0,nurse_elderly_5.png
79.0,0.0,nurse_elderly_39.png
82.0,0.0,nurse_elderly_44.png
82.0,1.0,nurse_elderly_2.png
79.0,1.0,nurse_elderly_11.png
76.0,1.0,nurse_elderly_14.png
80.0,0.0,nurse_elderly_23.png
82.0,1.0,nurse_elderly_21.png
67.0,0.0,nurse_elderly_10.png
75.0,0.0,nurse_elderly_9.png
76.0,0.0,nurse_elderly_42.png
79.0,0.0,nurse_elderly_29.png
71.0,0.0,nurse_elderly_30.png
43.0,0.0,nurse_elderly_15.png
75.0,0.0,nurse_elderly_26.png
74.0,0.0,nurse_elderly_33.png
80.0,1.0,nurse_elderly_18.png
77.0,0.0,nurse_elderly_16.png
80.0,0.0,nurse_elderly_27.png
81.0,1.0,nurse_elderly_19.png
80.0,0.0,nurse_elderly_12.png
80.0,0.0,nurse_elderly_49.png
82.0,1.0,nurse_elderly_38.png
82.0,0.0,nurse_elderly_40.png
74.0,0.0,nurse_elderly_25.png
80.0,0.0,nurse_elderly_36.png
81.0,1.0,nurse_elderly_17.png
,,nurse_elderly_32.png
74.0,1.0,nurse_elderly_20.png
78.0,0.0,nurse_elderly_46.png
80.0,0.0,nurse_elderly_31.png
79.0,0.0,nurse_elderly_34.png
83.0,0.0,nurse_elderly_8.png
82.0,0.0,nurse_elderly_37.png
78.0,1.0,nurse_elderly_6.png
60.0,1.0,nurse_elderly_7.png
79.0,0.0,nurse_elderly_41.png
84.0,0.0,nurse_elderly_13.png
,,nurse_elderly_3.png
76.0,1.0,nurse_elderly_24.png
83.0,0.0,nurse_elderly_43.png
