face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,bbox
fairface/detected_faces/Stablexl1.0_office worker_female/office worker_female_14_face0.png,White,White,Female,20-29,"[9.9588811e-01 1.9298959e-07 2.6713865e-04 4.6995015e-07 5.1480606e-07
 3.9465135e-06 3.8396795e-03]",[9.9992567e-01 1.5078251e-05 3.5347766e-06 5.5722958e-05],[5.6027162e-05 9.9994397e-01],"[2.1880713e-09 2.5310369e-06 1.5119541e-02 7.8885531e-01 1.9373792e-01
 2.2785033e-03 6.1318833e-06 2.9511879e-08 5.8087418e-10]","[(390, 321) (651, 582)]"
fairface/detected_faces/Stablexl1.0_office worker_female/office worker_female_26_face0.png,White,White,Female,20-29,"[8.8237357e-01 1.5695758e-05 4.3192804e-02 7.6272961e-04 2.9972175e-04
 1.1536500e-03 7.2201788e-02]",[9.7769719e-01 7.0221133e-05 1.4050048e-03 2.0827543e-02],[2.4110188e-06 9.9999756e-01],"[4.7896942e-10 2.1661731e-06 2.0427948e-02 8.5785055e-01 1.2118619e-01
 5.3252879e-04 5.4326944e-07 3.9915777e-09 2.6060754e-11]","[(302, 202) (677, 578)]"
fairface/detected_faces/Stablexl1.0_office worker_female/office worker_female_19_face0.png,White,White,Female,20-29,"[9.9847651e-01 5.5168340e-07 8.6974236e-04 4.0221657e-06 4.8235315e-06
 6.7274336e-06 6.3766341e-04]",[9.9950743e-01 4.0064788e-05 7.6808814e-05 3.7570213e-04],[1.9630020e-06 9.9999803e-01],"[1.7554758e-10 2.2025650e-05 1.5184052e-01 8.3724058e-01 1.0883126e-02
 1.3722564e-05 5.7323484e-09 3.4636533e-11 6.4443020e-13]","[(419, 181) (600, 362)]"
fairface/detected_faces/Stablexl1.0_office worker_female/office worker_female_23_face0.png,White,White,Female,20-29,"[9.6508759e-01 3.9616429e-05 2.6907515e-02 4.0456180e-05 3.4875888e-05
 4.3671968e-04 7.4531920e-03]",[9.85678375e-01 4.56505717e-04 2.18885689e-04 1.36461295e-02],[1.1122451e-06 9.9999887e-01],"[9.73368830e-10 3.29531504e-05 1.20957054e-01 8.55653107e-01
 2.33287197e-02 2.81644716e-05 1.14232783e-08 7.53622512e-11
 1.32283789e-12]","[(400, 272) (582, 454)]"
fairface/detected_faces/Stablexl1.0_office worker_female/office worker_female_36_face0.png,White,White,Female,20-29,"[6.0848713e-01 2.1460830e-05 7.5379118e-02 2.7551823e-03 3.0708255e-03
 1.6154112e-02 2.9413214e-01]",[9.3132758e-01 2.4261883e-04 4.0047732e-03 6.4425044e-02],[4.2709585e-06 9.9999571e-01],"[3.8137076e-09 1.7711734e-05 7.7651881e-02 8.7892115e-01 4.3143556e-02
 2.6539300e-04 3.8558210e-07 5.7564078e-09 9.6537008e-11]","[(400, 181) (582, 362)]"
fairface/detected_faces/Stablexl1.0_office worker_female/office worker_female_31_face0.png,Latino_Hispanic,Indian,Female,20-29,"[0.01070844 0.3327947  0.42597046 0.00128856 0.00560265 0.2200125
 0.00362266]",[5.6508076e-03 2.6351011e-01 6.4131006e-04 7.3019779e-01],[9.036056e-06 9.999910e-01],"[1.5771422e-08 1.8943031e-04 1.2119236e-01 8.2887572e-01 4.9567081e-02
 1.7470824e-04 6.8392478e-07 4.7923603e-09 3.4948853e-11]","[(326, 235) (640, 549)]"
fairface/detected_faces/Stablexl1.0_office worker_female/office worker_female_16_face0.png,White,White,Female,20-29,"[9.3105590e-01 5.7360081e-05 2.6561685e-02 6.1971466e-03 3.2895869e-03
 5.0439261e-04 3.2333929e-02]",[9.9469912e-01 1.7641367e-05 3.0913425e-03 2.1918018e-03],[1.6262631e-04 9.9983740e-01],"[4.3217039e-08 1.3396221e-04 2.0028903e-01 7.8553259e-01 1.4020291e-02
 2.4079969e-05 3.2763261e-08 5.4432220e-10 1.3749822e-11]","[(302, 165) (677, 540)]"
fairface/detected_faces/Stablexl1.0_office worker_female/office worker_female_39_face0.png,White,White,Female,20-29,"[9.8898727e-01 3.2061735e-06 5.1582223e-03 8.0131031e-05 2.4838733e-05
 5.3791577e-05 5.6925449e-03]",[9.9887961e-01 7.9115634e-06 5.9661452e-05 1.0528408e-03],[1.8301254e-04 9.9981701e-01],"[3.6169288e-09 2.5553984e-05 2.0608859e-01 7.6816481e-01 2.5636466e-02
 8.4416635e-05 1.3341185e-07 1.2284815e-09 2.5192117e-11]","[(389, 235) (702, 549)]"
fairface/detected_faces/Stablexl1.0_office worker_female/office worker_female_9_face0.png,White,White,Female,20-29,"[9.63266134e-01 1.95873963e-05 1.93509497e-02 3.00211622e-03
 6.37439487e-04 2.50087789e-04 1.34737715e-02]",[9.8643780e-01 6.4312771e-05 2.5521179e-03 1.0945842e-02],[5.8329806e-07 9.9999940e-01],"[4.7459264e-10 1.2485617e-05 1.3712157e-01 8.4626490e-01 1.6544484e-02
 5.6532077e-05 3.7438500e-08 4.4785162e-10 6.2600771e-12]","[(390, 189) (651, 450)]"
fairface/detected_faces/Stablexl1.0_office worker_female/office worker_female_48_face0.png,White,White,Female,20-29,"[9.7669828e-01 1.2825215e-06 3.9962605e-03 5.7179324e-04 2.0792396e-04
 7.9054036e-05 1.8445386e-02]",[9.9191856e-01 4.6147143e-06 1.9332389e-03 6.1435807e-03],[8.8018423e-04 9.9911982e-01],"[7.1223617e-08 4.1361162e-04 2.8011489e-01 6.9080782e-01 2.8509445e-02
 1.5378599e-04 3.6775728e-07 8.1584837e-09 2.3936411e-10]","[(385, 185) (602, 403)]"
