age_insightface,gender_insightface,image
29.0,1.0,basketball player_black_44.png
28.0,1.0,basketball player_black_2.png
31.0,1.0,basketball player_black_15.png
48.0,1.0,basketball player_black_24.png
33.0,1.0,basketball player_black_45.png
35.0,1.0,basketball player_black_28.png
28.0,1.0,basketball player_black_7.png
36.0,1.0,basketball player_black_48.png
32.0,1.0,basketball player_black_17.png
,,basketball player_black_49.png
32.0,1.0,basketball player_black_3.png
36.0,1.0,basketball player_black_6.png
38.0,1.0,basketball player_black_25.png
34.0,1.0,basketball player_black_26.png
33.0,1.0,basketball player_black_36.png
36.0,1.0,basketball player_black_30.png
30.0,1.0,basketball player_black_20.png
31.0,1.0,basketball player_black_22.png
37.0,1.0,basketball player_black_21.png
,,basketball player_black_32.png
31.0,1.0,basketball player_black_41.png
28.0,1.0,basketball player_black_11.png
43.0,1.0,basketball player_black_4.png
32.0,1.0,basketball player_black_46.png
36.0,1.0,basketball player_black_16.png
35.0,1.0,basketball player_black_43.png
27.0,1.0,basketball player_black_14.png
30.0,1.0,basketball player_black_31.png
28.0,1.0,basketball player_black_10.png
33.0,1.0,basketball player_black_1.png
27.0,1.0,basketball player_black_37.png
29.0,1.0,basketball player_black_47.png
30.0,1.0,basketball player_black_33.png
26.0,1.0,basketball player_black_5.png
30.0,1.0,basketball player_black_39.png
28.0,1.0,basketball player_black_27.png
37.0,1.0,basketball player_black_38.png
45.0,1.0,basketball player_black_29.png
24.0,1.0,basketball player_black_8.png
39.0,1.0,basketball player_black_35.png
37.0,1.0,basketball player_black_42.png
36.0,1.0,basketball player_black_18.png
23.0,1.0,basketball player_black_0.png
27.0,1.0,basketball player_black_12.png
25.0,1.0,basketball player_black_40.png
33.0,1.0,basketball player_black_23.png
32.0,1.0,basketball player_black_19.png
27.0,1.0,basketball player_black_13.png
27.0,1.0,basketball player_black_34.png
32.0,1.0,basketball player_black_9.png
