age_insightface,gender_insightface,image
45.0,1.0,psychologist_white_31.png
53.0,1.0,psychologist_white_0.png
49.0,0.0,psychologist_white_38.png
56.0,1.0,psychologist_white_13.png
53.0,0.0,psychologist_white_16.png
42.0,1.0,psychologist_white_28.png
57.0,1.0,psychologist_white_34.png
52.0,0.0,psychologist_white_14.png
44.0,1.0,psychologist_white_7.png
55.0,1.0,psychologist_white_3.png
43.0,0.0,psychologist_white_39.png
62.0,0.0,psychologist_white_37.png
66.0,1.0,psychologist_white_48.png
41.0,1.0,psychologist_white_26.png
42.0,0.0,psychologist_white_5.png
30.0,0.0,psychologist_white_35.png
,,psychologist_white_18.png
69.0,0.0,psychologist_white_15.png
45.0,1.0,psychologist_white_2.png
48.0,1.0,psychologist_white_1.png
,,psychologist_white_19.png
41.0,1.0,psychologist_white_20.png
69.0,1.0,psychologist_white_33.png
35.0,1.0,psychologist_white_32.png
63.0,0.0,psychologist_white_44.png
33.0,0.0,psychologist_white_17.png
48.0,1.0,psychologist_white_47.png
50.0,1.0,psychologist_white_6.png
69.0,1.0,psychologist_white_43.png
40.0,1.0,psychologist_white_36.png
35.0,0.0,psychologist_white_25.png
54.0,1.0,psychologist_white_9.png
24.0,0.0,psychologist_white_22.png
28.0,0.0,psychologist_white_30.png
55.0,1.0,psychologist_white_42.png
41.0,1.0,psychologist_white_4.png
58.0,1.0,psychologist_white_27.png
52.0,1.0,psychologist_white_49.png
40.0,0.0,psychologist_white_8.png
41.0,1.0,psychologist_white_11.png
71.0,1.0,psychologist_white_10.png
,,psychologist_white_45.png
59.0,1.0,psychologist_white_46.png
63.0,0.0,psychologist_white_24.png
74.0,1.0,psychologist_white_21.png
28.0,0.0,psychologist_white_23.png
36.0,1.0,psychologist_white_41.png
24.0,1.0,psychologist_white_40.png
69.0,1.0,psychologist_white_29.png
56.0,1.0,psychologist_white_12.png
