age_insightface,gender_insightface,image
39.0,1.0,journalist_black_17.png
53.0,1.0,journalist_black_28.png
52.0,0.0,journalist_black_38.png
43.0,1.0,journalist_black_8.png
48.0,1.0,journalist_black_23.png
33.0,1.0,journalist_black_45.png
38.0,1.0,journalist_black_6.png
66.0,1.0,journalist_black_24.png
27.0,1.0,journalist_black_22.png
46.0,1.0,journalist_black_1.png
39.0,1.0,journalist_black_5.png
,,journalist_black_32.png
,,journalist_black_49.png
45.0,1.0,journalist_black_4.png
37.0,1.0,journalist_black_34.png
33.0,1.0,journalist_black_42.png
28.0,1.0,journalist_black_12.png
34.0,1.0,journalist_black_31.png
40.0,1.0,journalist_black_11.png
59.0,1.0,journalist_black_39.png
34.0,1.0,journalist_black_21.png
28.0,1.0,journalist_black_30.png
56.0,1.0,journalist_black_35.png
44.0,1.0,journalist_black_29.png
26.0,1.0,journalist_black_7.png
54.0,1.0,journalist_black_20.png
24.0,1.0,journalist_black_18.png
23.0,1.0,journalist_black_33.png
24.0,1.0,journalist_black_26.png
45.0,1.0,journalist_black_10.png
30.0,1.0,journalist_black_25.png
41.0,1.0,journalist_black_9.png
26.0,1.0,journalist_black_40.png
32.0,0.0,journalist_black_0.png
34.0,1.0,journalist_black_19.png
26.0,1.0,journalist_black_43.png
36.0,1.0,journalist_black_3.png
52.0,1.0,journalist_black_15.png
51.0,1.0,journalist_black_27.png
41.0,1.0,journalist_black_41.png
34.0,1.0,journalist_black_37.png
44.0,1.0,journalist_black_16.png
22.0,1.0,journalist_black_2.png
46.0,1.0,journalist_black_36.png
45.0,1.0,journalist_black_44.png
53.0,1.0,journalist_black_48.png
24.0,1.0,journalist_black_14.png
,,journalist_black_46.png
52.0,1.0,journalist_black_47.png
40.0,1.0,journalist_black_13.png
