image,gender,age,race,gender_fair,gender_deepface,gender_insightface,equal_gender,gender_scores_fair,gender_scores_deep,age_fair,age_deepface,age_insightface,age_bin_fair,age_bin_insightface,equal_age,age_scores_fair,age_diff,race_fair,race4_deepface,equal_race,face_fair,bbox
teacher_40 years old_0.png,Female,Middle,White,Female,Female,Female,True,[4.947645e-04 9.995052e-01],"[0.011783617, 0.9882162999999999]",50-59,43,76.0,Middle,Old,True,"[2.0040752e-06 1.7645933e-05 1.3401479e-04 3.4056627e-04 1.1428331e-02
 1.4153373e-01 5.6295902e-01 2.6735592e-01 1.6228750e-02]",12,White,White,True,0,[302 279 677 654]
teacher_40 years old_1.png,Female,Middle,White,Female,Female,Female,True,[6.704945e-04 9.993295e-01],"[0.19127447, 0.8087255999999999]",50-59,56,72.0,Middle,Old,True,"[2.0415528e-06 5.2956880e-06 1.5374742e-05 3.3730470e-05 1.6648861e-03
 4.5965794e-02 4.6942735e-01 4.3739191e-01 4.5493629e-02]",1,White,White,True,0,[202 183 743 724]
teacher_40 years old_10.png,Male,Middle,White,Male,Male,Male,True,[9.9999577e-01 4.2699648e-06],"[0.99498024, 0.005019728]",40-49,39,62.0,Middle,Old,True,"[2.8383411e-06 5.0596991e-06 9.7226541e-05 9.7730267e-04 8.7851465e-02
 7.4786216e-01 1.6212848e-01 1.0715591e-03 4.0083364e-06]",6,White,White,True,0,[302 240 677 615]
teacher_40 years old_11.png,Female,Old,White,Female,Female,Female,True,[1.9734558e-05 9.9998021e-01],"[3.9901184e-05, 0.9999601]",60-69,54,67.0,Old,Old,False,"[9.0388750e-07 9.0169769e-06 2.9954879e-05 2.4648270e-05 1.3305771e-03
 3.0298848e-02 4.1390947e-01 5.1976413e-01 3.4632351e-02]",11,White,White,True,0,[302 279 677 654]
teacher_40 years old_12.png,Female,Middle,White,Female,Female,Female,True,[0.00286568 0.9971343 ],"[0.00114007086, 0.9988599]",40-49,46,63.0,Middle,Old,True,"[1.3046180e-06 4.2162494e-05 1.6620661e-03 4.0192548e-03 7.4830808e-02
 4.5742875e-01 4.3697768e-01 2.4668282e-02 3.6968850e-04]",1,White,White,True,0,[248 261 698 711]
teacher_40 years old_13.png,Female,Middle,White,Female,Female,Female,True,[5.8496854e-04 9.9941498e-01],"[0.0023478144000000003, 0.9976522]",50-59,52,70.0,Middle,Old,True,"[8.5631103e-07 7.7166696e-06 8.8764042e-05 1.9723688e-04 9.3124807e-03
 1.4824487e-01 6.2518090e-01 2.0902003e-01 7.9471627e-03]",3,White,White,True,0,[248 168 698 619]
teacher_40 years old_14.png,Female,Middle,White,Female,Female,Female,True,[0.00152308 0.9984769 ],"[0.21227926, 0.7877206999999999]",50-59,41,62.0,Middle,Old,True,"[5.4240354e-07 1.2146317e-05 4.0675324e-04 2.0163967e-03 3.8164940e-02
 3.9189586e-01 5.1898932e-01 4.6582144e-02 1.9319670e-03]",14,White,White,True,0,[248 261 698 711]
teacher_40 years old_15.png,Female,Middle,White,Female,Female,Female,True,[3.5804874e-04 9.9964190e-01],"[0.0010625873, 0.99893745]",50-59,42,71.0,Middle,Old,True,"[9.3898717e-07 1.3909143e-05 1.5811250e-04 1.5514587e-04 2.5226537e-03
 4.2794071e-02 4.3267471e-01 4.3158209e-01 9.0098388e-02]",13,White,White,True,0,[248 215 698 665]
teacher_40 years old_16.png,Female,Middle,White,Female,Female,Female,True,[8.6515691e-05 9.9991345e-01],"[0.0001923971, 0.9998077000000001]",50-59,54,71.0,Middle,Old,True,"[1.1213014e-06 8.2329962e-06 4.0987685e-05 1.2719711e-04 5.9267916e-03
 8.3351262e-02 5.7031417e-01 3.1867206e-01 2.1558205e-02]",1,White,White,True,0,[263 202 640 578]
teacher_40 years old_17.png,Female,Middle,White,Female,Female,Female,True,[4.146363e-05 9.999585e-01],"[2.3317777e-05, 0.99997665]",50-59,54,71.0,Middle,Old,True,"[1.4000194e-06 1.3614129e-05 7.2860406e-05 7.6064658e-05 5.9208930e-03
 1.2367051e-01 5.7200670e-01 2.8372344e-01 1.4514546e-02]",1,White,White,True,0,[202 183 743 724]
