image,gender,age,race,gender_fair,gender_deepface,gender_insightface,equal_gender,gender_scores_fair,gender_scores_deep,age_fair,age_deepface,age_insightface,age_bin_fair,age_bin_insightface,equal_age,age_scores_fair,age_diff,race_fair,race4_deepface,equal_race,face_fair,bbox
judge_20 years old_1.png,Male,Young,White,Male,Male,Male,True,[0.9947733  0.00522664],"[0.9930757, 0.006924235]",10-19,24,27.0,Young,Young,True,"[7.9910353e-07 1.1280839e-02 8.0897176e-01 1.7722854e-01 2.4942865e-03
 2.3719067e-05 8.1928341e-08 4.1812607e-09 1.7600509e-10]",9,White,White,True,0,[302 316 677 692]
judge_20 years old_10.png,Male,Young,White,Male,Male,Male,True,[9.9999911e-01 8.8924145e-07],"[0.988361, 0.01163897]",10-19,28,32.0,Young,Middle,True,"[2.0531798e-08 1.0287561e-04 5.3133112e-01 4.6490538e-01 3.6377241e-03
 2.2804779e-05 4.7727845e-08 1.7596740e-09 1.7972559e-11]",13,White,White,True,0,[302 202 677 578]
judge_20 years old_11.png,Female,Young,Indian,Female,Female,Female,True,[0.0331351 0.9668649],"[0.00019366285, 0.9998064]",10-19,25,23.0,Young,Young,True,"[6.2140389e-06 4.7971632e-02 8.1581986e-01 1.3328190e-01 2.8824022e-03
 3.7693382e-05 1.8767646e-07 1.8726766e-08 6.4562833e-10]",10,Indian,White,False,0,[302 202 677 578]
judge_20 years old_12.png,Male,Young,White,Male,Male,Male,True,[0.99759007 0.00240994],"[0.9746245, 0.025375452]",10-19,25,22.0,Young,Young,True,"[2.5457757e-07 2.2773701e-03 8.5440475e-01 1.4115733e-01 2.1363606e-03
 2.3833476e-05 7.3422385e-08 4.3839310e-09 9.5471013e-11]",10,White,White,True,0,[302 240 677 615]
judge_20 years old_13.png,Male,Young,Indian,Male,Male,Male,True,[0.613407   0.38659295],"[0.78481415, 0.2151858]",10-19,28,24.0,Young,Young,True,"[4.9077494e-07 6.1637764e-03 7.1523994e-01 2.7310821e-01 5.4281326e-03
 5.9102709e-05 2.9692583e-07 1.9737982e-08 5.6418964e-10]",13,Indian,White,False,0,[302 202 677 578]
judge_20 years old_14.png,Male,Young,White,Male,Male,Male,True,[9.999194e-01 8.061270e-05],"[0.9995033999999999, 0.00049666803]",10-19,22,27.0,Young,Young,True,"[5.7526618e-06 3.6656789e-03 6.2247545e-01 3.5277995e-01 2.0696139e-02
 3.7415911e-04 2.7341941e-06 9.3533103e-08 2.2106359e-09]",7,White,White,True,0,[302 202 677 578]
judge_20 years old_15.png,Female,Young,Asian,Female,Female,Female,True,[0.00122822 0.9987718 ],"[0.0009378971999999999, 0.9990621000000001]",20-29,37,50.0,Young,Middle,False,"[1.5771180e-07 3.8267288e-05 3.9540272e-02 6.6237056e-01 2.9140896e-01
 6.5817758e-03 5.8183672e-05 1.8080206e-06 1.4252798e-08]",12,Asian,Asian,True,0,[363 241 624 503]
judge_20 years old_16.png,Male,Young,Asian,Male,Male,Male,True,[0.998374   0.00162596],"[0.97936615, 0.0206339]",20-29,25,24.0,Young,Young,True,"[7.5597109e-07 1.5400676e-03 4.3743452e-01 5.4933470e-01 1.1571777e-02
 1.1739880e-04 6.0838778e-07 5.6525007e-08 1.1659429e-09]",0,Asian,Asian,True,0,[248 261 698 711]
judge_20 years old_17.png,Female,Young,Asian,Female,Female,Female,True,[0.0129817  0.98701835],"[0.1090745, 0.8909255]",10-19,26,26.0,Young,Young,True,"[3.2127889e-07 3.0932720e-03 5.2422577e-01 4.6627802e-01 6.3574002e-03
 4.5089277e-05 9.4485280e-08 6.9324471e-09 1.7704058e-10]",11,Asian,Asian,True,0,[339 202 715 578]
judge_20 years old_18.png,Male,Young,Indian,Male,Male,Male,True,[0.78983796 0.21016209],"[0.8899134, 0.11008659]",20-29,31,27.0,Young,Young,False,"[4.0721886e-07 1.8217930e-04 2.0610403e-01 7.1151400e-01 8.0500260e-02
 1.6864764e-03 1.2185599e-05 4.5981670e-07 1.0756438e-08]",6,Indian,White,False,0,[358 267 670 581]
