image,gender,age,race,gender_fair,gender_deepface,gender_insightface,equal_gender,gender_scores_fair,gender_scores_deep,age_fair,age_deepface,age_insightface,age_bin_fair,age_bin_insightface,equal_age,age_scores_fair,age_diff,race_fair,race4_deepface,equal_race,face_fair,bbox
teacher_20 years old_0.png,Female,Young,White,Female,Female,Female,True,[9.7586535e-06 9.9999028e-01],"[3.8946824e-06, 0.999996]",10-19,31,24.0,Young,Young,False,"[2.9626948e-08 1.2461864e-03 5.7128716e-01 4.2576441e-01 1.6968824e-03
 5.3153949e-06 5.6709268e-09 1.2100040e-10 5.9497680e-12]",16,White,White,True,0,[358 172 670 485]
teacher_20 years old_1.png,Male,Young,White,Male,Male,Male,True,[9.9994844e-01 5.1543760e-05],"[0.9966154, 0.0033846244]",20-29,25,26.0,Young,Young,True,"[8.5486363e-08 1.5060604e-04 4.6614882e-01 5.3145856e-01 2.2346531e-03
 7.2285443e-06 1.6546720e-08 6.3971572e-10 1.6905456e-11]",0,White,White,True,0,[302 279 677 654]
teacher_20 years old_11.png,Female,Young,White,Female,Female,Female,True,[6.3079686e-05 9.9993694e-01],"[0.0003085954, 0.9996915]",10-19,26,28.0,Young,Young,True,"[9.7853965e-09 5.1343045e-04 7.2637469e-01 2.7172258e-01 1.3836114e-03
 5.6347772e-06 8.2511313e-09 2.1110527e-10 1.4864214e-11]",11,White,White,True,0,[339 279 715 654]
teacher_20 years old_12.png,Female,Young,White,Female,Female,Female,True,[1.5396242e-06 9.9999851e-01],"[8.911014999999999e-05, 0.9999108]",20-29,26,23.0,Young,Young,True,"[1.3433190e-09 9.6418677e-05 3.6520162e-01 6.2573004e-01 8.9310100e-03
 4.0880001e-05 2.7220219e-08 3.5354447e-10 1.1984561e-11]",1,White,White,True,0,[294 261 744 711]
teacher_20 years old_13.png,Female,Young,White,Female,Female,Female,True,[1.2440738e-04 9.9987561e-01],"[0.010439780999999999, 0.98956024]",10-19,27,27.0,Young,Young,True,"[3.0025078e-08 1.2060368e-03 6.1877596e-01 3.7691692e-01 3.0818954e-03
 1.9119547e-05 1.5677639e-08 3.3394795e-10 1.2026144e-11]",12,White,White,True,0,[302 354 677 730]
teacher_20 years old_14.png,Male,Young,White,Male,Male,Male,True,[9.992701e-01 7.299322e-04],"[0.9964187, 0.0035812889999999997]",10-19,26,26.0,Young,Young,True,"[3.9022776e-08 2.1447573e-04 5.3773403e-01 4.5889437e-01 3.1401939e-03
 1.6756718e-05 5.0510682e-08 1.4583881e-09 5.9081157e-11]",11,White,White,True,0,[389 172 702 485]
teacher_20 years old_15.png,Male,Young,White,Male,Male,Male,True,[9.9998057e-01 1.9432609e-05],"[0.9970825000000001, 0.0029174793]",10-19,26,38.0,Young,Middle,True,"[2.8122167e-07 5.4945674e-04 7.7903342e-01 2.1526052e-01 4.9473597e-03
 2.0705700e-04 1.8748499e-06 5.6780635e-08 1.5970953e-09]",11,White,White,True,0,[780 764 931 915]
teacher_20 years old_16.png,Male,Young,White,Male,Male,Male,True,[9.9984002e-01 1.5996817e-04],"[0.99791565, 0.0020843491]",20-29,24,32.0,Young,Middle,True,"[8.50996429e-08 8.79751969e-05 8.84819627e-02 8.86457384e-01
 2.48605553e-02 1.11749345e-04 2.63203475e-07 7.87596832e-09
 2.59644972e-10]",1,White,White,True,0,[326 203 640 517]
teacher_20 years old_17.png,Male,Young,White,Male,Male,Male,True,[9.9995297e-01 4.7072423e-05],"[0.99774536, 0.0022546077]",10-19,25,31.0,Young,Middle,True,"[1.0327230e-07 2.4668968e-03 9.1244304e-01 8.4746800e-02 3.3977130e-04
 3.3560527e-06 1.1482823e-08 4.9793503e-10 2.0791565e-11]",10,White,White,True,0,[302 240 677 615]
teacher_20 years old_18.png,Male,Young,Indian,Male,Male,Male,True,[9.9999821e-01 1.7894822e-06],"[0.99968124, 0.00031873344999999996]",20-29,22,28.0,Young,Young,True,"[3.1730434e-07 6.1731454e-04 1.7169099e-01 8.0373341e-01 2.3778327e-02
 1.7932532e-04 3.3512512e-07 9.3597459e-09 2.1613823e-10]",3,Indian,White,False,0,[302 202 677 578]
teacher_20 years old_19.png,Male,Young,White,Male,Male,Male,True,[0.9013325  0.09866753],"[0.9975206, 0.002479381]",20-29,22,34.0,Young,Middle,True,"[1.6287531e-07 3.8873797e-04 4.6582019e-01 5.2790284e-01 5.8566621e-03
 3.1286636e-05 9.6366428e-08 2.2658437e-09 1.5393033e-10]",3,White,White,True,0,[363 241 624 503]
