group,category,percentage
age,Middle,0.0
age,Old,100.0
age,Young,0.0
gender,Female,25.0
gender,Male,75.0
intersection,Middle_Female_Asian,0.0
intersection,Middle_Female_Black,0.0
intersection,Middle_Female_Indian,0.0
intersection,Middle_Female_White,0.0
intersection,Middle_Male_Asian,0.0
intersection,Middle_Male_Black,0.0
intersection,Middle_Male_Indian,0.0
intersection,Middle_Male_White,0.0
intersection,Old_Female_Asian,6.25
intersection,Old_Female_Black,3.125
intersection,Old_Female_Indian,3.125
intersection,Old_Female_White,12.5
intersection,Old_Male_Asian,12.5
intersection,Old_Male_Black,18.75
intersection,Old_Male_Indian,21.875
intersection,Old_Male_White,21.875
intersection,Young_Female_Asian,0.0
intersection,Young_Female_Black,0.0
intersection,Young_Female_Indian,0.0
intersection,Young_Female_White,0.0
intersection,Young_Male_Asian,0.0
intersection,Young_Male_Black,0.0
intersection,Young_Male_Indian,0.0
intersection,Young_Male_White,0.0
race,Asian,18.75
race,Black,21.875
race,Indian,25.0
race,White,34.375
